Data,LU0533033071
06/2016,10000
07/2016,10473.690476190475
08/2016,10813.375235926262
09/2016,10637.594951273062
10/2016,11146.16932098829
11/2016,12436.8888480073
12/2016,12932.984709138193
01/2017,12866.874600199984
02/2017,13449.051565650636
03/2017,13406.41053066328
04/2017,13230.275664015036
05/2017,12696.971888973801
06/2017,13133.383689762011
07/2017,13169.339613901602
08/2017,12789.444180119799
09/2017,13366.693841048927
10/2017,13814.267330897734
11/2017,13775.533285637632
12/2017,13905.337803941165
01/2018,14240.777141521989
02/2018,14064.86260966902
03/2018,13299.654683705974
04/2018,13754.398536003138
05/2018,13678.547764224557
06/2018,13514.687429720005
07/2018,13933.826124314954
08/2018,13867.762676769411
09/2018,13850.609800848928
10/2018,13266.617779099799
11/2018,13355.145436868555
12/2018,12074.12012100202
01/2019,12981.2504063045
02/2019,13522.795837288804
03/2019,13322.244302532432
04/2019,14257.677220729884
05/2019,13477.52110389487
06/2019,13928.669369762692
07/2019,14346.440714583334
08/2019,13716.976492365924
09/2019,14614.107592064493
10/2019,14571.477914767587
11/2019,15257.539976673801
12/2019,15341.379019351065
01/2020,15175.911983988695
02/2020,13710.012823186345
03/2020,10909.695991911445
04/2020,11572.407488768418
05/2020,11590.9123499785
06/2020,11788.327368878889
07/2020,11450.959652458545
08/2020,11970.98065834603
09/2020,11530.736184589261
10/2020,11428.768825662903
11/2020,13364.373783016576
12/2020,13553.283925333484
01/2021,13629.495180478589
02/2021,15052.701158670332
03/2021,16162.802939559182
04/2021,16575.879347455335
05/2021,17097.36880883312
06/2021,17017.468133008988
07/2021,17032.600264190598
08/2021,17764.845084128243
09/2021,17878.60364926775
10/2021,19032.591575802835
11/2021,18262.811175701485
12/2021,18850.741255325353
01/2022,19078.32359472286
02/2022,18661.332171089754
03/2022,19115.219012702062
04/2022,18423.746952584668
05/2022,18252.83029495618
06/2022,16794.382077128546
07/2022,18092.91262420158
08/2022,17958.91965922811
09/2022,17108.258800791154
10/2022,18255.090591958142
11/2022,18756.432651242983
12/2022,17925.50299401348
01/2023,19048.120428396745
02/2023,19247.886433683696
03/2023,17298.609687054915
04/2023,17456.278703943364
05/2023,17328.521455887392
06/2023,18087.492384091984
07/2023,18880.778080462616
08/2023,18523.488254439984
09/2023,18634.42453380264
10/2023,17820.996856242393
11/2023,19039.003852217265
12/2023,20077.424457896115
01/2024,20853.642817892993
02/2024,21537.138275159523
03/2024,22597.263421242485
04/2024,22133.977218537642
