Data,LU1407890547
10/2012,10000
11/2012,10133.730697160465
12/2012,9770.201285103654
01/2013,9209.731758602515
02/2013,9619.785555855664
03/2013,9860.47920066303
04/2013,10038.272902855595
05/2013,9483.003686401773
06/2013,9120.367869828571
07/2013,8815.646901521819
08/2013,8773.345460239256
09/2013,8638.057349504466
10/2013,8661.008580206491
11/2013,8464.997464610396
12/2013,8163.927674124245
01/2014,8824.155781092017
02/2014,8704.465896740105
03/2014,8768.845227917545
04/2014,8895.352208364753
05/2014,9315.014014845534
06/2014,9258.276463531114
07/2014,9497.292852787617
08/2014,10017.360019816157
09/2014,10314.928495527935
10/2014,10638.38846772478
11/2014,10988.173456562592
12/2014,11581.098007103863
01/2015,13476.846582593653
02/2015,12817.128583528884
03/2015,13555.411600314797
04/2015,12626.61524747141
05/2015,12701.515038020601
06/2015,11997.384589851927
07/2015,12654.867246464417
08/2015,12381.654460163958
09/2015,12585.981207257026
10/2015,12728.241348261483
11/2015,13148.523625564165
12/2015,12759.889104960452
01/2016,13365.554537836053
02/2016,13792.141755098897
03/2016,13179.691600442604
04/2016,13085.8711910293
05/2016,13500.37018675063
06/2016,14447.164487964279
07/2016,14633.103745981225
08/2016,14462.952824392722
09/2016,14203.926428123094
10/2016,13921.7380050892
11/2016,13303.597340774624
12/2016,13325.30178072291
01/2017,13136.431904443027
02/2017,13537.560367178983
03/2017,13348.77523380227
04/2017,13257.81369779413
05/2017,13159.31021138071
06/2017,12975.885453112654
07/2017,12555.132868711458
08/2017,12871.921362312502
09/2017,12615.330840159084
10/2017,12794.29660272896
11/2017,12641.829194117712
12/2017,12691.420326142828
01/2018,11824.65578185689
02/2018,11734.056445882577
03/2018,11951.283916593122
04/2018,11968.669410759825
05/2018,12601.164756446833
06/2018,12677.526405969025
07/2018,12400.690227958203
08/2018,12684.420282365558
09/2018,12396.219486830287
10/2018,12336.292376883135
11/2018,12507.987137759475
12/2018,13077.437223338446
01/2019,13115.327066859754
02/2019,13041.031068861148
03/2019,13923.234345312774
04/2019,13707.89209521878
05/2019,14666.687040340443
06/2019,14559.501399517989
07/2019,14874.883896040064
08/2019,16547.853433396285
09/2019,16344.423251394675
10/2019,15819.387314785636
11/2019,15982.528575925466
12/2019,15203.382796747665
01/2020,16510.699125464304
02/2020,17736.420854928194
03/2020,18844.905974309357
04/2020,19366.478918238856
05/2020,18560.122601681593
06/2020,18480.18607744891
07/2020,18203.345379795363
08/2020,17283.251655329845
09/2020,17692.52839846666
10/2020,17173.716912231466
11/2020,16969.76263982591
12/2020,16371.159568981775
01/2021,15955.079712661125
02/2021,15084.53942965258
03/2021,14815.71300356971
04/2021,14711.671366675877
05/2021,14632.970762138628
06/2021,15559.486021358674
07/2021,16116.631513336088
08/2021,16159.245457571129
09/2021,16041.359262082351
10/2021,16246.051209824926
11/2021,17090.1723817018
12/2021,16901.21184081968
01/2022,16447.64282866655
02/2022,16144.021158236668
03/2022,15416.137244071464
04/2022,14791.968507690164
05/2022,14276.845847417215
06/2022,14506.949268564926
07/2022,15169.190051334504
08/2022,14783.852538232579
09/2022,13967.099904759018
10/2022,12970.41834195976
11/2022,13268.540869252096
12/2022,12687.439076581082
01/2023,13291.835888706426
02/2023,12915.710764212547
03/2023,13208.729619273994
04/2023,13148.612900622533
05/2023,13136.882339830652
06/2023,12912.737281622623
07/2023,12452.122092516121
08/2023,12276.839558211908
09/2023,11674.973929819645
10/2023,11072.023785980991
11/2023,11740.196037777265
12/2023,12612.854965512814
01/2024,12576.861750105869
02/2024,12301.56178720259
03/2024,12469.681178593251
04/2024,11810.89941530028
