Data,LU0292107991
12/1987,10000
01/1988,10794.596990389478
02/1988,11081.118397296028
03/1988,11530.66294735604
04/1988,12521.439859128659
05/1988,12934.843412299133
06/1988,14837.949539752648
07/1988,15754.720879166814
08/1988,14711.878541149275
09/1988,14832.008914973756
10/1988,14650.878450295213
11/1988,13891.65472447864
12/1988,13999.544929586042
01/1989,15811.792535987284
02/1989,15925.236517154168
03/1989,16508.642684056544
04/1989,18542.388214534436
05/1989,19714.160112560487
06/1989,20500.10628731231
07/1989,20597.184660045365
08/1989,21359.81360045684
09/1989,22854.87991680703
10/1989,21674.283117698324
11/1989,23052.147333860055
12/1989,23833.738343028646
01/1990,23213.000446546906
02/1990,23276.14175190548
03/1990,23604.957278065765
04/1990,21800.347714270603
05/1990,24068.210120762324
06/1990,24499.076048064664
07/1990,25613.123591936
08/1990,20516.084159387043
09/1990,16574.64375114579
10/1990,16603.1911641041
11/1990,15082.963170405083
12/1990,16639.120268038765
01/1991,17165.030207954325
02/1991,19057.086748116835
03/1991,21881.934232626892
04/1991,22851.26230489707
05/1991,22792.52962381103
06/1991,22423.42291027208
07/1991,21917.180172927132
08/1991,20225.784562282635
09/1991,18497.087243968945
10/1991,18615.40435292973
11/1991,18581.612081052077
12/1991,19134.584530018077
01/1992,20659.043559772545
02/1992,21462.792522632444
03/1992,21938.734661693543
04/1992,21557.367318914417
05/1992,20664.159066410157
06/1992,20852.598054693437
07/1992,19682.343665208537
08/1992,18878.182573666098
09/1992,20487.34617350021
10/1992,23085.68154763608
11/1992,24206.771744571404
12/1992,23766.832526999166
01/1993,24711.327313781014
02/1993,26009.19558121454
03/1993,26059.973329427543
04/1993,27949.10553194331
05/1993,28772.36131069703
06/1993,29247.820294377103
07/1993,31505.634281366056
08/1993,33908.59094750455
09/1993,34405.46360988583
10/1993,40569.98175981645
11/1993,42391.527635601014
12/1993,51723.742100635965
01/1994,47282.86292794565
02/1994,47026.59683770925
03/1994,40988.409292734264
04/1994,42632.97116688159
05/1994,42574.27044790395
06/1994,41758.08857774593
07/1994,41919.957138774254
08/1994,46079.53107145431
09/1994,44808.783336267115
10/1994,44402.87421383177
11/1994,41503.94525408123
12/1994,40947.917429299036
01/1995,36104.146530178274
02/1995,37795.3823186495
03/1995,35637.88390857636
04/1995,34421.07470805289
05/1995,38697.30060242191
06/1995,38098.59051468902
07/1995,38315.9105100299
08/1995,37496.67784021805
09/1995,37447.620870949715
10/1995,35638.51513128338
11/1995,33994.26551500281
12/1995,36458.81261456703
01/1996,38483.900515020694
02/1996,39723.805756715774
03/1996,40413.77687368305
04/1996,43308.96541746192
05/1996,42899.463024971825
06/1996,42034.42905200219
07/1996,37764.529017694236
08/1996,38360.8909848472
09/1996,38691.630837933815
10/1996,37284.97408187989
11/1996,37792.618607038734
12/1996,38275.48691428479
01/1997,40756.20020343099
02/1997,43409.72006630365
03/1997,41990.53088705818
04/1997,41157.17988557873
05/1997,41168.9966348867
06/1997,43128.679222692655
07/1997,43578.037432621415
08/1997,36025.353774863936
09/1997,33295.52818448818
10/1997,26519.240038221185
11/1997,22808.962800204754
12/1997,22003.050137845894
01/1998,21710.326446514737
02/1998,26306.485923320797
03/1998,26147.255278134282
04/1998,23876.443406757808
05/1998,19867.061239339917
06/1998,17183.94996065526
07/1998,17146.136854192093
08/1998,14019.477800825736
09/1998,13990.431551125268
10/1998,15253.519867897274
11/1998,17559.970589339024
12/1998,18398.26863485385
01/1999,19415.615716362296
02/1999,19273.12896084533
03/1999,22330.220680163813
04/1999,25647.628776128375
05/1999,26734.426264435562
06/1999,32448.430406838746
07/1999,30568.16515364119
08/1999,32207.31498462188
09/1999,28961.704725914435
