Data,DE000ETFL037
09/2001,10000
10/2001,10341.883333333333
11/2001,11232.012331709739
12/2001,11490.957263670398
01/2002,12035.877198679098
02/2002,12220.861217241662
03/2002,13401.049615160846
04/2002,13233.786810526582
05/2002,13063.015781283364
06/2002,11856.47951037153
07/2002,10568.111604783373
08/2002,10366.845368272969
09/2002,8469.318240086137
10/2002,9228.76243963592
11/2002,10437.901920036074
12/2002,9126.29457592334
01/2003,8888.371044002593
02/2003,8378.600761709606
03/2003,7679.973565462646
04/2003,9117.7269829971
05/2003,9495.592412352393
06/2003,10163.766857134813
07/2003,11062.584033537378
08/2003,11555.021237193852
09/2003,11167.825330634474
10/2003,11931.909674172637
11/2003,11579.545487161338
12/2003,11660.242587373168
01/2004,12249.08032108273
02/2004,12738.495971486844
03/2004,12214.735399549027
04/2004,12410.71242749509
05/2004,12483.745011977464
06/2004,12867.58224394689
07/2004,12699.307039263036
08/2004,12612.703505862151
09/2004,12806.252393319013
10/2004,12799.511827950755
11/2004,13339.749925221402
12/2004,13628.109658313851
01/2005,13676.542950208985
02/2005,14250.767628143803
03/2005,14331.280030025155
04/2005,14207.95897137366
05/2005,15039.410707573836
06/2005,15457.166954968945
07/2005,16103.759024350074
08/2005,16099.719011633842
09/2005,16922.437845093686
10/2005,16202.22916410449
11/2005,16733.15389023225
12/2005,17610.17254102623
01/2006,18622.28602634397
02/2006,18821.19008040757
03/2006,19457.65565739183
04/2006,20155.90363036454
05/2006,19059.93086927457
06/2006,19150.044233115197
07/2006,18966.255375788613
08/2006,19538.46892156505
09/2006,20820.328945881585
10/2006,21629.539192088538
11/2006,22328.806702096805
12/2006,23343.93416139947
01/2007,23953.259455058487
02/2007,23232.736036257684
03/2007,24237.131926825416
04/2007,25177.32590737941
05/2007,25575.653079180847
06/2007,25493.143235464697
07/2007,24487.53822606081
08/2007,24369.188160513782
09/2007,25375.85552619905
10/2007,26242.989183587866
11/2007,25379.418708609795
12/2007,24846.17460760603
01/2008,20741.959078936816
02/2008,20868.001991860398
03/2008,19590.485371920895
04/2008,20304.815216301544
05/2008,20683.70050958579
06/2008,17996.67970652025
07/2008,17524.45459289821
08/2008,18839.430952983006
09/2008,16326.884228838244
10/2008,13454.47796864545
11/2008,12150.58469956056
12/2008,12195.259743193035
01/2009,12270.124246366386
02/2009,11058.767193472402
03/2009,10973.97232950162
04/2009,12513.357531327467
05/2009,12854.222967981452
06/2009,12684.090933426452
07/2009,13111.497641033871
08/2009,13097.741796749902
09/2009,14208.668197331634
10/2009,13366.055806556582
11/2009,13566.902868909914
12/2009,14114.346531314952
01/2010,14266.322494873039
02/2010,14073.574181722643
03/2010,15113.537908509808
04/2010,14986.393373787689
05/2010,14219.800267128028
06/2010,14420.443827045103
07/2010,14766.178283976578
08/2010,14688.584722210875
09/2010,15122.416607837176
10/2010,15346.464263931837
11/2010,15298.271548953982
12/2010,16738.55002530861
01/2011,16691.62245045863
02/2011,17094.494533468547
03/2011,16992.377705484952
04/2011,17324.593221827094
05/2011,17506.45671264748
06/2011,16922.31742144608
07/2011,16309.52699125353
08/2011,14854.778675556896
09/2011,14024.57681841199
10/2011,14852.252791176285
11/2011,15121.553030572664
12/2011,15201.829551546605
01/2012,16065.441746983817
02/2012,16939.73573826926
03/2012,17400.62014247469
04/2012,17114.950000827623
05/2012,16435.381831357558
06/2012,16827.180707365784
07/2012,17088.727491379213
08/2012,17456.908802835722
09/2012,17764.131383707147
10/2012,17926.964688035903
11/2012,18747.61220017816
12/2012,18741.271080320235
01/2013,19491.9863064479
02/2013,20160.592404443854
03/2013,20810.37061156989
04/2013,21019.556018486383
05/2013,21095.285716999017
06/2013,20396.214265866813
07/2013,21128.585709721825
08/2013,20849.36466392319
09/2013,21420.5426303458
10/2013,21645.062477116295
11/2013,21826.51829041333
12/2013,21864.050717722122
01/2014,21544.874812914713
02/2014,22439.001581842138
03/2014,22146.41842923369
04/2014,21946.373599548657
05/2014,22608.935105974517
06/2014,22558.455813227658
07/2014,21880.150119925274
08/2014,22238.70228273095
09/2014,22818.71097308502
10/2014,22108.06369878301
11/2014,23252.818714785797
12/2014,24244.472068464496
01/2015,25569.244834912708
02/2015,26788.310733659186
03/2015,26927.55926925805
04/2015,27188.89653253589
05/2015,27732.128768910956
06/2015,26193.41918675472
07/2015,26597.970818956856
08/2015,24702.57109393618
09/2015,24086.136028306857
10/2015,25655.285609681738
11/2015,26986.434909689757
12/2015,26265.881047444374
01/2016,24920.08499779206
02/2016,24661.05866250979
03/2016,25440.812099079092
04/2016,25338.721743623955
05/2016,27388.6875499002
06/2016,27076.822084035994
07/2016,27905.30942525578
08/2016,27803.79708984145
09/2016,27713.191785839364
10/2016,26427.682454754555
11/2016,26705.59751318106
12/2016,27341.81588337334
01/2017,28127.92578217541
02/2017,29023.845540682865
03/2017,30192.765506555617
04/2017,30840.7458300355
05/2017,31844.967978080233
06/2017,31008.115549086935
07/2017,31890.214082944083
08/2017,32915.336526614345
09/2017,33484.92359846482
10/2017,34436.1245555149
11/2017,33816.07709686656
12/2017,33225.430611024916
01/2018,35038.346733168706
02/2018,34987.24547007973
03/2018,34526.65148645798
04/2018,36024.67316763279
05/2018,37591.166393181185
06/2018,37804.249863885816
07/2018,39220.214166281956
08/2018,41590.59312310042
09/2018,39678.42364519806
10/2018,36087.11392634077
11/2018,33865.56161911195
