Data,DE0005933931
02/1985,18845.915743830345
03/1985,18921.617316974523
04/1985,19232.35092616942
05/1985,20936.17179996604
06/1985,22428.12897974923
07/1985,21709.897736169492
08/1985,23813.45830815533
09/1985,25152.553124401536
10/1985,28520.189679917665
11/1985,27548.1721197953
12/1985,30062.742627933112
01/1986,30518.398950642448
02/1986,29859.134220864118
03/1986,32589.318202778817
04/1986,33150.039532052804
05/1986,30355.845282002454
06/1986,29845.599542346237
07/1986,28327.848330119607
08/1986,32916.4098807282
09/1986,30945.169369230985
10/1986,31343.456700969116
11/1986,32217.394509721576
12/1986,31465.17033744755
01/1987,28433.640038131296
02/1987,27329.579371757944
03/1987,28585.501980836754
04/1987,28722.893135471033
05/1987,28901.306917100606
06/1987,30349.06108882761
07/1987,33154.34856406313
08/1987,33748.46829787887
09/1987,32917.92864885206
10/1987,25830.623529810597
11/1987,22436.71539912965
12/1987,21932.712359507972
01/1988,20516.66334053694
02/1988,23671.349664889265
03/1988,23309.028362882276
04/1988,23114.96172098558
05/1988,23744.304517594515
06/1988,25023.13948840666
07/1988,25894.670584589425
08/1988,25532.724071387733
09/1988,27442.6988680641
10/1988,28492.767272559922
11/1988,27945.744020593902
12/1988,29078.25128153818
01/1989,28742.8343094436
02/1989,28211.978079084438
03/1989,28952.56119255064
04/1989,30004.657447559777
05/1989,30797.11862867976
06/1989,32246.765723611534
07/1989,34002.590082600815
08/1989,34953.92527244942
09/1989,34435.623505665404
10/1989,32208.555490243496
11/1989,34493.34376093205
12/1989,39145.06069443763
01/1990,39848.46103336086
02/1990,39562.01073623449
03/1990,43024.13864971095
04/1990,39624.20396611882
05/1990,40308.58839488401
06/1990,41069.920713758176
07/1990,41921.2787529448
08/1990,35589.445168678205
09/1990,29150.027930877346
10/1990,31306.478264435722
11/1990,31464.09634526232
12/1990,30521.15010527538
01/1991,30994.031570727206
02/1991,33652.834777610406
03/1991,33227.38450588541
04/1991,35033.78991171241
05/1991,37174.18267966624
06/1991,35381.97014264033
07/1991,35380.08802487807
08/1991,35990.15125899537
09/1991,35037.462917372264
10/1991,34488.379857575994
11/1991,34146.104577987666
12/1991,34390.2524625348
01/1992,36772.31112599151
02/1992,36767.408151174706
03/1992,37424.21415757497
04/1992,37771.493680658125
05/1992,39273.58806618767
06/1992,38166.51663681977
07/1992,35173.44528005205
08/1992,33553.810496929786
09/1992,31918.940403464585
10/1992,32479.770158970194
11/1992,33607.6347918388
12/1992,33618.60465948903
01/1993,34197.260980119696
02/1993,36640.25795712593
03/1993,36632.327120158545
04/1993,35387.23209245259
05/1993,35483.85690876724
06/1993,36909.48275052506
07/1993,39200.49250673138
08/1993,42274.81844848951
09/1993,41634.91498254513
10/1993,44297.140001490196
11/1993,44710.85331792897
12/1993,49244.05045834356
01/1994,47298.946007647515
02/1994,45427.139248149935
03/1994,46323.29611857894
04/1994,48768.240546236
05/1994,46193.457233741785
06/1994,43965.010056834035
07/1994,46592.26433221405
08/1994,48023.122904523225
09/1994,43652.46105286789
10/1994,44945.96189676465
11/1994,44432.934964703134
12/1994,45692.14720990574
01/1995,43835.66373102545
02/1995,45584.52940666831
03/1995,41684.14858567266
04/1995,43702.535102563226
05/1995,45266.447557775835
06/1995,45185.84762431974
07/1995,47979.51577915628
08/1995,48536.540688462526
09/1995,47399.25652229585
10/1995,46785.03720279848
11/1995,48405.34951802762
12/1995,49087.63745201221
01/1996,53502.97095090011
02/1996,53672.309633840974
03/1996,53787.26033631501
04/1996,54071.4613463495
05/1996,55054.26796678358
06/1996,55421.97406149386
07/1996,53470.77967425444
08/1996,54985.28953898742
09/1996,57251.14895391333
10/1996,57629.181279888806
11/1996,61371.88724353349
12/1996,61874.04467707589
01/1997,65434.894052736476
02/1997,70426.86167976465
03/1997,74368.93621253203
04/1997,74245.11668728906
05/1997,76976.32015412107
06/1997,82205.98063930302
07/1997,96033.81985510283
08/1997,83961.2706328462
09/1997,89967.69006267394
10/1997,81283.50351498953
11/1997,85270.28940634977
12/1997,91499.54181714651
01/1998,95825.70176403761
02/1998,101790.36174201017
03/1998,109934.40999016078
04/1998,110400.12408878475
05/1998,119977.54387891857
06/1998,126855.69209089635
07/1998,128522.67447970551
08/1998,106594.0385039907
09/1998,97367.25266526456
10/1998,100550.24481576866
11/1998,111118.71420552736
12/1998,108449.58677867644
01/1999,111140.15893952275
02/1999,104956.08321988459
03/1999,104624.89965429786
04/1999,115817.52854803792
05/1999,108614.57384621409
06/1999,115836.98531803003
07/1999,109863.33961985727
08/1999,113485.77288418188
09/1999,110866.66340045072
10/1999,118937.23404920677
11/1999,126899.60292547442
12/1999,149742.10528002123
01/2000,147085.02722199543
02/2000,164471.99800967894
03/2000,163478.45393556493
04/2000,159483.16614314404
05/2000,152901.40814536592
06/2000,148333.3373947293
07/2000,154595.92386064783
08/2000,155136.04183907533
09/2000,146122.28420924934
10/2000,152106.6488349052
11/2000,136932.31236332643
12/2000,138230.8748018723
01/2001,145980.18377386933
02/2001,133352.33053930072
03/2001,125208.92152868712
04/2001,134525.20395064572
05/2001,130659.73875226779
06/2001,130063.45307531678
07/2001,125812.7641956747
08/2001,111349.35026589641
09/2001,92447.37099340983
10/2001,97820.75343206215
11/2001,107050.53202854532
12/2001,110687.41266231125
01/2002,109546.7106010356
02/2002,108062.29049180773
03/2002,115729.64018133456
04/2002,108078.86523758958
05/2002,103285.67604622309
06/2002,93931.32797115506
07/2002,79292.50847033723
08/2002,79556.23497549149
09/2002,59320.704436530956
10/2002,67535.33964650286
11/2002,71113.61099608158
12/2002,61911.86738018816
01/2003,58834.92631220915
02/2003,54528.09791002472
03/2003,51883.748876386686
04/2003,62968.433379664
05/2003,63829.85483526991
06/2003,68912.44429434297
07/2003,74622.38671848581
08/2003,74542.26182237893
09/2003,69659.21698681825
10/2003,78188.62559921494
11/2003,80102.12495628781
12/2003,84778.95700272122
01/2004,86765.49074287657
02/2004,85889.38831796672
03/2004,82426.67994437597
04/2004,85162.24834294978
05/2004,83787.51442174878
06/2004,86582.21523113629
07/2004,83213.97121555488
08/2004,80844.62598353262
09/2004,83133.89287245137
10/2004,84561.0851354818
11/2004,88088.98079599609
12/2004,90854.40831352104
01/2005,90816.03762040038
02/2005,92845.28064635723
03/2005,92796.19417302246
04/2005,89285.8023415786
05/2005,95158.02490082609
06/2005,97825.81185693771
07/2005,104216.49109161943
08/2005,102990.98207731612
09/2005,107549.87614871666
10/2005,105082.45946386109
11/2005,110703.67915377278
12/2005,115268.92261111045
01/2006,120920.5986139804
02/2006,123502.04762098727
03/2006,127194.0258210821
04/2006,128025.22847944639
05/2006,121254.65078331155
06/2006,121035.07397742693
07/2006,120990.3985485012
08/2006,124756.03492817849
09/2006,127821.48422228346
10/2006,133437.0908807104
11/2006,134276.46418791835
12/2006,140382.22805260742
01/2007,144453.30693472904
02/2007,142866.55456601395
03/2007,147136.19991537853
04/2007,157578.79871359005
05/2007,167642.88066870146
06/2007,170263.50069240248
07/2007,161242.51879072678
08/2007,162369.72396433927
09/2007,167095.7634663312
10/2007,170425.59741098245
11/2007,167242.68057082643
12/2007,171402.23478342828
01/2008,145552.78514059933
02/2008,143332.16241370272
03/2008,138785.47363491642
04/2008,147556.04800780432
05/2008,150678.47114843052
06/2008,136253.16053395404
07/2008,137535.04447965795
08/2008,136301.3065627912
09/2008,123734.32086266318
10/2008,105828.2908982282
11/2008,99056.02111152234
12/2008,102028.85388152648
01/2009,92006.86894748553
02/2009,81505.01028767963
03/2009,86604.8782211084
04/2009,101110.0942069262
05/2009,104729.5761679627
06/2009,101913.81912578127
07/2009,112995.23550616874
08/2009,115787.38737367943
09/2009,120233.20693314895
10/2009,114704.61223821645
11/2009,119158.70054503002
12/2009,126163.62272489697
01/2010,118763.46859463182
02/2010,118528.90061391136
03/2010,130265.29422940299
04/2010,129870.05656948815
05/2010,126225.47201975588
06/2010,126233.82639693365
07/2010,130077.7419154435
08/2010,125347.49021409705
09/2010,131757.638585451
10/2010,139616.10223866973
11/2010,141440.03683919276
12/2010,146194.00676040657
01/2011,149627.1268046383
02/2011,153726.34738224882
03/2011,148822.6325932701
04/2011,158803.12028273294
05/2011,154116.4130333075
06/2011,155840.15409128444
07/2011,151224.81797234126
08/2011,122181.40040192347
09/2011,116191.47747930812
10/2011,129677.12402445852
11/2011,128551.2729041604
12/2011,124512.39263689851
01/2012,136329.04381229365
02/2012,144693.98486184317
03/2012,146589.92364728835
04/2012,142653.05870844267
05/2012,132151.93883337002
06/2012,135338.76650247327
07/2012,142829.41704195293
08/2012,146997.44274862861
09/2012,152151.90407160803
10/2012,153069.47413756142
11/2012,156103.23162272558
12/2012,160443.52751895424
01/2013,163871.5363159933
02/2013,163125.7990362968
03/2013,164233.6682751655
04/2013,166706.25320245646
05/2013,175850.25645296485
06/2013,167620.30718178282
07/2013,174268.67834289983
08/2013,170606.33882599237
09/2013,180926.52757329115
10/2013,190155.03684357603
11/2013,197946.86270996716
12/2013,201011.3309325516
01/2014,195814.55071710012
02/2014,203901.72347520554
03/2014,201009.79570932937
04/2014,201978.3766884348
05/2014,209103.28236096582
06/2014,206757.93677189585
07/2014,197781.57581041972
08/2014,199073.19093920177
09/2014,199133.4649030089
10/2014,196008.18914766502
11/2014,209725.72602254813
12/2014,206014.21662470835
01/2015,224659.77051503566
02/2015,239489.18441068337
03/2015,251314.652186817
04/2015,240532.47870766444
05/2015,239648.68344709437
06/2015,229772.58650271897
07/2015,237384.19263677922
08/2015,215322.76776423785
09/2015,202721.19805340454
10/2015,227659.6369369404
11/2015,238793.692751891
12/2015,225351.3264570621
01/2016,205500.5339966843
02/2016,199124.2496359497
03/2016,208956.18921473072
04/2016,210468.63306630377
05/2016,215131.94489830855
06/2016,202889.5021597718
07/2016,216641.41174560494
08/2016,221960.5041551983
09/2016,220219.58638869552
10/2016,223416.5152415635
11/2016,222869.0876560121
12/2016,240449.72243860448
01/2017,241553.8291224462
02/2017,247784.8910112995
03/2017,257769.68737103877
04/2017,260355.12147840284
05/2017,264026.45644092106
06/2017,257922.9638382362
07/2017,253559.4865609447
08/2017,252219.82608829637
09/2017,268358.5223865514
10/2017,276704.93136732193
11/2017,272367.99082622165
12/2017,270107.8071102494
01/2018,275755.96618288633
02/2018,259962.85587822014
03/2018,252839.12476511364
04/2018,263577.5990942381
05/2018,263391.5662875227
06/2018,257110.84707376192
07/2018,267512.6836279197
08/2018,258255.1341205412
09/2018,255769.96184302826
10/2018,239044.34488300505
11/2018,235039.29669598842
12/2018,220428.60620372603
01/2019,233219.9904525024
02/2019,240338.8506458438
03/2019,240523.86018844074
04/2019,257562.539582007
05/2019,244649.31978130806
06/2019,258635.3576621884
07/2019,254225.34042668462
08/2019,248982.22945124286
09/2019,259142.48684940883
10/2019,268255.63878153695
11/2019,275925.3343970687
12/2019,276151.83118712285
01/2020,270549.0414856082
02/2020,247763.20498016782
03/2020,207003.39045866937
04/2020,226263.91651494935
05/2020,241340.93759724597
06/2020,256390.52357298924
07/2020,256406.94596083212
08/2020,269533.609049368
09/2020,265653.10627481446
10/2020,240547.58773683454
11/2020,276622.7973488532
12/2020,285485.77260617376
01/2021,279497.9632348716
02/2021,286814.3130190763
03/2021,312199.98365168093
04/2021,314812.03833466116
05/2021,320702.35881643323
06/2021,322945.31921483675
07/2021,323179.85361318436
08/2021,329180.6401104818
09/2021,317196.09353147395
10/2021,326051.51790734474
11/2021,313774.64650161995
12/2021,330039.1846185434
01/2022,321400.5799382631
02/2022,300372.1250330836
03/2022,299370.9939556801
04/2022,292750.20150863205
05/2022,298742.93682799215
06/2022,265387.47466820263
07/2022,279889.705786439
08/2022,266379.1623402046
09/2022,251388.17979260714
10/2022,274998.22688031686
11/2022,298683.579502218
12/2022,288821.4762290788
01/2023,313772.02885771496
02/2023,318643.0597210849
03/2023,324069.19807618164
04/2023,330112.638428581
05/2023,324712.1439601668
06/2023,334699.589023257
07/2023,340850.92276206583
08/2023,330448.4498068148
09/2023,318789.9530058093
10/2023,306808.5033181323
11/2023,335875.2027655501
12/2023,346937.1025134872
01/2024,350041.3439657539
02/2024,366031.4916784177
03/2024,382842.9793800972
04/2024,371191.8399633436
