Data,DE0005933931
01/1975,10000
02/1975,10932.059703720288
03/1975,11177.073769876106
04/1975,11538.63973958832
05/1975,10742.82244761362
06/1975,10854.618453192215
07/1975,11898.49370470784
08/1975,11251.04270074097
09/1975,10995.885780811199
10/1975,11947.6275381839
11/1975,12554.966143513488
12/1975,12592.421606177551
01/1976,12786.140334939855
02/1976,12691.22024114208
03/1976,13044.458474395035
04/1976,12228.138929914592
05/1976,12117.689805883641
06/1976,12115.180446015731
07/1976,11928.377114478533
08/1976,11842.1343858259
09/1976,11858.644916814337
10/1976,10882.148146503625
11/1976,11373.889069981848
12/1976,11361.65720943017
01/1977,11432.461227461266
02/1977,11072.291578707862
03/1977,11373.624674246412
04/1977,12313.216729797761
05/1977,12042.751795493954
06/1977,11705.887876939205
07/1977,11826.323827564856
08/1977,12061.1240513835
09/1977,12067.099117541995
10/1977,12354.86690819567
11/1977,12426.11163553042
12/1977,12242.137427227262
01/1978,12242.065104409583
02/1978,12319.089005357931
03/1978,12246.37564971288
04/1978,11852.012280836916
05/1978,12149.338283315392
06/1978,12314.300199383122
07/1978,12961.084067175489
08/1978,12980.952534350587
09/1978,13316.92997745473
10/1978,13032.914178002335
11/1978,12947.495176553723
12/1978,12796.898462433663
01/1979,12906.885559355615
02/1979,12543.655272751932
03/1979,12343.346734904018
04/1979,12335.918382408187
05/1979,11696.496405816504
06/1979,11394.770155961116
07/1979,11824.98714520374
08/1979,11956.56023117642
09/1979,11903.6245588471
10/1979,11250.688140130025
11/1979,11301.181985747966
12/1979,11057.735490521505
01/1980,11194.20792543615
02/1980,11580.958924967967
03/1980,10551.856751820462
04/1980,11013.860225437506
05/1980,11133.61344278176
06/1980,11442.690934240807
07/1980,11644.25619274804
08/1980,11351.310874389552
09/1980,11287.887176966844
10/1980,10864.606169619256
11/1980,10986.944186247327
12/1980,10665.850193423028
01/1981,10387.202912847344
02/1981,10494.697091483942
03/1981,10724.552294691575
04/1981,11313.487055079426
05/1981,11035.78577933468
06/1981,11825.766774665268
07/1981,12024.743167651493
08/1981,11815.965701694571
09/1981,10970.962380705161
10/1981,10992.315607794133
11/1981,11273.686698156234
12/1981,10858.502773981008
01/1982,11116.34465627865
02/1982,11410.870300242384
03/1982,11635.144487981695
04/1982,11468.252656898274
05/1982,11334.159231158415
06/1982,11086.806442878593
07/1982,11249.052743383143
08/1982,11124.77559785359
09/1982,11653.485894362108
10/1982,11312.669070319542
11/1982,11464.847430184382
12/1982,12220.37503134751
01/1983,12136.724529997438
02/1983,13315.933816447508
03/1983,14616.842496072806
04/1983,15621.953413418627
05/1983,14928.029125641839
06/1983,15899.031843939767
07/1983,16293.879685798318
08/1983,15422.9976997023
09/1983,15882.730179527845
10/1983,16642.43237065989
11/1983,16633.81049101416
12/1983,17083.487989572706
01/1984,17815.803485693094
02/1984,16907.2217705327
03/1984,17084.153086858754
04/1984,17120.708336503016
05/1984,16315.171931255056
06/1984,16835.336187960784
07/1984,15821.630336213486
08/1984,16560.475259805422
09/1984,17615.541649187748
10/1984,17685.065184460906
11/1984,17878.23552431336
12/1984,18091.191110456464
01/1985,18468.71357875588
