Data,LU0274209237
12/1978,10000
01/1979,10184.22014136237
02/1979,10415.859270768044
03/1979,11079.64909507511
04/1979,11353.170974730581
05/1979,10899.575944721859
06/1979,11085.25808094966
07/1979,10845.83485210475
08/1979,11205.038713706743
09/1979,11642.025512105638
10/1979,10638.77316863415
11/1979,11031.589975011564
12/1979,10808.450561597378
01/1980,11227.988685561497
02/1980,11466.08906197084
03/1980,10344.8752099314
04/1980,11524.708336838341
05/1980,11311.798035230899
06/1980,11936.292535488968
07/1980,11959.408676510302
08/1980,12295.074609746063
09/1980,12460.1607497987
10/1980,13215.998112279249
11/1980,13500.487180635917
12/1980,13355.01025630081
01/1981,12869.648478179852
02/1981,13609.733186892485
03/1981,13874.622734859828
04/1981,14089.073379368907
05/1981,13744.539715001429
06/1981,13926.008327347818
07/1981,13938.43103103351
08/1981,14714.519757641552
09/1981,12719.298996724046
10/1981,12823.194903119687
11/1981,14228.156858460528
12/1981,13934.909758365608
01/1982,14349.729659640196
02/1982,14246.469956039904
03/1982,14458.356848142883
04/1982,15123.474782751915
05/1982,14588.518147275943
06/1982,14181.446438679626
07/1982,14783.413668800033
08/1982,14957.047815318123
09/1982,15434.504864210237
10/1982,15804.672514390833
11/1982,16320.752302164681
12/1982,16431.7117353055
01/1983,16340.517054027054
02/1983,17282.169472250585
03/1983,18240.140717640727
04/1983,20009.49318458214
05/1983,19922.975506201616
06/1983,20896.021567938315
07/1983,20884.27027482947
08/1983,21090.85611543345
09/1983,21467.929906325175
10/1983,21097.162042052216
11/1983,22296.653324613657
12/1983,23030.51985499474
01/1984,24492.22717513996
02/1984,24406.3940430019
03/1984,24153.531616159467
04/1984,24247.404383414556
05/1984,23311.703226353708
06/1984,23263.799885474822
07/1984,22552.992320764533
08/1984,24736.19168737869
09/1984,25515.465488454065
10/1984,26037.49688964334
11/1984,25281.948859383967
12/1984,26466.644059379014
01/1985,28360.788297091156
02/1985,28191.12904789529
03/1985,31516.623851009877
04/1985,30178.86681438395
05/1985,31973.31533442988
06/1985,31785.475176439108
07/1985,33083.26152298841
08/1985,33584.183597178795
09/1985,34688.091294764505
10/1985,36169.8820375739
11/1985,38244.2675989644
12/1985,38969.55779911238
01/1986,38892.812782447705
02/1986,41801.77067249159
03/1986,43976.10412900802
04/1986,48316.603336351305
05/1986,43279.03215776741
06/1986,45347.57017762733
07/1986,43642.44680073292
08/1986,47064.28673917004
09/1986,43738.274451761965
10/1986,43517.99727808127
11/1986,46320.419600514055
12/1986,46812.61840029824
01/1987,45948.51485725982
02/1987,46750.98413018133
03/1987,48982.356333198695
04/1987,50238.060003627645
05/1987,49355.387026078155
06/1987,51674.31628667403
07/1987,54185.971494148354
08/1987,55063.09121898577
09/1987,53979.417240047864
10/1987,43400.788434308204
11/1987,38983.433612576555
12/1987,39998.7606081312
