Data,LU1598689153
12/2000,10000
01/2001,10497.308601456294
02/2001,10183.589330725426
03/2001,9701.64959813431
04/2001,10092.062732614873
05/2001,10376.975733533021
06/2001,9874.419329697172
07/2001,9492.339441214228
08/2001,9037.09942110791
09/2001,7669.080214349035
10/2001,8334.778924152546
11/2001,9103.142399616647
12/2001,9224.197637301535
01/2002,9428.40253761261
02/2002,9451.339046800156
03/2002,9926.33766350085
04/2002,9930.648886021629
05/2002,9658.313048811626
06/2002,8895.058904339901
07/2002,8155.487531277419
08/2002,8008.999393298021
09/2002,6938.959346106553
10/2002,7346.039331094074
11/2002,7678.055469514218
12/2002,7139.944165506596
01/2003,6960.062138385137
02/2003,6643.4725612626435
03/2003,6524.0997430950965
04/2003,7360.0382836643075
05/2003,7629.1827387340245
06/2003,8035.184948747713
07/2003,8386.85615151815
08/2003,8819.932150900791
09/2003,8723.593180359556
10/2003,9439.535203633402
11/2003,9633.519160124017
12/2003,9570.231290082527
01/2004,10231.382084710955
02/2004,10544.706415839475
03/2004,10352.195973830369
04/2004,10418.866195260382
05/2004,10142.441109153802
06/2004,10580.970963491807
07/2004,10282.921415723162
08/2004,10222.905913901435
09/2004,10449.498514765653
10/2004,10672.844856898151
11/2004,11239.757294022114
12/2004,11573.219320846842
01/2005,12299.563319923385
02/2005,12914.500981381958
03/2005,12819.106733785562
04/2005,12430.096062812141
05/2005,13232.833689654684
06/2005,13945.366715017657
07/2005,14858.759464466531
08/2005,15037.058992700442
09/2005,15774.10856253519
10/2005,14681.08892400219
11/2005,15106.278416960713
12/2005,15704.518990846398
01/2006,17091.168836217053
02/2006,17901.8009349379
03/2006,18437.580522006472
04/2006,18815.219107771107
05/2006,17317.87049469451
06/2006,17193.64891648731
07/2006,16923.019247484684
08/2006,17177.56464739885
09/2006,17590.099047563916
10/2006,18501.153988908838
11/2006,18988.102004222455
12/2006,19912.74246153979
01/2007,20961.859228459685
02/2007,20795.847688676102
03/2007,21818.738186356688
04/2007,22617.28521517736
05/2007,23413.20849911134
06/2007,23084.788145390354
07/2007,22685.288659604812
08/2007,21682.09504490621
09/2007,21282.89926956475
10/2007,22350.25724596803
11/2007,20186.85916251231
12/2007,19745.592567459036
01/2008,17228.61334250369
02/2008,17730.55121761147
03/2008,17397.559293088394
04/2008,18083.194063942552
05/2008,18355.218964638247
06/2008,16342.00729144197
07/2008,15588.695078691018
08/2008,16087.741273552105
09/2008,13192.676803047285
10/2008,10620.708341233732
11/2008,9874.778332024893
12/2008,9955.965320499916
01/2009,9727.923572322386
02/2009,9028.134827274922
03/2009,9254.519284828104
04/2009,11167.581333592943
05/2009,12110.593978154935
06/2009,12013.647520907818
07/2009,12943.93337024598
08/2009,14258.48599193342
09/2009,15341.501034472469
10/2009,14487.030391958027
11/2009,14534.185998359053
12/2009,15090.621766490645
01/2010,15182.444727844282
02/2010,14976.677529116252
03/2010,16214.57019904719
04/2010,16254.981147881415
05/2010,14919.94395482153
06/2010,14698.752382544246
07/2010,15560.798534333353
08/2010,15125.52106279977
09/2010,16117.665063115533
10/2010,17054.76345004981
11/2010,16453.18959297405
12/2010,18071.498207219076
01/2011,18138.760870327176
02/2011,18317.07262163005
03/2011,18504.659088268523
04/2011,18993.69393559552
05/2011,18781.620785227642
06/2011,18317.841847868993
07/2011,17146.423537406066
08/2011,15186.450670250828
09/2011,13883.403293702146
10/2011,14631.698947385119
11/2011,13995.128718538544
12/2011,13892.338079990881
01/2012,15019.760908661632
02/2012,15831.124255701105
03/2012,15846.881064017287
04/2012,15582.430927502339
05/2012,14246.38270686083
06/2012,14814.382318269856
07/2012,15001.08204995298
08/2012,15320.25233475604
09/2012,15784.29803865175
10/2012,16158.620735413608
11/2012,16505.11466788762
12/2012,17206.09717471762
01/2013,18239.34801850862
02/2013,18451.409552128887
03/2013,18333.971824296008
04/2013,18803.364455242467
05/2013,19444.061564953892
06/2013,18507.098316127733
07/2013,19816.350187064523
08/2013,19883.476456144996
09/2013,21267.772552815048
10/2013,22480.28171430087
11/2013,22893.945592991146
12/2013,23087.568892201198
01/2014,23472.02597007408
02/2014,24948.50530811195
03/2014,25127.973801939603
04/2014,24971.040215015542
05/2014,25552.231309974402
06/2014,25117.374041916464
07/2014,24031.75257403706
08/2014,24094.00683202743
09/2014,23921.854193079533
10/2014,22969.637527333354
11/2014,23904.531444507258
12/2014,23927.74197337469
01/2015,25904.835412070035
02/2015,28029.010504490085
03/2015,29087.28063303509
04/2015,29176.162499539136
05/2015,29729.11643423826
06/2015,28570.69738244796
07/2015,30438.824675505806
08/2015,28580.99158348331
09/2015,27357.864380955543
10/2015,29544.812591301677
11/2015,30233.197446125498
12/2015,29821.329942627188
01/2016,27404.825519322538
02/2016,27186.274530013634
03/2016,28371.892038829017
04/2016,28799.135886179465
05/2016,29588.305902466545
06/2016,27478.070121338802
07/2016,29302.018309537743
08/2016,29450.101836037436
09/2016,29989.835334889147
10/2016,29597.324603643847
11/2016,29003.987223362485
12/2016,30937.411911445815
01/2017,31413.984175571775
02/2017,32197.545380060223
03/2017,33704.603538908545
04/2017,34928.22696724123
05/2017,36206.34098500322
06/2017,35331.504202103126
07/2017,36090.8067819104
08/2017,36208.76298409093
09/2017,37814.717167584
10/2017,38377.23165693977
11/2017,38102.89286492365
12/2017,38513.424240316155
01/2018,39778.271734078044
02/2018,38587.57572308287
03/2018,37786.347762737496
04/2018,39199.46620667968
05/2018,38847.250826166804
06/2018,38411.8631232032
07/2018,38936.38313240766
08/2018,38688.72782754572
09/2018,38120.75625567477
10/2018,35008.6687853052
11/2018,34042.147293680915
12/2018,31784.43181515655
01/2019,34453.703413049305
02/2019,35479.01906699822
03/2019,36129.68207167299
04/2019,37926.94019959008
05/2019,35604.409604109795
06/2019,37336.665786286976
07/2019,37430.11932201778
08/2019,36770.02779242508
09/2019,37771.24592856786
10/2019,38637.9521012536
11/2019,40215.50315177732
12/2019,40898.09248924673
01/2020,40341.3049061558
02/2020,37467.873713348425
03/2020,29677.76647202683
04/2020,32859.86126680059
05/2020,34451.37264003053
06/2020,35636.34838715934
07/2020,35600.870228139436
08/2020,37359.73635545353
09/2020,37313.911885062254
10/2020,34706.45236975568
11/2020,41150.349961588916
12/2020,43087.355441924214
01/2021,43912.6155055622
02/2021,45605.2576429668
03/2021,48085.357366831704
04/2021,49331.35038509419
