Data,LU0446734526
12/1978,10000
01/1979,10858.038343315548
02/1979,10875.160730643478
03/1979,11051.230724647019
04/1979,10999.69312406226
05/1979,11518.110303356132
06/1979,11087.959464327756
07/1979,11265.749039650671
08/1979,12093.393110306071
09/1979,13196.40452725597
10/1979,12962.138616031103
11/1979,13230.181173394754
12/1979,14615.641501207001
01/1980,16558.1163304225
02/1980,17030.362731169836
03/1980,14864.378613273717
04/1980,16474.24887190878
05/1980,17451.78965479464
06/1980,19038.747604809752
07/1980,19567.6886816659
08/1980,21140.17643210369
09/1980,21496.819775324104
10/1980,24846.476533018606
11/1980,25122.307241393086
12/1980,26018.546665656548
01/1981,25543.778200242934
02/1981,26445.086697386472
03/1981,27012.84663860536
04/1981,28207.625035059347
05/1981,31232.58438873805
06/1981,32873.76914641077
07/1981,30516.391195577133
08/1981,29624.977788323446
09/1981,24125.064442627285
10/1981,23204.70866877834
11/1981,26261.881752890848
12/1981,26164.584107951618
01/1982,24993.188741576552
02/1982,22993.013625902007
03/1982,21964.55794152995
04/1982,25112.124341249048
05/1982,24858.425750232105
06/1982,23544.885336603184
07/1982,22583.95689976782
08/1982,21643.68223342453
09/1982,21285.44980381552
10/1982,20640.634783168953
11/1982,20692.210073100003
12/1982,21269.411315777335
01/1983,23255.82016564163
02/1983,24200.37509872416
03/1983,23654.413834347284
04/1983,26263.162274047736
05/1983,26147.778969933617
06/1983,27092.77501287893
07/1983,29072.551298875653
08/1983,29837.82674531218
09/1983,28741.00767435248
10/1983,28710.280570657153
11/1983,30883.79509014511
12/1983,33021.76334943934
01/1984,35575.945752396576
02/1984,33277.84430456952
03/1984,32272.980383274084
04/1984,32816.495514831186
05/1984,29884.915367072703
06/1984,28941.04846605006
07/1984,29634.121907962286
08/1984,32383.007565933378
09/1984,33887.28200847701
10/1984,34606.05344314038
11/1984,34336.51842765777
12/1984,34920.822816535685
01/1985,38441.71170319177
02/1985,37917.769040944586
03/1985,38467.65178068087
04/1985,36391.97351945495
05/1985,37924.14341260374
06/1985,36770.25915469884
07/1985,38584.91773696416
08/1985,35955.71727486223
09/1985,37656.94066857006
10/1985,36833.43818005413
11/1985,34816.235469980704
12/1985,33642.39931523957
01/1986,34792.918318472766
02/1986,32617.918560351776
03/1986,32732.96318834239
04/1986,35804.171369186035
05/1986,35531.85874595774
06/1986,34211.34318171305
07/1986,31306.456522800196
08/1986,32508.51846561004
09/1986,34232.255237286
10/1986,38813.94327118979
11/1986,39356.931774817065
12/1986,41622.82267226135
01/1987,40252.00212872549
02/1987,44698.618566634075
03/1987,46082.79187156847
04/1987,46568.6760796831
05/1987,49251.7122896618
06/1987,52207.18388375491
07/1987,58631.84544710166
08/1987,62723.217395846
09/1987,63475.902425533415
10/1987,35562.88865894724
11/1987,34835.72699381393
12/1987,35680.87503813092
01/1988,35702.55342974389
02/1988,36575.844039810516
03/1988,40446.86015590642
04/1988,42156.6764068793
05/1988,45587.17457929167
06/1988,48110.01785584275
07/1988,52574.69249811856
08/1988,50845.916879094075
09/1988,49615.62111160025
10/1988,51571.76917507861
11/1988,49319.18466291536
12/1988,49628.667945166315
01/1989,56987.77164615519
02/1989,53227.19132256972
03/1989,54491.990449787394
04/1989,56616.77019264257
05/1989,56374.852680470474
06/1989,55038.52816966843
07/1989,57369.922940724246
08/1989,60775.47198088216
09/1989,63418.168543829495
10/1989,58967.59030150493
11/1989,58177.192388372896
12/1989,58245.77226188524
01/1990,56180.07871960448
02/1990,54721.770090943515
03/1990,54950.735557066524
04/1990,51441.18046498378
05/1990,55389.03846869754
06/1990,57520.16052064794
07/1990,58762.37863452327
08/1990,51878.575098075475
09/1990,47202.12490740281
10/1990,45243.13769110425
11/1990,43945.93638634344
12/1990,44456.86582377694
01/1991,47234.237899836466
02/1991,50873.34901002886
03/1991,56723.42250474597
04/1991,61751.23385925544
05/1991,62790.96165345906
06/1991,64868.39802929627
07/1991,68723.43580837788
08/1991,66357.78801894582
09/1991,65183.422498158216
10/1991,67519.13970623827
11/1991,64351.00832979503
12/1991,63769.737685514054
01/1992,65669.86211274506
02/1992,69227.97551483175
03/1992,70567.78916566436
04/1992,73231.8313082384
05/1992,76692.76663808065
06/1992,73732.81261367588
07/1992,68434.60347603455
08/1992,62890.97387644188
09/1992,63289.05113479502
10/1992,67971.31760128903
11/1992,71010.78635043505
12/1992,71526.91670830426
01/1993,73450.0566279066
02/1993,81053.51135444114
03/1993,82818.96658017568
04/1993,84080.72376181984
05/1993,87494.64043925761
06/1993,87293.51070025195
07/1993,94188.39029221005
08/1993,102056.44938323155
09/1993,99866.91601788293
10/1993,117353.70828837501
11/1993,116879.07457661664
12/1993,141056.0688873808
01/1994,139009.1452917805
02/1994,131700.16152484476
03/1994,115249.67868465348
04/1994,120921.25169675428
05/1994,122200.27444434949
06/1994,114859.32904563064
07/1994,117156.5976092012
08/1994,125143.5335846046
09/1994,120520.96798783945
10/1994,120093.25048775153
11/1994,112082.21605113844
12/1994,112582.91846961522
01/1995,100737.52475800048
02/1995,108916.59942489385
03/1995,105761.84478196503
04/1995,105087.56101177957
05/1995,113929.17703146115
06/1995,110815.10953294465
07/1995,114022.66144329107
08/1995,114339.5946889431
09/1995,117267.056165293
10/1995,113384.704840275
11/1995,114611.73106818189
12/1995,120978.90570541336
01/1996,130556.2493324796
02/1996,133270.30758021804
03/1996,134888.50473512078
04/1996,139756.59169585793
05/1996,140000.94417975817
06/1996,136297.8404533132
07/1996,127463.33057272146
08/1996,131962.50002076168
09/1996,136509.54918045012
10/1996,140659.47973672292
11/1996,146265.14532958588
12/1996,149792.09677046284
01/1997,152019.07135283513
02/1997,160894.0172133964
03/1997,155206.245227118
04/1997,152851.938274311
05/1997,161862.0958061979
