Data,FR0010261198
09/1990,49965.12445928828
10/1990,52579.322145964594
11/1990,52044.545443709656
12/1990,51887.32665250922
01/1991,53755.92309346569
02/1991,57475.71286528698
03/1991,58353.19248628716
04/1991,60805.623366228356
05/1991,63425.830133989584
06/1991,60254.76047745448
07/1991,64501.261852090334
08/1991,64219.31398772919
09/1991,64306.626109856385
10/1991,62858.38093437148
11/1991,59072.07850228427
12/1991,61653.10772974308
01/1992,62056.44368549307
02/1992,63660.89618812715
03/1992,63060.81943707393
04/1992,65927.16996019575
05/1992,68334.79923873636
06/1992,65128.01458688995
07/1992,59800.13879137159
08/1992,58089.71273037543
09/1992,58436.628412575876
10/1992,56608.303586176946
11/1992,60275.63946251087
12/1992,61605.96944367984
01/1993,62901.8216899962
02/1993,65193.54441452223
03/1993,68871.16452290674
04/1993,67980.78107140058
05/1993,68867.39301017654
06/1993,69827.35688612507
07/1993,73024.20277332109
08/1993,80023.87580548797
09/1993,76586.93364452226
10/1993,80698.11943794615
11/1993,81059.87450787508
12/1993,87090.19134388687
01/1994,92748.23000870852
02/1994,89100.18124716562
03/1994,84769.82348673126
04/1994,88518.33688404136
05/1994,82915.53699292315
06/1994,80695.43390571717
07/1994,82290.52163680733
08/1994,84980.94355300197
09/1994,80718.92188756185
10/1994,82608.64883230678
11/1994,80608.4907642151
12/1994,82707.88080896392
01/1995,80366.00627305848
02/1995,81270.50961426781
03/1995,81720.44788082366
04/1995,82703.3345492979
05/1995,85683.41215440132
06/1995,85751.68025873766
07/1995,89155.16013032608
08/1995,88285.05609494173
09/1995,92100.49886375207
10/1995,90220.31723531439
11/1995,91039.39343745985
12/1995,95392.94359637995
01/1996,97162.41445286546
02/1996,99480.69912550761
03/1996,100585.28464967804
04/1996,102155.94788508571
05/1996,104172.83196991106
06/1996,104481.40193449554
07/1996,101583.20191494524
08/1996,103628.20922103382
09/1996,106704.15882601461
10/1996,109498.77495109571
11/1996,113548.15069301386
12/1996,118285.80686350683
01/1997,121808.05018146995
02/1997,128769.34889336044
03/1997,134444.2868893798
04/1997,134475.39812635642
05/1997,139760.644653903
06/1997,148372.66515925387
07/1997,159616.519138222
08/1997,154755.8393087767
09/1997,165278.4466637069
10/1997,154264.13433632394
11/1997,153378.9692677222
12/1997,163242.08856784462
01/1998,173914.45329671723
02/1998,187062.27851644042
03/1998,201083.77506235693
04/1998,203553.66248897568
05/1998,204471.4464950629
06/1998,208170.27949187427
07/1998,212741.7233065889
08/1998,185179.90668278185
09/1998,169443.78838402568
10/1998,176211.30651198013
11/1998,190919.88729215082
12/1998,197956.367618167
01/1999,203067.6628701771
02/1999,204445.98078155768
03/1999,211944.67399868122
04/1999,221202.2344337168
05/1999,213371.88397658113
06/1999,219617.93057592548
07/1999,214025.76939459285
08/1999,218629.70850867548
09/1999,215027.33630408632
10/1999,227416.23185749355
11/1999,241736.43005819974
12/1999,267815.976065454
01/2000,255163.68021700621
02/2000,270545.1330480288
03/2000,281692.00827629707
04/2000,283068.8014957501
05/2000,274116.17953979014
06/2000,272530.2312012721
07/2000,277200.8263666193
08/2000,284246.4732653005
09/2000,275237.6895273927
10/2000,284386.64392733504
11/2000,264909.9657679232
12/2000,264217.1388501685
01/2001,264624.4275023481
02/2001,242512.86181948066
03/2001,234944.27112648488
04/2001,250343.81795312758
05/2001,249207.58791265963
06/2001,239734.90592997338
07/2001,232732.17269005423
08/2001,216649.54022700826
09/2001,195560.6081007454
10/2001,203723.22662847303
11/2001,215287.71255473938
12/2001,222887.1218174411
01/2002,215498.7555427039
02/2002,215068.85283913038
03/2002,224782.07097086046
04/2002,215986.85454428647
05/2002,206586.72650442072
06/2002,187616.79757739484
07/2002,169974.36878559933
08/2002,169043.70372703596
09/2002,146368.76494245924
10/2002,160420.41785559917
11/2002,167196.08849232012
12/2002,152494.05625377715
01/2003,140828.98768638365
02/2003,136633.27191393732
03/2003,133170.3878472404
04/2003,147899.3403972481
05/2003,148256.0176341462
06/2003,154828.81618836249
07/2003,159463.2765380137
08/2003,164824.18024316308
09/2003,157678.5852641891
10/2003,168628.12049712602
11/2003,170317.3083117757
12/2003,174988.21483849979
01/2004,180514.22609073843
02/2004,185255.0393594885
03/2004,182291.65493532855
04/2004,184933.22592113176
05/2004,184030.88776345566
06/2004,187113.83523789485
07/2004,183678.88764611795
08/2004,182658.81655102997
09/2004,185383.84624234217
10/2004,187090.49908307922
11/2004,192348.21416471247
12/2004,195655.06797416997
01/2005,200620.72231683542
02/2005,207087.34316409388
03/2005,206391.95177167945
04/2005,201226.32838057834
05/2005,212150.3324306457
06/2005,219279.18013847098
07/2005,227201.23737370284
08/2005,228556.53830885503
09/2005,237087.30005998074
10/2005,229934.9808340451
11/2005,238810.4710361017
12/2005,246576.24920000424
01/2006,255676.70128814864
02/2006,261072.45626817358
03/2006,266028.4385192986
04/2006,269904.2881898716
05/2006,255643.7289185286
06/2006,259549.1233340953
07/2006,262337.4329780928
08/2006,268793.56827484217
09/2006,275128.7995812041
10/2006,286057.4813748518
11/2006,284857.6569732646
12/2006,294615.00240332267
01/2007,301235.7053002598
02/2007,294250.08039571246
03/2007,302403.1257132325
04/2007,315082.92871876276
05/2007,324180.26409682434
06/2007,322800.87907276733
07/2007,311203.9597805415
08/2007,307747.8863624059
09/2007,312455.2066997054
10/2007,320884.76360767253
11/2007,303939.41177960945
12/2007,299363.0295439842
01/2008,265378.2646228148
02/2008,264304.1912431324
03/2008,254522.6831303974
04/2008,270644.49476418836
05/2008,272345.92875334737
06/2008,244548.37612107754
07/2008,239796.92889878634
08/2008,243998.94231890098
09/2008,213399.976322448
10/2008,188386.93404150417
11/2008,175842.71500627077
12/2008,169212.4723857595
01/2009,163393.4537819206
02/2009,148755.98735682666
03/2009,151097.55807190287
04/2009,172561.61878474065
05/2009,182162.21971842562
06/2009,178102.1700066054
07/2009,196715.05028237664
08/2009,207116.8772246707
09/2009,211194.28653846637
10/2009,206483.14730675967
11/2009,209280.22226482158
12/2009,221494.04923561495
01/2010,214926.76228982577
02/2010,216752.8712977193
03/2010,232313.20718009892
04/2010,228763.35489811626
05/2010,217319.78825251613
06/2010,216291.74534847957
07/2010,227401.79981243063
08/2010,224998.4223073794
09/2010,231965.99130190868
10/2010,238317.41571200432
11/2010,234727.0996099529
12/2010,247447.7899781857
01/2011,250950.29743259196
02/2011,256476.7166199996
03/2011,247607.3935027627
04/2011,255616.98633929767
05/2011,255290.0369635725
06/2011,249167.42096591802
07/2011,243927.19784955066
08/2011,216551.937416781
09/2011,206257.36138994884
10/2011,222953.707317428
11/2011,222096.62607571785
12/2011,226713.87556000566
01/2012,233022.9727745895
02/2012,242811.54112569208
03/2012,242904.76599617326
04/2012,239838.91490528977
05/2012,224152.79849898414
06/2012,238290.86120231627
07/2012,246925.75024028245
08/2012,251081.3597890585
09/2012,252064.68976628353
10/2012,254435.81473519598
11/2012,261130.87955168745
12/2012,264191.8434493061
01/2013,272233.28543785634
02/2013,273135.9880940851
03/2013,279410.51618475484
04/2013,285518.73047299986
05/2013,287438.7893195217
06/2013,271957.9124198883
07/2013,287640.12897382554
08/2013,284768.5011618963
09/2013,299079.60390716605
10/2013,308720.653645926
11/2013,312994.2160714586
12/2013,315757.21388466447
01/2014,309664.84430911543
02/2014,325070.04571057344
03/2014,322266.25756182836
04/2014,328759.2751383999
05/2014,337555.1693243608
06/2014,335878.46092393214
07/2014,329851.53905656614
08/2014,335964.3592493845
09/2014,338827.33445790946
10/2014,331377.9436785828
11/2014,341234.64210944896
12/2014,335672.72435889667
01/2015,360412.857336875
02/2015,385181.1644980895
03/2015,391630.9935423467
04/2015,391936.7849914506
05/2015,397520.4500925254
06/2015,377682.47995802003
07/2015,397284.5118937322
08/2015,360751.7752769477
09/2015,344204.6119982807
10/2015,375006.5537071409
11/2015,383296.41257161915
12/2015,362787.8755223708
01/2016,337774.8015587624
02/2016,332628.2482551621
03/2016,338006.37044485693
04/2016,345646.6371180973
05/2016,351213.7536204413
06/2016,337089.60040635016
07/2016,350784.7778655502
08/2016,351146.2693350947
09/2016,353211.81323360815
10/2016,348346.1616594564
11/2016,350661.924535274
12/2016,372257.4692248171
01/2017,372351.33437755005
02/2017,382339.5715745444
03/2017,394117.0264441991
04/2017,399028.45573347615
05/2017,407444.880241274
06/2017,396165.0824680185
07/2017,396950.29481381085
08/2017,393806.84140176425
09/2017,407374.0013104509
10/2017,415112.94943270285
11/2017,408531.25995539024
12/2017,409626.5690791567
01/2018,415597.6625855205
02/2018,398865.1969830225
03/2018,390560.46174112445
04/2018,409327.67241653946
05/2018,408662.64425976103
06/2018,407266.3304321019
07/2018,417941.2541584422
08/2018,409144.8131162593
09/2018,413177.09892287356
10/2018,390258.5232812644
11/2018,385146.038017219
12/2018,364357.56383579824
01/2019,387001.1551001733
02/2019,402441.5377362019
03/2019,411335.8148889542
04/2019,426602.923257658
05/2019,405564.0596617441
06/2019,424013.5306912813
07/2019,424250.24132348795
08/2019,417800.7621132722
09/2019,434878.0281558558
10/2019,438082.8729927666
11/2019,451500.8062520084
12/2019,458519.6808501666
01/2020,454255.5133281253
02/2020,414837.41000547673
03/2020,355518.97327218135
04/2020,379301.2084042676
05/2020,387236.5641829014
06/2020,400671.52798547695
07/2020,393158.45062933717
08/2020,406098.54574178567
09/2020,400261.32430041186
10/2020,377927.47567629145
11/2020,431737.1046220329
12/2020,441249.94104768574
01/2021,439605.22765716637
02/2021,450818.3220750196
03/2021,480347.6831529251
04/2021,487237.7718799281
05/2021,502495.0690832633
06/2021,508775.7968262124
07/2021,517770.2402619769
08/2021,528018.7383168201
09/2021,513752.03231727553
10/2021,533743.6476135439
11/2021,518667.0520952846
12/2021,554618.755154233
01/2022,537189.8856314045
02/2022,519903.01787098445
03/2022,523840.52731149393
04/2022,519882.7288882909
05/2022,515205.21645055444
06/2022,478409.32913437166
07/2022,511293.85134097486
08/2022,488827.74287062394
09/2022,457753.6422454903
10/2022,482252.14106719836
11/2022,512979.1187624711
12/2022,498987.083575666
01/2023,533809.0593007868
02/2023,541078.307502357
03/2023,540752.5156013478
04/2023,557662.5025680797
05/2023,539472.6468267095
06/2023,555676.0154076021
07/2023,564442.6714554521
08/2023,549664.2413943048
09/2023,541359.7999041486
10/2023,519804.44629711716
11/2023,554696.5943539825
12/2023,576018.9692325796
01/2024,586533.4201650397
02/2024,596147.1799478466
03/2024,619165.2614247306
04/2024,612581.4979549556
