Data,LU0274210672
12/1978,10000
01/1979,10605.736014100143
02/1979,10291.510425177894
03/1979,10876.18885729687
04/1979,10999.922382598814
05/1979,10908.33062520901
06/1979,11197.826095082128
07/1979,10917.644490708171
08/1979,11494.108840798723
09/1979,11351.84905360975
10/1979,10669.843169295564
11/1979,11067.221634344669
12/1979,10994.977775416777
01/1980,11542.231924853575
02/1980,11530.953036154506
03/1980,11068.05495749685
04/1980,11686.16075194091
05/1980,11717.522659936974
06/1980,11919.637824321628
07/1980,12552.282173002512
08/1980,12888.536320219424
09/1980,13180.57990804355
10/1980,13852.137411993743
11/1980,15831.723770010953
12/1980,15760.720791992891
01/1981,15219.188484858329
02/1981,16598.569221193793
03/1981,17161.597491062825
04/1981,17289.228973412497
05/1981,18291.859093224528
06/1981,18952.008121919356
07/1981,19670.85809332791
08/1981,19048.880755303184
09/1981,17326.740949183295
10/1981,17646.223026546224
11/1981,18218.92963648505
12/1981,17978.182714262457
01/1982,18043.62650417704
02/1982,17679.601185401607
03/1982,17902.290104334257
04/1982,18973.795824176093
05/1982,17715.766544397313
06/1982,18506.578372020962
07/1982,18563.876721940644
08/1982,20974.08780100056
09/1982,21447.952024815164
10/1982,24118.30449417027
11/1982,25472.561797723454
12/1982,24861.960091598678
01/1983,25673.085679281572
02/1983,26698.998318721522
03/1983,27762.9651718914
04/1983,30375.300246273713
05/1983,30092.21423431029
06/1983,32216.18592518371
07/1983,31594.904349381603
08/1983,33286.0938929993
09/1983,33740.246303355976
10/1983,32810.80558578248
11/1983,34413.23493216321
12/1983,35092.79977791583
01/1984,35481.47626333549
02/1984,32967.59539307659
03/1984,32382.00106458181
04/1984,33297.92943535964
05/1984,32600.01832268315
06/1984,33288.9228759163
07/1984,34279.35086266301
08/1984,38432.98337690736
09/1984,40312.7707492033
10/1984,41255.9227497568
11/1984,39784.89843161318
12/1984,42400.158222137325
01/1985,46924.66229180005
02/1985,49250.266765415276
03/1985,49494.96412748167
04/1985,45968.11030949648
05/1985,49155.54420083575
06/1985,49006.42276995295
07/1985,46475.39875501635
08/1985,44471.946992317535
09/1985,43762.42194333086
10/1985,42936.89318391075
11/1985,45031.99190016816
12/1985,46234.50314395342
01/1986,45561.31653722489
02/1986,47080.98779487658
03/1986,48334.17471457956
04/1986,47908.10731598749
05/1986,49387.520323336495
06/1986,50228.48342590159
07/1986,46149.512424918525
08/1986,48069.48766326863
09/1986,43633.49582073731
10/1986,45593.75598083912
11/1986,47139.0279784066
12/1986,45292.76751036627
01/1987,48224.92968632032
02/1987,49069.89363366763
03/1987,50304.858733875546
04/1987,49194.59513375076
05/1987,48867.76162538724
06/1987,52314.49465063654
07/1987,55588.20271683018
08/1987,58220.68690935352
09/1987,55486.74571765921
10/1987,43386.19628805871
11/1987,37312.77658541211
12/1987,38721.9994981323
01/1988,40799.85326852886
02/1988,43731.08061107912
03/1988,41688.186950073934
04/1988,41813.07786206544
05/1988,42581.13889205838
06/1988,46211.862801383366
07/1988,48382.348115582434
08/1988,47799.02811323739
09/1988,49470.62986405445
10/1988,49716.57144505959
11/1988,47001.65757317168
12/1988,47812.25864848936
01/1989,53479.764901491355
02/1989,52508.201526510806
03/1989,54038.77926015468
04/1989,57279.29497526994
05/1989,62033.03122230612
06/1989,62902.60447864352
07/1989,65661.17692793818
08/1989,67671.7882941333
09/1989,68549.00196755513
10/1989,64459.656184244996
11/1989,64836.84146627779
12/1989,63557.2860857173
01/1990,57679.66119316879
02/1990,57751.01181892028
03/1990,60142.92656320188
04/1990,58152.71772784963
05/1990,62481.74799804121
06/1990,62660.601040986556
07/1990,60665.8012625221
08/1990,52680.581679558716
09/1990,50312.07331499504
10/1990,48679.73534767419
11/1990,50843.54982315697
12/1990,52866.47514159467
01/1991,55517.23400653459
02/1991,58357.534676599396
03/1991,65057.15159127856
04/1991,68781.62064102445
05/1991,72585.50821822837
06/1991,71829.2743173336
07/1991,75276.87430193259
08/1991,75390.610344902
09/1991,72051.25733582812
10/1991,73182.75459829987
11/1991,67584.01413673702
12/1991,72897.85904952294
01/1992,72172.13608772543
02/1992,74594.59201824668
03/1992,75160.29411911734
04/1992,76645.3991122997
05/1992,75470.82871746604
06/1992,72175.18191793567
07/1992,71593.01971206498
08/1992,68099.0375343629
09/1992,70414.63123749678
10/1992,73775.9603100136
11/1992,81206.05834949299
12/1992,82031.20903529787
01/1993,84350.76346980233
02/1993,87570.70731532421
03/1993,89794.8719776788
04/1993,84806.43663210527
05/1993,87171.74268957764
06/1993,89976.05993942343
07/1993,93672.15525280104
08/1993,97777.34624619673
09/1993,92945.77114921734
10/1993,95672.05333804655
11/1993,97559.6821591635
12/1993,98679.82784363157
01/1994,103637.99506982867
02/1994,100321.47650559239
03/1994,93978.95720055078
04/1994,95578.82795556216
05/1994,95067.31730294162
06/1994,90883.6160171385
07/1994,91049.00156859931
08/1994,94734.38278544697
09/1994,91728.93887329356
10/1994,92037.22440332257
11/1994,90212.03630940244
12/1994,93405.7097205498
01/1995,94017.89191788173
02/1995,96653.87235065928
03/1995,95385.55883112221
04/1995,96496.29946140618
05/1995,101812.78502113196
06/1995,103445.11654201451
07/1995,105713.51944230143
08/1995,108920.2446602521
09/1995,115264.14021029316
10/1995,113413.73181554377
11/1995,118652.73878072758
12/1995,122349.94289110016
01/1996,128249.91485450488
02/1996,130325.54169584639
03/1996,131557.0914601528
04/1996,134636.6813121667
