Data,LU0290355717
12/1998,10000
01/1999,10136.310000000001
02/1999,9994.17033352696
03/1999,10053.965794187523
04/1999,10159.579036328962
05/1999,10075.520329920166
06/1999,9902.458138198763
07/1999,9805.35237729131
08/1999,9786.142495674376
09/1999,9755.558682500056
10/1999,9740.43493176611
11/1999,9793.469342300825
12/1999,9741.175559953193
01/2000,9706.827753392947
02/2000,9766.255554109215
03/2000,9916.788527186032
04/2000,9914.161533831915
05/2000,9941.824371550154
06/2000,9973.242143844056
07/2000,10014.38000416031
08/2000,10013.587115566865
09/2000,10083.267881182834
10/2000,10128.824468782925
11/2000,10270.60468803396
12/2000,10420.296699263303
01/2001,10482.802782787465
02/2001,10531.974730837737
03/2001,10622.71915530673
04/2001,10486.017935087102
05/2001,10510.596567524612
06/2001,10592.072609837327
07/2001,10751.3464027028
08/2001,10857.396511050814
09/2001,10934.983748591172
10/2001,11207.876321793616
11/2001,11147.306489180592
12/2001,11035.86408651794
01/2002,11064.897814263803
02/2002,11076.036813263887
03/2002,10961.330403669592
04/2002,11079.796003999747
05/2002,11096.321485277009
06/2002,11285.507759139153
07/2002,11449.966501238749
08/2002,11602.18976597655
09/2002,11648.168801968799
10/2002,11759.319750953453
11/2002,11821.573672330283
12/2002,12050.40380196794
01/2003,12192.864490749078
02/2003,12325.042289543475
03/2003,12283.103870751569
04/2003,12293.880065246536
05/2003,12570.35760078229
06/2003,12559.934886028297
07/2003,12360.926433499952
08/2003,12387.299465808006
09/2003,12575.781310420009
10/2003,12409.005837934828
11/2003,12370.26430926844
12/2003,12525.134392414544
01/2004,12599.816907098126
02/2004,12770.577875390503
03/2004,12888.812952276185
04/2004,12754.6852915395
05/2004,12720.362825125792
06/2004,12760.969815318485
07/2004,12870.547153798218
08/2004,13046.609757266695
09/2004,13099.594555656977
10/2004,13221.709351723906
11/2004,13370.45023125949
12/2004,13459.890061357404
01/2005,13632.577713637802
02/2005,13550.794568642588
03/2005,13624.364195684395
04/2005,13826.1821342613
05/2005,13978.9752474303
06/2005,14133.503088088413
07/2005,14064.115963828102
08/2005,14205.493660922742
09/2005,14195.351685048567
10/2005,14039.389507447186
11/2005,14024.608230759653
12/2005,14160.218477825369
01/2006,14060.488135364263
02/2006,14079.618360581862
03/2006,13877.6832167077
04/2006,13761.228132031058
05/2006,13801.683197991024
06/2006,13761.832938343196
07/2006,13911.832374334757
08/2006,14072.818646323332
09/2006,14158.620576568977
10/2006,14195.243523357589
11/2006,14269.365452034168
12/2006,14079.460544035224
01/2007,14034.37180635522
02/2007,14177.654478009099
03/2007,14109.369118047902
04/2007,14090.00384980783
05/2007,13932.909674955046
06/2007,13847.359318660025
07/2007,14042.786701964498
08/2007,14175.405899592903
09/2007,14175.59835735131
10/2007,14279.6529776188
11/2007,14376.960797406704
12/2007,14322.490479767612
01/2008,14661.57277796096
02/2008,14735.770775368857
03/2008,14644.433448728549
04/2008,14552.359368133462
05/2008,14365.500262993784
06/2008,14207.538863320911
07/2008,14478.806413188397
08/2008,14670.70107963046
09/2008,14747.137869674238
10/2008,14879.582723981777
11/2008,15433.738900189981
12/2008,15607.989147870825
01/2009,15439.879901972252
02/2009,15560.11487749271
03/2009,15740.813474831859
04/2009,15830.62909951962
05/2009,15643.235746183242
06/2009,15837.53101947926
07/2009,16109.035852146522
08/2009,16187.745414231491
09/2009,16288.795819416353
10/2009,16303.843078923364
11/2009,16404.449884001886
12/2009,16261.64429261313
01/2010,16334.500311293257
02/2010,16531.032034615782
03/2010,16631.667490045867
04/2010,16511.00885459027
05/2010,16768.825849394572
06/2010,16642.074634369823
07/2010,16792.65799700365
08/2010,17237.131434274455
09/2010,17028.477997601545
10/2010,16940.166037678984
11/2010,16501.133630445816
12/2010,16425.169143725318
01/2011,16342.838988451118
02/2011,16338.871220162264
03/2011,16233.01436863826
04/2011,16320.225803986823
05/2011,16481.928574511017
06/2011,16416.103024831405
07/2011,16411.89174355163
08/2011,16890.109463980105
09/2011,17033.968020935838
10/2011,16712.43445962255
11/2011,16288.506814717424
12/2011,16955.385786952662
01/2012,17267.656735144203
02/2012,17570.34773009836
03/2012,17585.790861487327
04/2012,17547.602508407617
05/2012,17761.734497839338
06/2012,17606.180163459532
07/2012,17900.48532208519
08/2012,18031.249918940543
09/2012,18257.990393128955
10/2012,18392.067007757363
11/2012,18651.961033349096
12/2012,18785.357235181717
01/2013,18693.178234255334
02/2013,18730.26309598255
03/2013,18852.07526545369
04/2013,19325.409912313833
05/2013,19080.14167930278
06/2013,18797.509890393496
07/2013,18931.229242636226
08/2013,18834.844489221978
09/2013,18969.200235992805
10/2013,19232.311534106844
11/2013,19296.19167933378
12/2013,19175.515705770118
01/2014,19594.270480484844
02/2014,19721.925222272264
03/2014,19900.050138683313
04/2014,20086.741919555312
05/2014,20280.68772610765
06/2014,20495.380353438537
07/2014,20679.611746087572
08/2014,21064.05930799819
09/2014,21078.6191225133
10/2014,21130.115385187994
11/2014,21415.71407034801
12/2014,21645.229432762022
01/2015,22132.14901031481
02/2015,22299.77900943927
03/2015,22564.463509824436
04/2015,22243.30463193404
05/2015,21905.304238919813
06/2015,21336.179633711512
07/2015,21827.296846695215
08/2015,21593.09541682196
09/2015,21879.203540933402
10/2015,22100.286408348362
11/2015,22197.994879204467
12/2015,21966.387688335835
01/2016,22397.256233343014
02/2016,22609.731107866657
03/2016,22713.758835106346
04/2016,22454.56247845668
05/2016,22681.644004247286
06/2016,23195.555135803344
07/2016,23381.688262539104
08/2016,23300.37215308797
09/2016,23342.553531999998
10/2016,22844.083164073174
11/2016,22489.301457127945
12/2016,22652.60274916854
01/2017,22164.20904017207
02/2017,22420.715817574863
03/2017,22303.96910297779
04/2017,22400.942672048164
05/2017,22522.741424856926
06/2017,22395.011930683322
07/2017,22445.02203128201
08/2017,22631.92360511935
09/2017,22520.56500963217
10/2017,22743.717923539552
11/2017,22835.620235552917
12/2017,22633.87893611929
01/2018,22548.857262374666
02/2018,22591.83361550585
03/2018,22941.80645957524
04/2018,22859.789051613578
05/2018,22564.505037202875
06/2018,22741.392314784516
07/2018,22661.819052513
08/2018,22529.823182470875
09/2018,22499.818132527154
10/2018,22484.38385342565
11/2018,22614.571042498475
12/2018,22818.49602951598
01/2019,23066.044465060888
02/2019,22975.822911641866
03/2019,23391.151857588786
04/2019,23378.52611712895
05/2019,23631.70051899593
06/2019,24172.88479281083
07/2019,24568.461202265702
08/2019,25177.27438122063
09/2019,25075.229313543703
10/2019,24791.919333942373
11/2019,24559.086027395024
12/2019,24317.587823131034
01/2020,24926.049257096285
02/2020,25034.366235528098
03/2020,24398.571544346363
04/2020,24493.364005360992
05/2020,24554.23091572614
06/2020,24797.159138245905
07/2020,25050.67866669042
08/2020,24858.737717602104
09/2020,25204.15806858898
10/2020,25443.978846415223
11/2020,25466.93146792937
12/2020,25499.555681367183
01/2021,25342.51162817381
02/2021,24957.169489281234
03/2021,24896.972821625666
04/2021,24626.889780454654
05/2021,24471.966715327162
06/2021,24721.305700705656
07/2021,25171.70215593211
08/2021,25030.30275844537
09/2021,24721.702388641395
10/2021,24562.029473142735
11/2021,24991.92357924486
12/2021,24583.911680213623
01/2022,24311.269780752904
02/2022,23829.057821712267
03/2022,23275.486828287263
04/2022,22406.229756225846
05/2022,21965.00003563378
06/2022,21549.952009749442
07/2022,22423.892664962084
08/2022,21281.987980300906
09/2022,20449.244296588215
10/2022,20495.907616209297
11/2022,20982.584100517066
12/2022,20020.900781991837
01/2023,20496.900881670288
