Data,LU1681042435
12/1978,10000
01/1979,10167.688263058792
02/1979,10369.225095074673
03/1979,11064.711677900412
04/1979,11256.019813786575
05/1979,10756.56358653074
06/1979,10988.441701613607
07/1979,10836.071110724177
08/1979,11164.676360525975
09/1979,11693.393757350828
10/1979,10768.733765650013
11/1979,11240.128723531605
12/1979,10955.802188018628
01/1980,11457.924362089952
02/1980,11787.240678487842
03/1980,10496.3184810786
04/1980,11605.045311204261
05/1980,11575.995087871572
06/1980,12268.11049553434
07/1980,12341.180979382847
08/1980,12766.620265924306
09/1980,13204.640995625117
10/1980,14398.005917878472
11/1980,14923.71803169807
12/1980,14546.943527031919
01/1981,14021.103851510912
02/1981,14710.144834901694
03/1981,14866.144584064545
04/1981,14860.055656426515
05/1981,14560.652823383904
06/1981,14613.833760317413
07/1981,14862.222854802203
08/1981,15784.217793166781
09/1981,13669.40061809814
10/1981,13702.104473260648
11/1981,15126.79952087958
12/1981,14837.101459001948
01/1982,15298.933938417891
02/1982,15088.27822460161
03/1982,15265.4052385183
04/1982,15990.87107436185
05/1982,15524.987739004066
06/1982,15242.733440828233
07/1982,16130.435110883644
08/1982,16395.920062037123
09/1982,17240.006972903426
10/1982,17473.314454411826
11/1982,18228.136703441203
12/1982,18237.827198400006
01/1983,17740.556009241245
02/1983,18712.076267744582
03/1983,19588.235482803713
04/1983,21440.332023175597
05/1983,21355.65127314152
06/1983,22037.50454493425
07/1983,22175.156394887585
08/1983,22192.32083111877
09/1983,22628.673831505806
10/1983,22572.054410408902
11/1983,23748.92300825471
12/1983,24324.158409483658
01/1984,25248.97702576623
02/1984,25226.97138136867
03/1984,24927.605798036715
04/1984,24878.016814144718
05/1984,23687.184205614532
06/1984,23841.889394443875
07/1984,23250.88587990293
08/1984,25513.415532968753
09/1984,26216.218809115988
10/1984,26868.856863647517
11/1984,26027.06340100365
12/1984,27827.907783808707
01/1985,29676.919328937784
02/1985,29421.507799552106
03/1985,33127.84691588134
04/1985,31900.100267724225
05/1985,33872.24797020913
06/1985,33358.338797530734
07/1985,34901.73334530324
08/1985,35492.68486140869
09/1985,36503.390217078886
10/1985,38167.61504389153
11/1985,40404.47697322058
12/1985,40877.10573326823
01/1986,40951.63088920959
02/1986,43508.801239157576
03/1986,45688.125727046514
04/1986,51012.48284413971
05/1986,45949.02576014657
06/1986,47856.39440177074
07/1986,46698.250275013124
08/1986,50000.74383009757
09/1986,45956.97118877984
10/1986,45976.792837468856
11/1986,49358.48964839209
12/1986,49756.020632747495
01/1987,48254.748424224796
02/1987,49178.660539489734
03/1987,50885.17126667028
04/1987,51990.17700796365
05/1987,50733.74650914885
06/1987,53029.215641064264
07/1987,55492.1761189426
08/1987,56261.922188739125
09/1987,55153.15103944805
10/1987,43938.89220498251
11/1987,39202.31378268379
12/1987,40195.95130279903
01/1988,38727.99728004219
02/1988,42199.89370860555
03/1988,42373.67038559657
04/1988,42686.98491798047
05/1988,42273.744634925555
06/1988,43443.77579110761
07/1988,45536.71404485009
08/1988,44496.716802230585
09/1988,46852.66519953075
10/1988,49811.27748024523
11/1988,48249.31251753262
12/1988,48469.82381856549
01/1989,52135.84460420909
02/1989,52172.01868496573
03/1989,52667.404992733915
04/1989,54601.76140848518
05/1989,53915.70692120837
06/1989,57410.32748669866
07/1989,61392.59310879056
08/1989,61656.744007249144
09/1989,63638.730094087594
10/1989,57242.39138594066
11/1989,59577.30547850886
12/1989,62622.81330278706
01/1990,60448.53683255098
02/1990,57818.92946176369
03/1990,59884.93427160781
04/1990,57482.50662543996
05/1990,61810.61967612395
06/1990,64840.77609923944
07/1990,65652.41036350105
08/1990,56605.729103943326
09/1990,49871.255545745465
10/1990,53437.72739139445
11/1990,52553.13407350408
12/1990,52371.38360195103
01/1991,54485.50933144143
02/1991,58010.44722114195
03/1991,59051.826340947584
04/1991,61486.65161665985
05/1991,64054.54596164683
06/1991,61037.838001000324
07/1991,65132.756455058356
08/1991,64645.74003051618
09/1991,64923.646144779734
10/1991,64076.06920622528
11/1991,60930.4884934015
12/1991,64347.85050752528
01/1992,64785.18417492507
02/1992,66525.63444378902
03/1992,66058.5932276161
04/1992,68155.35736699839
05/1992,70847.90442038901
06/1992,68381.6439741325
07/1992,63178.76609075582
08/1992,61647.714337588804
09/1992,62010.27008700901
10/1992,60134.39580553408
11/1992,64244.88570559003
12/1992,65365.14624374992
01/1993,65493.944053816886
02/1993,67129.92042465469
03/1993,70314.40055489347
04/1993,69279.40569191931
05/1993,70088.54859742135
06/1993,70263.49016613566
07/1993,72347.99197799072
08/1993,79482.05610056194
09/1993,76177.70448146685
10/1993,80234.67264861483
11/1993,80641.40159659949
12/1993,85993.99781451236
01/1994,90850.23851449174
02/1994,87126.63845527187
03/1994,82857.22420298729
04/1994,86306.54454610254
05/1994,80552.5328163648
06/1994,78157.72511387903
07/1994,79579.61478478485
08/1994,82893.16576650261
09/1994,78678.90305059547
10/1994,80037.9320419408
11/1994,78350.69074457273
12/1994,80892.28782755505
01/1995,78501.07429117098
02/1995,80010.28476476739
03/1995,81038.68842830058
04/1995,82015.57743792477
05/1995,84653.64623864344
06/1995,85874.66928994999
07/1995,89237.36197127149
