Data,FR0010717090
06/1995,10000
07/1995,10351.599010798594
08/1995,10006.107292634546
09/1995,10336.171762399132
10/1995,10284.880120304
11/1995,10682.555220853154
12/1995,11379.584228078957
01/1996,11746.42885731405
02/1996,12061.947377140546
03/1996,12129.022626718048
04/1996,12475.89719486431
05/1996,12921.100633192173
06/1996,12991.575830215594
07/1996,12549.01246028343
08/1996,12656.68746433569
09/1996,13155.755393358995
10/1996,13594.159104814113
11/1996,14233.286169285044
12/1996,14938.56566157105
01/1997,15503.770376882892
02/1997,16276.433957159963
03/1997,17014.979627583387
04/1997,16829.0907127702
05/1997,17609.301229190118
06/1997,18517.964048431917
07/1997,20518.603733653687
08/1997,19513.46072168408
09/1997,21063.276081948516
10/1997,19612.670063704736
11/1997,19413.226649700704
12/1997,20951.252392603412
01/1998,21732.616299364807
02/1998,23187.175538055824
03/1998,25396.605983634818
04/1998,26056.59022595121
05/1998,26660.59759392882
06/1998,27321.857356564626
07/1998,27565.58997742673
08/1998,23741.739393013275
09/1998,21905.99440308671
10/1998,22634.61892652309
11/1998,24193.111056271486
12/1998,25017.533785559175
01/1999,25118.329014973086
02/1999,25292.03838149425
03/1999,26849.544573166964
04/1999,28768.834261885055
05/1999,28029.624015303078
06/1999,28950.484692294627
07/1999,28167.724029771245
08/1999,28930.07831100265
09/1999,28107.1843191558
10/1999,29473.7976006495
11/1999,29832.15990655658
12/1999,32552.913409550794
01/2000,29297.015906730827
02/2000,30829.29173320308
03/2000,31863.13105884878
04/2000,32249.36449726637
05/2000,32174.30999769712
06/2000,32383.27152104239
07/2000,33452.173332641105
08/2000,34490.951716091164
09/2000,34124.3977821482
10/2000,35403.46842881933
11/2000,34399.460944301834
12/2000,34778.137742827974
01/2001,35170.01380468878
02/2001,33886.92278380504
03/2001,33079.01133747961
04/2001,34796.11266734341
05/2001,35308.38235954936
06/2001,34608.49701855665
07/2001,34045.02187307892
08/2001,31994.293517312686
09/2001,28274.532798955166
10/2001,28976.181686033662
11/2001,30151.2682757484
12/2001,31299.57485170471
01/2002,31018.53931222166
02/2002,31196.046537925624
03/2002,33085.43458046436
04/2002,32193.351480038844
05/2002,31493.48690126349
06/2002,29161.25228987188
07/2002,25331.939220296117
08/2002,25674.83232062918
09/2002,21324.08608523361
10/2002,23261.13878842732
11/2002,24416.61970305106
12/2002,22756.77724543906
01/2003,21317.563452052313
02/2003,20353.807477725986
03/2003,19280.88979266278
04/2003,21539.39273246226
05/2003,22119.406365016537
06/2003,23440.885231539578
07/2003,24101.44032626053
08/2003,24851.834178488134
09/2003,23127.74055914647
10/2003,24536.30157890162
11/2003,24978.392956938445
12/2003,26356.53688112047
01/2004,26573.371153373817
02/2004,27258.488610534096
03/2004,27017.925350465313
04/2004,27812.447765705405
05/2004,27817.61570389148
06/2004,28519.481170577234
07/2004,28408.034428385607
08/2004,28652.034191921644
09/2004,29129.905382537392
10/2004,29929.626617331913
11/2004,30437.439389158793
12/2004,31074.117976863196
01/2005,31956.93605941053
02/2005,33155.00987275505
03/2005,33063.86536688287
04/2005,31746.062864158208
05/2005,33501.95711296439
06/2005,35479.41907385338
07/2005,36861.669381545
08/2005,36938.700307949264
09/2005,38564.17260235095
10/2005,36889.34388394045
11/2005,38864.19408133633
12/2005,40162.00311854586
01/2006,42221.810654475965
02/2006,43548.43511906272
03/2006,43873.65510460887
04/2006,44099.37510140511
05/2006,42324.34035926421
06/2006,43078.776190648576
07/2006,43804.32306859304
08/2006,45355.276990316976
09/2006,46724.40207010963
10/2006,48515.94771045419
11/2006,48123.64823801056
12/2006,49588.53659661069
01/2007,50429.062170815894
02/2007,49293.03143157301
03/2007,50201.4580701692
04/2007,53002.910455343874
05/2007,54302.710446714016
06/2007,53600.184054788595
