Data,FR0010717090
07/2007,51728.834207834916
08/2007,50494.780659035394
09/2007,51335.33741741545
10/2007,52291.51159999111
11/2007,50150.4584227053
12/2007,49610.547618357596
01/2008,43180.44977593782
02/2008,42617.08006693898
03/2008,41543.81436140119
04/2008,45024.291146972886
05/2008,45094.76664365132
06/2008,39101.96708864635
07/2008,38817.50296302497
08/2008,39168.6307563466
09/2008,33787.28813631071
10/2008,28399.1949065502
11/2008,26709.018164285826
12/2008,26614.32245302065
01/2009,24297.45978990597
02/2009,21294.153436294673
03/2009,21798.188444583753
04/2009,26257.276523088138
05/2009,27819.281897934412
06/2009,27270.48010976328
07/2009,30278.46881580596
08/2009,32392.962793038663
09/2009,33098.17356105004
10/2009,32188.951549714817
11/2009,32921.43731798588
12/2009,34622.88404275149
01/2010,32456.843459705866
02/2010,32311.892887088306
03/2010,33897.80142512453
04/2010,32818.8061516452
05/2010,30693.38048251054
06/2010,30242.80797734894
07/2010,32304.617146507324
08/2010,31556.58724660099
09/2010,32408.097816478115
10/2010,34211.58158900768
11/2010,31707.17381127224
12/2010,33457.247864023535
01/2011,35804.18346052707
02/2011,35746.61512933492
03/2011,34441.667454350274
04/2011,35396.11833030735
05/2011,34112.51449160079
06/2011,33669.888056913325
07/2011,31871.797306691024
08/2011,28529.23850117323
09/2011,28060.789724611088
10/2011,29763.729349905323
11/2011,29251.58539286293
12/2011,29276.269362170082
01/2012,29301.03474916356
02/2012,30028.914725029706
03/2012,29441.02505151964
04/2012,27476.95217667647
05/2012,25478.008014931445
06/2012,28392.79720111573
07/2012,28136.341670536807
08/2012,30108.17533812093
09/2012,30077.30084851138
10/2012,30217.482213803407
11/2012,30618.52347700444
12/2012,31430.881187193787
01/2013,32428.09415453321
02/2013,31574.188383957666
03/2013,31414.33660043262
04/2013,33306.60754722961
05/2013,33605.34246129085
06/2013,32464.884992914
07/2013,34788.315716236015
08/2013,34204.3631001507
09/2013,36583.97014082531
10/2013,38287.34536614283
11/2013,38776.91289568517
12/2013,39592.94383561748
01/2014,38744.21716569497
02/2014,41136.68529883019
03/2014,41677.662568675536
04/2014,42410.81207161899
05/2014,44084.65541807579
06/2014,44474.15953631979
07/2014,43191.66259967795
08/2014,43451.35021384324
09/2014,43694.91827041027
10/2014,43185.37642023683
11/2014,44880.76339475436
12/2014,43591.11938648219
01/2015,47289.83916482673
02/2015,49734.12836065329
03/2015,50844.5098698147
04/2015,50688.67926419182
05/2015,50052.514970985336
06/2015,47966.25835750383
07/2015,50387.31293337097
08/2015,46966.90494107434
09/2015,46026.89181962104
10/2015,50171.02458583924
11/2015,51459.50301888363
12/2015,49538.7431617139
01/2016,46565.18799754224
02/2016,45559.74983314321
03/2016,47238.14010123994
04/2016,48399.38178358684
05/2016,48469.80572191773
06/2016,45270.882003033126
07/2016,47431.00900587137
08/2016,47257.381569175675
09/2016,47981.47886774709
10/2016,49003.57977221902
11/2016,47988.04794671661
12/2016,51482.78925878122
01/2017,50152.21375028572
02/2017,51402.074619464904
03/2017,54280.62085324342
04/2017,54395.58348175871
05/2017,56300.01836341354
06/2017,54416.301714070825
07/2017,54640.239348915944
08/2017,54740.576396022494
09/2017,55869.99460822822
10/2017,57563.06273625326
11/2017,56815.938386000606
12/2017,55319.94788946738
01/2018,56559.864584633906
02/2018,55501.8508338835
03/2018,54891.86861525611
04/2018,58114.28955449724
05/2018,56076.098046861924
06/2018,56308.46057611787
07/2018,58498.48783437719
08/2018,57416.697304664776
09/2018,58173.439328101864
10/2018,55212.88741135813
11/2018,54820.004384419044
12/2018,52635.78212126321
01/2019,55742.72560269128
02/2019,57488.70235299764
03/2019,57917.71920300652
04/2019,60460.407692375535
05/2019,57221.715605109785
06/2019,60449.668146720476
07/2019,59366.9118188217
08/2019,58829.98518535426
09/2019,62334.56153143893
10/2019,63565.52494830659
11/2019,64313.09843837149
12/2019,64927.906583727985
01/2020,63651.4244898528
02/2020,58407.351961257555
03/2020,48188.60103961692
04/2020,51663.87620648473
05/2020,53009.80034194417
06/2020,55498.836953855236
07/2020,54976.44412226855
08/2020,56168.234454002806
09/2020,55490.07069408711
10/2020,51884.07090960962
11/2020,60334.68245085587
12/2020,60529.84777664799
01/2021,60614.68971800772
02/2021,61168.31753074258
03/2021,66060.14564894448
04/2021,65334.302409479846
05/2021,66882.23246714703
06/2021,66639.29676849804
07/2021,67909.66273643672
08/2021,69585.4766935954
09/2021,66337.53711411051
10/2021,67445.63690360938
11/2021,65997.06396927059
12/2021,70755.84433353007
01/2022,70607.69491764122
02/2022,67230.43358554768
03/2022,66427.10522312566
04/2022,67077.20040668617
05/2022,67070.43248283374
06/2022,61324.83919174248
07/2022,62775.974688472226
08/2022,61325.945873088705
09/2022,57478.38357705245
10/2022,62444.72856291871
11/2022,66570.48977005159
12/2022,65562.0578008297
01/2023,69849.08948261074
02/2023,70952.67227036944
03/2023,71576.4988241693
04/2023,73828.08526343088
05/2023,70592.2562675667
06/2023,73719.89225397052
07/2023,75058.84294857999
08/2023,73714.35597857683
09/2023,73227.4433325238
10/2023,70425.66882502391
11/2023,74109.68274456511
12/2023,76107.28376687039
01/2024,77032.88105196528
02/2024,78706.9002205945
03/2024,81535.47820038906
04/2024,80187.49046109965
