Data,LU1390062245
04/2016,10000
05/2016,9965.323420047678
06/2016,9886.27572057893
07/2016,9890.856849065134
08/2016,9919.109304656124
09/2016,9956.268392653881
10/2016,9980.912791678666
11/2016,10019.763364354245
12/2016,10105.797852647898
01/2017,10165.674684858946
02/2017,10103.79067561474
03/2017,10037.827446364947
04/2017,10051.023338244966
05/2017,10030.144001539327
06/2017,10025.799325290805
07/2017,10049.50960276327
08/2017,10028.288098431214
09/2017,10041.609572418378
10/2017,10034.624939687874
11/2017,10059.878068898688
12/2017,10077.59131419692
01/2018,10061.445002723225
02/2018,10061.621618843192
03/2018,10028.52815800195
04/2018,10047.238731228623
05/2018,10056.427209480884
06/2018,10068.932018955897
07/2018,10060.408707217743
08/2018,10045.764032294299
09/2018,10041.34820221829
10/2018,9999.356716088994
11/2018,9890.50465304636
12/2018,9807.74780478327
01/2019,9785.382262924866
02/2019,9762.127352859416
03/2019,9699.344693572937
04/2019,9731.657771089123
05/2019,9659.406059887544
06/2019,9644.721560405402
07/2019,9687.09815257184
08/2019,9589.416435089512
09/2019,9572.693586032958
10/2019,9595.371138039804
11/2019,9616.672615405621
12/2019,9661.025712110966
01/2020,9598.892115989618
02/2020,9525.41309633955
03/2020,9219.366979906403
04/2020,9265.576436603787
05/2020,9287.365073048939
06/2020,9331.664582099833
07/2020,9389.435500571144
08/2020,9403.821957545115
09/2020,9291.365589983847
10/2020,9269.164618386632
11/2020,9368.772970456179
12/2020,9394.422849665334
01/2021,9469.5066546305
02/2021,9487.995117731742
03/2021,9622.983702439087
04/2021,9667.978925199437
05/2021,9737.082867786337
06/2021,9727.335848020395
07/2021,9780.82600791298
08/2021,9818.639849220648
09/2021,9951.721335491333
10/2021,9998.427414970205
11/2021,9990.269494972748
12/2021,10094.307873707685
01/2022,10200.432660751276
02/2022,10395.280749132424
03/2022,10789.341470627727
04/2022,11091.150548511887
05/2022,10977.643945399777
06/2022,10844.906338072606
07/2022,10973.231511276834
08/2022,11106.09273078575
09/2022,10887.514863604772
10/2022,11137.160309601231
11/2022,11188.4935343695
12/2022,11190.802946219215
01/2023,11126.698185269577
02/2023,11393.053309975287
03/2023,11272.073298719339
04/2023,11293.084529503165
05/2023,11333.236672089492
06/2023,11378.658736969173
07/2023,11482.662298888235
08/2023,11468.778058083368
09/2023,11479.727845317257
10/2023,11507.447376698286
11/2023,11422.630452212677
12/2023,11339.403124194712
01/2024,11328.452563052286
02/2024,11420.185526440877
03/2024,11437.714764210286
04/2024,11558.150928692632
