Data,LU1920015440
05/2018,10000
06/2018,9895.016681609432
07/2018,10080.724511274639
08/2018,9930.641644044945
09/2018,10197.009989464432
10/2018,10207.523023099626
11/2018,10114.731760933075
12/2018,10177.757356799579
01/2019,10582.099678876955
02/2019,10759.539084725808
03/2019,11078.852321298002
04/2019,11121.67281222446
05/2019,11208.682596768198
06/2019,11430.525614075792
07/2019,11830.088315388166
08/2019,11894.846955823195
09/2019,12052.180138745121
10/2019,11774.566995890791
11/2019,11879.696339913467
12/2019,11937.126458320814
01/2020,12305.752196081117
02/2020,12144.642474119835
03/2020,10269.081438039668
04/2020,10591.84734085764
05/2020,11063.10004242055
06/2020,11348.168603217397
07/2020,11130.090226089636
08/2020,11106.958079939572
09/2020,11115.395973691997
10/2020,11153.932011739678
11/2020,11339.788516837925
12/2020,11286.450464841722
01/2021,11267.573611825219
02/2021,10960.374445223073
03/2021,11153.578983163898
04/2021,11096.594867275553
05/2021,11119.751350562361
06/2021,11518.374954280962
07/2021,11549.772775015483
08/2021,11723.184330794356
09/2021,11696.67345695763
10/2021,11650.7904473298
11/2021,11667.57309788913
12/2021,11902.107437509234
01/2022,11707.857429597729
02/2022,10823.744042509581
03/2022,10829.507542833713
04/2022,10722.992610928715
05/2022,10571.619967637032
06/2022,10091.74627091054
07/2022,10613.550307692749
08/2022,10735.203172229994
09/2022,10214.017717425446
10/2022,10131.20807799396
11/2022,10419.547236282044
12/2022,10179.932176330269
01/2023,10346.792851057638
02/2023,10287.064532686052
03/2023,10118.940088382285
04/2023,10077.232438122766
05/2023,10284.14627171889
06/2023,10313.76494077332
07/2023,10411.023488941619
08/2023,10342.598462911044
09/2023,10304.126531675334
10/2023,10118.802294156467
11/2023,10462.679237222028
12/2023,10890.355997278506
01/2024,10948.035181846519
02/2024,11046.206861095783
03/2024,11319.125581193284
04/2024,11172.930509253221
