Data,LU1291099718
05/2006,10000
06/2006,10155.291383299773
07/2006,10266.563343852145
08/2006,10517.738110918757
09/2006,10763.840865786437
10/2006,11190.201627406002
11/2006,11145.823252572956
12/2006,11525.47244035707
01/2007,11785.444969263766
02/2007,11510.524436770113
03/2007,11828.741075653967
04/2007,12326.059131522183
05/2007,12683.847109164259
06/2007,12632.882909853117
07/2007,12177.425018750566
08/2007,12039.160439866711
09/2007,12222.232012697847
10/2007,12552.276941062268
11/2007,11891.688593725323
12/2007,11710.0140550855
01/2008,10378.562673961922
02/2008,10337.611009249345
03/2008,9955.025366923719
04/2008,10589.118777158406
05/2008,10657.26251924158
06/2008,9566.988589163031
07/2008,9379.545749302632
08/2008,9542.746259783315
09/2008,8346.429634120137
10/2008,7368.384729868762
11/2008,6876.790369328593
12/2008,6618.906957279224
01/2009,6386.261722906268
02/2009,5813.72949738856
03/2009,5909.417849089787
04/2009,6748.9669836085595
05/2009,7126.489198412054
06/2009,6966.8651223765755
07/2009,7699.880209536283
08/2009,8108.505965859733
09/2009,8266.971836635139
10/2009,8084.662769236099
11/2009,8193.847883197765
12/2009,8670.522727353022
01/2010,8412.539246655515
02/2010,8483.271868332698
03/2010,9094.379743495681
04/2010,8955.518889866831
05/2010,8508.371763558216
06/2010,8468.990569755277
07/2010,8906.439011399112
08/2010,8813.948253166565
09/2010,9085.178368645045
10/2010,9333.965797200062
11/2010,9193.261997635542
12/2010,9693.397330653874
01/2011,9829.908056171695
02/2011,10047.586480599693
03/2011,9700.568235536266
04/2011,10014.251922739793
05/2011,10000.618752656334
06/2011,9761.728526477129
07/2011,9556.359026118376
08/2011,8483.31151146424
09/2011,8079.203286197619
10/2011,8733.574862150357
11/2011,8699.802552696796
12/2011,8879.723215379256
01/2012,9125.789874156535
02/2012,9509.931980686859
03/2012,9514.380666758507
04/2012,9392.928067936979
05/2012,8778.635500438439
06/2012,9332.356813094086
07/2012,9669.330003924251
08/2012,9832.030260156016
09/2012,9870.337935769361
10/2012,9964.022645971056
11/2012,10225.80207670924
12/2012,10345.271284874249
01/2013,10662.064620819496
02/2013,10696.674025620343
03/2013,10939.439483164595
04/2013,11179.611164265814
05/2013,11252.871148680233
06/2013,10646.81102875069
07/2013,11259.96297828036
08/2013,11146.184879575525
09/2013,11706.344176525114
10/2013,12083.701625905807
11/2013,12251.035858347588
12/2013,12359.176319196997
01/2014,12121.020357849382
02/2014,12723.776477047517
03/2014,12614.031249888636
04/2014,12869.009626502411
05/2014,13214.0835055175
06/2014,13148.449228986194
07/2014,12914.575448471634
08/2014,13154.510976609929
09/2014,13266.60617828162
