Data,FR0011720911
11/2008,10000
12/2008,8906.737712267419
01/2009,10479.077484574944
02/2009,11076.381237829768
03/2009,11982.296443391222
04/2009,12627.611009750564
05/2009,12335.302449329683
06/2009,14382.316220191951
07/2009,16979.427291921955
08/2009,12721.808859489072
09/2009,13182.958734231544
10/2009,14069.12326090114
11/2009,14710.18312858885
12/2009,15649.020805878212
01/2010,14226.070582059401
02/2010,14892.560449728773
03/2010,15298.461685953618
04/2010,14144.980573728353
05/2010,13818.944252338017
06/2010,13089.94317604563
07/2010,13740.912360845175
08/2010,14020.971836173636
09/2010,13347.951123200864
10/2010,15221.872278706845
11/2010,14969.921565635193
12/2010,14774.926505398418
01/2011,14312.577073832575
02/2011,14747.863589380158
03/2011,14418.24988461319
04/2011,13851.57566500789
05/2011,13556.339581447453
06/2011,13876.354237966874
07/2011,13726.104723378026
08/2011,13047.526724922867
09/2011,12790.119550675665
10/2011,12984.011808810315
11/2011,12633.112425157968
12/2011,12593.566822318333
01/2012,12993.851522541529
02/2012,13490.965630496394
03/2012,12676.923721964988
04/2012,13656.299194397732
05/2012,14386.607024395093
06/2012,13564.39577465478
07/2012,13337.72533787038
08/2012,12290.778022100469
09/2012,12605.16319694918
10/2012,12459.60382693327
11/2012,11953.933103986958
12/2012,13737.87958770529
01/2013,14126.357748883154
02/2013,14454.486709494615
03/2013,13879.208051879565
04/2013,13439.256263756211
05/2013,14353.419625542532
06/2013,12306.5873920287
07/2013,12213.757254640042
08/2013,12928.038468325056
09/2013,13183.446915780954
10/2013,12909.299528502948
11/2013,13321.609732123872
12/2013,12653.079407953624
01/2014,12183.21219996438
02/2014,11591.168314104381
03/2014,11322.509482330826
04/2014,11244.087683113516
05/2014,11456.879925517935
06/2014,11646.666039988271
07/2014,13149.269154575648
08/2014,13314.345637133625
09/2014,14577.583388803918
10/2014,15090.38993963961
11/2014,16789.503064910128
12/2014,21312.665465860227
01/2015,22146.356578195227
02/2015,23097.13550829446
03/2015,27767.911855048755
04/2015,31637.98993253933
05/2015,32976.845014355225
06/2015,29920.1908007026
07/2015,26139.504946420864
08/2015,21943.565656494055
09/2015,20886.65626481655
10/2015,23793.376957256452
11/2015,24699.84711967509
12/2015,24504.79456126597
01/2016,18824.33872695053
02/2016,18621.847976820034
03/2016,20208.08850429998
04/2016,19634.632621340712
05/2016,19775.00886557101
06/2016,19865.69929408425
07/2016,20551.00833455638
08/2016,21142.15749827566
09/2016,20571.348471564877
10/2016,21210.65001166847
11/2016,22663.424510659857
12/2016,21368.126098347802
01/2017,21661.162762062682
02/2017,22485.9708457717
03/2017,22234.52623073657
04/2017,21712.19706047731
05/2017,21526.883050515364
06/2017,22489.027209850134
07/2017,22781.890137907216
08/2017,23523.67786583363
09/2017,23621.704524456443
10/2017,24933.56021998949
11/2017,24160.189461862123
12/2017,24344.402452211074
01/2018,25460.77022873139
02/2018,24191.707211895773
03/2018,23392.25260919297
04/2018,22789.02340506994
05/2018,23219.486407405533
06/2018,20890.351329188863
07/2018,20389.242942040917
08/2018,19243.65859275401
09/2018,19861.257459535424
10/2018,18274.336690302363
11/2018,18429.340575345283
12/2018,17744.759194390474
01/2019,19235.30278341089
02/2019,22066.71420725473
03/2019,23660.284159343984
04/2019,23728.19410045637
05/2019,21675.620281942567
06/2019,22559.95505227182
07/2019,23192.057021440178
08/2019,22572.55072709932
09/2019,23002.805811507846
10/2019,23137.608648834375
11/2019,23238.40611114174
12/2019,24585.983451570697
01/2020,24531.985129036297
02/2020,24585.317255585847
03/2020,22871.83819300858
04/2020,24621.07502836095
05/2020,23568.605450439496
06/2020,25887.784409565018
07/2020,28157.36821732774
08/2020,29276.493192561426
09/2020,28555.077798728227
10/2020,29508.39825136496
11/2020,30588.102699278963
12/2020,32180.460971298286
01/2021,33756.59584641658
02/2021,33283.076022283705
03/2021,32240.727307794292
04/2021,32614.65031193224
05/2021,34314.77319849382
06/2021,34727.815533288354
07/2021,32436.7121680713
08/2021,32952.830204984144
09/2021,34081.779409993556
10/2021,34571.18074508905
11/2021,35319.10164954946
12/2021,35913.64157346721
01/2022,33242.31055732515
02/2022,33958.56838341521
03/2022,31283.317731270647
04/2022,29755.834908022185
05/2022,30084.14960855493
06/2022,34002.581695790046
07/2022,32505.341364418615
08/2022,31912.75885496118
09/2022,29623.14776754285
10/2022,26353.112317554343
11/2022,28443.37363569133
12/2022,28216.727115209134
01/2023,30417.76164775792
02/2023,29651.356649624933
03/2023,28942.02498151183
04/2023,28066.099202450474
05/2023,26537.491256015033
06/2023,25884.639886215307
07/2023,27250.39035863457
08/2023,25436.716305040794
09/2023,25620.112836077693
10/2023,24569.16839568866
11/2023,24196.109380686958
12/2023,23538.53418719629
01/2024,21994.472053043584
02/2024,24208.201085904493
03/2024,24207.751300744327
