Data,LU1525419294
12/2006,10000
01/2007,10177.18580306341
02/2007,10187.009973809705
03/2007,10125.337879419389
04/2007,9981.297880770355
05/2007,9967.659572867728
06/2007,9911.604526013858
07/2007,9987.195098266737
08/2007,10078.815285660035
09/2007,9863.43378728225
10/2007,9791.132203566713
11/2007,9965.668444037397
12/2007,9984.310523583055
01/2008,10248.93693959269
02/2008,10182.278511058357
03/2008,9766.62642921389
04/2008,9725.580070111166
05/2008,9761.73243332772
06/2008,9761.607608970933
07/2008,9789.504330170386
08/2008,10474.278108368422
09/2008,10363.94102384066
10/2008,10656.70987964035
11/2008,10812.83068251519
12/2008,10364.172730850698
01/2009,11346.075329296642
02/2009,11276.656341005328
03/2009,11342.972801844522
04/2009,11149.952761336512
05/2009,10715.452017505326
06/2009,10740.517768638174
07/2009,10749.831753975384
08/2009,10733.891545633795
09/2009,10682.251931757952
10/2009,10696.104740194678
11/2009,10830.154138962915
12/2009,11044.371676611565
01/2010,11572.261768130806
02/2010,11766.919760554652
03/2010,11861.691864325807
04/2010,12299.308881163002
05/2010,13299.095026323248
06/2010,13528.563888074556
07/2010,12758.337044939834
08/2010,13339.87659709947
09/2010,12464.293561228513
10/2010,12605.168342125795
11/2010,13203.90039099648
12/2010,12641.496216786767
01/2011,12352.992422048252
02/2011,12331.71393516001
03/2011,12129.140058255976
04/2011,11892.598781808587
05/2011,12317.800176189186
06/2011,12360.288820748725
07/2011,13032.700935074688
08/2011,12974.857269496393
09/2011,13860.178717285735
10/2011,13615.223497948726
11/2011,14319.274928341758
12/2011,14856.624702313096
01/2012,14929.999269602993
02/2012,14576.501753342014
03/2012,14503.009834437426
04/2012,14967.284835338849
05/2012,16238.359867515575
06/2012,15901.090806184531
07/2012,16624.431470380434
08/2012,16132.786669939214
09/2012,15814.548757113198
10/2012,15886.012640161865
11/2012,15970.01238742137
12/2012,15602.86791485891
01/2013,15075.409195272294
02/2013,15559.703245673842
03/2013,15991.939728297539
04/2013,15812.91182583971
05/2013,15148.19638873823
06/2013,14492.93649509487
07/2013,14375.193321496063
08/2013,14202.025476650002
09/2013,14120.944237460466
10/2013,14059.323771358117
11/2013,13915.96315400635
12/2013,13523.327512115997
01/2014,14096.436220872325
02/2014,13858.176940507426
03/2014,13819.5973445472
04/2014,13956.898013127713
05/2014,14523.832485743475
06/2014,14511.244389449492
07/2014,14827.497645730886
08/2014,15123.000812508497
09/2014,15421.903414642125
10/2014,15643.530597969144
11/2014,15740.317439055005
12/2014,16016.710436668574
01/2015,17767.87943035878
02/2015,17635.617678386094
03/2015,18332.125298282688
04/2015,17706.448445580765
05/2015,17933.31152776363
06/2015,17387.898544901287
07/2015,17792.152957735267
08/2015,17248.965976447213
09/2015,17147.425873625136
10/2015,17488.992438006782
11/2015,18194.9592674841
12/2015,17527.168703611107
01/2016,17740.58948459465
02/2016,18000.1033640725
03/2016,17535.61030824643
04/2016,17573.171151443676
05/2016,17827.55804663314
06/2016,18299.82069219441
07/2016,18461.86558672701
08/2016,18348.018214666612
09/2016,18389.816108683433
10/2016,18658.786882651184
11/2016,18813.819752758314
12/2016,18949.787021864362
01/2017,18731.809864476956
02/2017,19110.839865909664
03/2017,18931.504436166055
04/2017,18627.31455094024
05/2017,18135.00579342338
06/2017,17654.928880672916
07/2017,17251.071368037843
08/2017,17302.45799479602
09/2017,17212.76097886996
10/2017,17496.55913274678
11/2017,17214.052543579648
12/2017,17177.0458697556
01/2018,16388.907950471606
02/2018,16532.143484692453
03/2018,16564.79141789089
04/2018,16890.17413126811
05/2018,17508.303584566802
06/2018,17644.981106120096
07/2018,17434.49544312823
08/2018,17688.20222351942
09/2018,17598.72049054491
10/2018,17716.617013357045
11/2018,17743.96434365936
12/2018,17697.514548149462
01/2019,17884.07217135642
02/2019,17988.58870270622
03/2019,18630.461825658665
04/2019,18715.207807882503
05/2019,19164.509679000283
06/2019,18928.18386197312
07/2019,19390.60235738524
08/2019,20096.95646519902
09/2019,20065.791580017925
10/2019,19634.56618233714
11/2019,19974.832999524395
12/2019,19585.293886892377
01/2020,20353.892870966378
02/2020,20796.536592249136
03/2020,20461.10086567333
04/2020,21210.405473107778
05/2020,20763.937042010988
06/2020,20883.007995562562
07/2020,20234.293626067378
08/2020,20279.207849352133
09/2020,20600.65144932265
10/2020,20473.704243678778
11/2020,20226.476423587046
12/2020,19968.144511391318
01/2021,20244.64183338449
02/2021,19894.23317538371
03/2021,20508.677691935154
04/2021,20196.40302241272
05/2021,20241.841706257463
06/2021,20925.332923606857
07/2021,21498.114414635427
08/2021,21553.81863326271
09/2021,21853.380429921013
10/2021,21983.849045690884
11/2021,22752.43393074257
12/2021,22895.573418216034
01/2022,22725.46929451693
02/2022,22821.75547820528
03/2022,22576.181907295875
04/2022,23255.773365441666
05/2022,22598.113902630368
06/2022,22534.542543212097
07/2022,23989.83603234461
08/2022,23803.783139773666
09/2022,22739.150061222997
10/2022,22637.503706212465
11/2022,22041.281327804667
12/2022,21214.20765741251
01/2023,21283.83370257877
02/2023,21410.34582298023
03/2023,21514.807830870202
04/2023,21319.174966333718
05/2023,21649.292235541085
06/2023,21220.585669853263
07/2023,20927.156621709604
08/2023,21023.896224185315
09/2023,21147.84425048175
10/2023,20922.66953333011
11/2023,20891.28709648974
12/2023,21229.364891184494
01/2024,21677.113489307154
02/2024,21464.72319334828
03/2024,21667.2490810572
04/2024,21470.81166872226
