Data,LU2197908721
07/2007,10000
08/2007,10298.94648567123
09/2007,10464.325934514232
10/2007,10993.527735456842
11/2007,10046.137660437074
12/2007,10054.47768235452
01/2008,8794.033582171865
02/2008,8177.471533671573
03/2008,8007.776367979284
04/2008,8764.288457265482
05/2008,9309.812617699501
06/2008,8281.017857909725
07/2008,8415.56928011992
08/2008,9032.114592597401
09/2008,7931.379932883897
10/2008,7453.602686464008
11/2008,6649.00479453526
12/2008,6210.207326449132
01/2009,6569.794991353445
02/2009,6312.125682202488
03/2009,6633.9747887764925
04/2009,7486.477910401544
05/2009,7260.625650231826
06/2009,7449.9479114531505
07/2009,8076.3076396080105
08/2009,8112.985872581336
09/2009,8358.549132429986
10/2009,8022.827302459302
11/2009,8378.907516013573
12/2009,9190.054864827353
01/2010,8877.745300985285
02/2010,9546.079206207914
03/2010,10339.6445015606
04/2010,10691.58143243808
05/2010,10726.18195082495
06/2010,10109.809252527599
07/2010,10196.314998631176
08/2010,9946.99794160909
09/2010,10430.077479351401
10/2010,10914.262134206343
11/2010,11609.371583303498
12/2010,11821.263160213128
01/2011,11864.339008683362
02/2011,12099.634662577651
03/2011,11722.660941379927
04/2011,11516.304488328135
05/2011,11843.412591137188
06/2011,11559.34188517586
07/2011,11902.556114773406
08/2011,11165.614745696283
09/2011,11420.127670097618
10/2011,12133.163528401581
11/2011,12327.714562971687
12/2011,12688.44023058131
01/2012,13500.820876423912
02/2012,14079.223974608432
03/2012,14885.100608886616
04/2012,14874.986454348787
05/2012,14706.51150141628
06/2012,15014.654704619546
07/2012,15547.316238230827
08/2012,15909.297145883824
09/2012,15671.284209017023
10/2012,14854.475592658624
11/2012,14958.685885861696
12/2012,14637.61556470469
01/2013,14629.704555228926
02/2013,15159.534076406559
03/2013,16002.150619453929
04/2013,16060.823254464482
05/2013,16693.35751136863
06/2013,16204.586239514212
07/2013,16963.336172302494
08/2013,16950.436404288015
09/2013,17394.690092711433
10/2013,18078.358715285955
11/2013,18740.86487079547
12/2013,19051.41869052822
01/2014,19061.979787208555
02/2014,19599.879532221712
03/2014,19106.540484160672
04/2014,18952.491176867443
05/2014,20152.27850942078
06/2014,20688.820810650395
07/2014,21360.138637734784
08/2014,22756.2798185159
09/2014,23662.865747737884
10/2014,24412.594671177285
11/2014,25579.311443774684
12/2014,25684.755756737413
01/2015,27016.722234408157
02/2015,29116.15814021826
03/2015,29696.886034355277
04/2015,29019.24383650379
05/2015,30332.150893583363
06/2015,29012.960717469818
07/2015,30899.048494667324
08/2015,28180.011842507618
09/2015,27596.657026262783
10/2015,31207.844964209053
11/2015,32653.4546799104
12/2015,31248.936948520695
01/2016,29028.317971283126
02/2016,28623.427067174573
03/2016,29216.428253373906
04/2016,28249.57492615017
05/2016,30139.628820673
06/2016,29573.807806422465
07/2016,31640.908774941076
08/2016,31901.202305583793
09/2016,32519.822707254392
10/2016,32656.04423341909
11/2016,33726.6247503848
12/2016,34406.20208625037
01/2017,35480.123783341915
02/2017,37554.75267276941
03/2017,37973.03948170483
04/2017,38154.70831905671
05/2017,38571.88533936063
06/2017,37003.917725707004
07/2017,37501.05615520872
08/2017,37918.19760296796
09/2017,37923.93956654696
10/2017,40210.074570638455
11/2017,40278.87645693013
12/2017,39989.64380148704
01/2018,41837.114694004216
02/2018,42122.61643010345
03/2018,40099.33282097402
04/2018,41058.41076433103
05/2018,44766.54373647708
06/2018,45400.589229550074
07/2018,46329.15458708202
08/2018,49438.033717732294
09/2018,49595.705706899564
10/2018,46338.52911127798
11/2018,46102.61444639238
12/2018,41673.15700628802
01/2019,45325.8349279197
02/2019,46913.57185716279
03/2019,49571.97270804469
04/2019,52361.292770180255
05/2019,48298.59381280683
06/2019,50948.88430989675
07/2019,53207.320298691106
08/2019,52727.2734859099
09/2019,53860.742888737004
10/2019,54860.280240285494
11/2019,57971.03736973666
12/2019,58908.424670902976
01/2020,61659.01622206967
02/2020,58461.60648108446
03/2020,54111.840233959505
04/2020,62796.53263171517
05/2020,65162.53739119437
06/2020,68901.65373200395
07/2020,69926.43629006605
08/2020,77100.80634182775
09/2020,74144.48310813116
10/2020,71840.14936838712
11/2020,77902.9693742189
12/2020,79903.83290509805
01/2021,81029.88030536017
02/2021,81063.52336237699
03/2021,85004.82079405969
04/2021,87347.99836675967
05/2021,85448.31463965168
06/2021,93311.26836137506
07/2021,95856.8482217197
08/2021,100370.36368768523
09/2021,96716.03631709924
10/2021,103774.03110214099
11/2021,108307.16255591773
12/2021,109916.65547047487
01/2022,102089.13419663918
02/2022,97026.38033783129
03/2022,102037.95135332922
04/2022,93103.1612374645
05/2022,90143.5672085779
06/2022,84623.31505100131
07/2022,97026.32750385834
08/2022,93840.13549244535
09/2022,86080.11348516974
10/2022,88002.23352449824
11/2022,88759.52574589779
12/2022,78532.23667172516
01/2023,85545.10574661545
02/2023,86896.57695632767
03/2023,92909.1346860642
04/2023,92464.85624945835
05/2023,102343.29172341422
06/2023,107172.04961913654
07/2023,109671.90623456534
08/2023,109504.72747495922
09/2023,106658.62080311048
10/2023,104208.66389703049
11/2023,112123.58853642824
12/2023,117018.67958298771
01/2024,121537.82510759632
02/2024,128175.54077926626
03/2024,129885.19650691624
04/2024,125173.07568682623
