Data,LU2233156582
01/2020,10000
02/2020,9994.792340400047
03/2020,9983.49679779825
04/2020,9979.58767775949
05/2020,9979.371461343793
06/2020,9980.851772699596
07/2020,9976.743616408701
08/2020,9972.53599779959
09/2020,9969.526111375748
10/2020,9967.614028321383
11/2020,9962.708839784884
12/2020,9957.50473051865
01/2021,9949.20827315334
02/2021,9943.406551105805
03/2021,9938.602878182994
04/2021,9933.999096627149
05/2021,9929.89443135545
06/2021,9924.992124505641
07/2021,9919.790984083875
08/2021,9914.490522466202
09/2021,9908.392618777114
10/2021,9901.696831126244
11/2021,9902.381235600114
12/2021,9891.797108542052
01/2022,9884.205347794743
02/2022,9880.104141777734
03/2022,9870.319882323678
04/2022,9859.539379149579
05/2022,9850.255258727744
06/2022,9837.881321905877
07/2022,9834.480657575705
08/2022,9824.70025328668
09/2022,9796.977627965014
10/2022,9798.762364632783
11/2022,9807.225168857929
12/2022,9809.70699272518
01/2023,9820.062271750827
02/2023,9824.935224219305
03/2023,9856.516238047912
04/2023,9872.548523364385
05/2023,9893.46231841945
06/2023,9903.81186922453
07/2023,9931.29895608937
08/2023,9961.374321464396
09/2023,9981.683067550317
10/2023,10014.54342616209
11/2023,10048.496912975232
12/2023,10083.643012877516
01/2024,10108.724842940372
02/2024,10132.210760402875
03/2024,10162.766932835819
04/2024,10190.43200902529
