Data,LU0950381748
12/2008,10000
01/2009,10122.776521801365
02/2009,9205.233178812829
03/2009,8686.464722937579
04/2009,10128.054043668588
05/2009,10638.850387468958
06/2009,10344.034296244014
07/2009,11309.514282121705
08/2009,13221.777261493684
09/2009,13907.136682049699
10/2009,13935.117712182166
11/2009,13370.066711368874
12/2009,13777.446838287326
01/2010,13622.955231179048
02/2010,13669.348938992818
03/2010,14657.50057409427
04/2010,13818.953842042989
05/2010,12810.300122731083
06/2010,13003.401395938261
07/2010,14075.244694984238
08/2010,14198.64036576026
09/2010,15575.364263388808
10/2010,16077.744384134821
11/2010,14582.95157354648
12/2010,15710.674612679784
01/2011,15735.07341044152
02/2011,16291.967536680952
03/2011,16416.397758594157
04/2011,16728.710412109347
05/2011,17066.970373363063
06/2011,16671.956994196473
07/2011,15811.228705831403
08/2011,14448.016884703391
09/2011,13025.89303814945
10/2011,13743.872315462762
11/2011,12751.439664727739
12/2011,12746.502556373396
01/2012,13171.565458008732
02/2012,13288.067064844343
03/2012,14223.079587112596
04/2012,13742.187005553333
05/2012,13560.871516498928
06/2012,13967.388667494071
07/2012,14628.59987397735
08/2012,14340.95097696184
09/2012,14541.861127182094
10/2012,15454.446484145587
11/2012,15815.5683504166
12/2012,15803.39496546403
01/2013,15748.962403074032
02/2013,15957.703684671438
03/2013,15712.251787134757
04/2013,16473.337202737694
05/2013,16739.640069670873
06/2013,15408.492273193597
07/2013,16009.242044581923
08/2013,15598.762322694965
09/2013,16268.863871708163
10/2013,16833.23761749676
11/2013,16788.928447731305
12/2013,16576.50772740347
01/2014,16394.0184501308
02/2014,17452.59453463668
03/2014,17256.968251807277
04/2014,17898.335334127034
05/2014,18774.73031889327
06/2014,19174.90308506165
07/2014,19047.65693560754
08/2014,19556.820879716863
09/2014,18885.136238569627
10/2014,19094.237035743798
11/2014,19748.012716944497
12/2014,20147.531858862563
01/2015,22817.39891544429
02/2015,24071.608511997492
03/2015,24013.846876480522
04/2015,23222.277440836187
05/2015,22531.209678936164
06/2015,21208.11505881583
07/2015,22560.37352257243
08/2015,22227.888317077246
09/2015,22348.377070568557
10/2015,24100.621686353385
11/2015,23787.61742631651
12/2015,23483.630404610954
01/2016,22574.507750076675
02/2016,22288.537821552007
03/2016,24003.84176871359
04/2016,23657.358698690827
05/2016,24298.643976982974
06/2016,24034.159125392893
07/2016,25728.105615167802
08/2016,25782.35786993587
09/2016,25345.97734055124
10/2016,23920.49206079092
11/2016,22967.897535155018
12/2016,24138.909143002667
01/2017,23442.81379574458
02/2017,24170.035469594914
03/2017,24384.91289404763
04/2017,24990.7557166111
05/2017,26171.469679421207
06/2017,25945.233882713364
07/2017,25884.551516079893
08/2017,26477.108848073058
09/2017,26607.579125113454
10/2017,26741.267693216407
11/2017,27358.140354617433
12/2017,28248.197563212027
01/2018,28239.09623349234
02/2018,26661.561181785903
03/2018,27493.70095741327
04/2018,28609.997577452854
05/2018,28764.53483546341
06/2018,28986.993464759275
07/2018,29273.536662653776
08/2018,29808.736477816907
09/2018,28775.161287550258
10/2018,27719.53382956186
11/2018,27731.15413636221
12/2018,26059.455424972333
01/2019,28717.778596228512
02/2019,27881.52005905002
03/2019,29347.094159503675
04/2019,29062.192573578814
05/2019,29362.125385307278
06/2019,28304.389247885938
07/2019,28769.86451069594
08/2019,29351.52826666968
09/2019,30269.370335229138
10/2019,31188.79454782239
11/2019,31499.748645294207
12/2019,31727.409942188056
01/2020,32596.099843361153
02/2020,30332.22262012345
03/2020,23348.326377069152
04/2020,24181.090212789604
05/2020,24582.8788360428
06/2020,25097.074614470697
07/2020,25018.290294287162
08/2020,25629.33420893745
09/2020,24695.832712098596
10/2020,23222.279830955784
11/2020,27160.24651497184
12/2020,28164.985673052
01/2021,27538.312409515755
02/2021,26955.11373781698
03/2021,27600.750892917993
04/2021,28956.132760884102
05/2021,30431.127909695566
06/2021,30371.930779492788
07/2021,31762.46614865102
08/2021,32254.19306602494
09/2021,29378.18053724986
10/2021,30114.36056482738
11/2021,29298.617624875118
12/2021,29846.40835256082
01/2022,29806.26003945726
02/2022,29327.0724486632
03/2022,29174.13896913064
04/2022,27679.939801650486
05/2022,27119.972457330285
06/2022,22685.169657805225
07/2022,24988.516542931116
08/2022,22708.602032280687
09/2022,19310.580160323305
10/2022,19871.338717022027
11/2022,20234.02879406313
12/2022,20037.056384093936
01/2023,22162.586177858688
02/2023,21990.37806918011
03/2023,18859.90686057861
04/2023,19801.307010454973
05/2023,18147.75509718806
06/2023,18535.549498515727
07/2023,19992.796996380835
08/2023,20099.379343170345
09/2023,19254.532462783834
10/2023,18651.820687600342
11/2023,21025.18309622646
12/2023,23032.968210532166
01/2024,22130.2761608585
02/2024,20189.88373186598
03/2024,22042.00182803741
04/2024,22244.16219086443
