Data,FR0010361683
12/1992,10000
01/1993,9980.235331685208
02/1993,10473.896743915891
03/1993,8891.727486374919
04/1993,8026.437578285563
05/1993,8455.592671175295
06/1993,8801.04738316367
07/1993,9726.921263345363
08/1993,11120.328843109675
09/1993,11141.197673745455
10/1993,11076.899919400656
11/1993,13812.60312643505
12/1993,14636.611712450922
01/1994,17286.775089551997
02/1994,18405.132835937293
03/1994,16003.821173880024
04/1994,15668.814124753952
05/1994,15509.45593907999
06/1994,16017.328449765118
07/1994,15972.736323121675
08/1994,17265.997285935242
09/1994,16116.004091909173
10/1994,15651.050666135132
11/1994,15340.697481202305
12/1994,14849.680678799885
01/1995,13634.828751394409
02/1995,12763.283589557963
03/1995,11795.602885249717
04/1995,10976.692891378518
05/1995,11592.261561542835
06/1995,11111.862750270724
07/1995,11433.053084643034
08/1995,11346.971249213726
09/1995,11154.672980199006
10/1995,10686.19034920012
11/1995,9145.93016007432
12/1995,9663.960341283153
01/1996,8834.257911578088
02/1996,10845.124154618074
03/1996,10942.326719610632
04/1996,12396.183096738218
05/1996,12067.681046993242
06/1996,12456.996472974675
07/1996,11246.684284814886
08/1996,10913.773998576215
09/1996,10113.166306951538
10/1996,9917.15389791396
11/1996,8918.357341273666
12/1996,9622.583255076557
01/1997,10769.80269015562
02/1997,12007.254687727058
03/1997,11156.885553085369
04/1997,12632.350364034412
05/1997,12427.301891198584
06/1997,14493.811313440492
07/1997,15135.866702641404
08/1997,13870.02553312567
09/1997,13732.407285935702
10/1997,13014.617728904655
11/1997,11363.126024483987
12/1997,11864.731383939967
01/1998,10870.118232210098
02/1998,11981.15555291639
03/1998,12892.757811850131
04/1998,13063.778825959282
05/1998,11389.474172338307
06/1998,10036.852230979073
07/1998,9945.427195130755
08/1998,9070.834148011638
09/1998,9065.480298925191
10/1998,8064.795522901038
11/1998,8143.219940102601
12/1998,8761.315112204475
01/1999,10121.379462152496
02/1999,10100.311263807378
03/1999,12094.714580517546
04/1999,10728.026541886089
05/1999,12906.45170646475
06/1999,13594.69503926373
07/1999,14555.539472030394
08/1999,16079.594406749637
09/1999,15919.301052450492
10/1999,15081.423943750633
11/1999,16577.329273155658
12/1999,19055.208481561855
01/2000,21640.52580303698
02/2000,25791.256985602955
03/2000,23515.5523139912
04/2000,20824.174564067544
05/2000,17908.188768610406
06/2000,19281.034355270476
07/2000,17760.51750104954
08/2000,19237.665649739152
09/2000,17404.15396240262
10/2000,16560.245016366964
11/2000,17203.899720237034
12/2000,15960.63070289811
01/2001,17375.281229704
02/2001,16812.213317826314
03/2001,14492.745124746338
04/2001,14084.861218096823
05/2001,15326.29895518465
06/2001,14523.436222473281
07/2001,13596.840854491877
08/2001,12807.78799975333
09/2001,11049.140202630977
