Data,FR0010361683
10/2001,11897.045250830375
11/2001,13318.947265474317
12/2001,13456.840329633533
01/2002,13963.672511774967
02/2002,14809.38490794291
03/2002,14591.410255676929
04/2002,13496.291566639893
05/2002,12128.12754699836
06/2002,11749.058517186004
07/2002,11125.738379239603
08/2002,11751.316970634432
09/2002,11141.809433228445
10/2002,11116.356200765395
11/2002,12187.132721253774
12/2002,12151.130367146674
01/2003,11287.06589389433
02/2003,11476.402292502498
03/2003,10502.633797740518
04/2003,9823.166829096243
05/2003,9995.87067037667
06/2003,11810.983672150187
07/2003,12732.332186825823
08/2003,14881.790431209705
09/2003,14749.471734518165
10/2003,16326.772787503958
11/2003,16195.865136706829
12/2003,17847.800887670834
01/2004,17749.562438638895
02/2004,17467.679901925225
03/2004,18149.428532020953
04/2004,18252.425845025256
05/2004,15048.260805102915
06/2004,15148.104295622343
07/2004,16375.531696273476
08/2004,16261.580555442748
09/2004,17208.187187334956
10/2004,17377.68518790747
11/2004,18672.52470420845
12/2004,19545.262427916594
01/2005,20050.666451625308
02/2005,20244.466750553744
03/2005,20005.825703645532
04/2005,18937.44727085321
05/2005,21645.37285666494
06/2005,23967.24356753513
07/2005,25298.746309673716
08/2005,25151.668022147045
09/2005,27953.098787420226
10/2005,25123.23057054797
11/2005,28179.711340157395
12/2005,30792.266540918474
01/2006,32224.121418984898
02/2006,33684.209088287345
03/2006,36315.21310174632
04/2006,36266.61665433086
05/2006,30301.454272147465
06/2006,31281.36370955287
07/2006,31156.6308881007
08/2006,33847.0930066575
09/2006,37036.182696342585
10/2006,39357.74447000151
11/2006,39991.68530194739
12/2006,41305.34315006075
01/2007,43035.97857529472
02/2007,38525.07821968527
03/2007,39390.20828394977
04/2007,43202.75845548556
05/2007,46694.95354791915
06/2007,46847.27906397457
07/2007,49000.11397257991
08/2007,47433.801849166215
09/2007,53525.601486220316
10/2007,61425.303990119726
11/2007,58874.39409379596
12/2007,63446.80307864707
01/2008,53758.70390314052
02/2008,51406.703516834255
03/2008,43022.169472031535
04/2008,48594.01518747417
05/2008,43728.27899778626
06/2008,34570.51409237854
07/2008,37229.68856482549
08/2008,38955.72379514414
09/2008,32723.01723019675
10/2008,26218.313340963352
11/2008,23457.62092818466
12/2008,23515.80389336268
01/2009,25005.644959891408
02/2009,22700.67550061054
03/2009,24172.985296198192
04/2009,28952.77629857305
05/2009,37241.06484855571
06/2009,36312.27812325845
07/2009,39514.72527342963
08/2009,38690.76213143359
09/2009,41834.35190766246
10/2009,39699.15347795312
11/2009,42371.524886071646
12/2009,45702.880265614505
01/2010,44613.837253759266
02/2010,46504.22830019536
03/2010,51112.0785554859
04/2010,52676.733527325065
05/2010,52401.623614139564
06/2010,54772.757790325704
07/2010,51926.01368115768
08/2010,52546.79066044402
09/2010,56730.93932652383
10/2010,56742.637490518115
11/2010,56501.6905017823
12/2010,59102.419479058095
01/2011,50103.434380173
02/2011,48678.6561802642
03/2011,52630.31348090144
04/2011,49755.09044522622
05/2011,49190.770312458546
06/2011,49790.02376897194
07/2011,49272.715958688015
08/2011,42583.85860584352
09/2011,42570.48906870042
10/2011,44541.76627649898
11/2011,39025.16016577242
12/2011,38013.311439759585
01/2012,45133.170351561894
02/2012,46336.45514228816
03/2012,44120.73415842358
04/2012,42453.21840622759
05/2012,39954.22308024012
06/2012,42250.98572382394
07/2012,43090.26129738644
08/2012,42415.330036087085
09/2012,47390.301404190875
10/2012,45337.543946594684
11/2012,47356.073122458976
12/2012,46567.497906908524
01/2013,47582.90588179157
02/2013,45474.53418499718
03/2013,46658.26014691887
04/2013,47583.53074709365
05/2013,46382.4257070855
06/2013,43023.675797070195
07/2013,41183.785054222055
08/2013,36839.67812782044
09/2013,39395.20185886447
10/2013,43092.774312171445
11/2013,41691.94947440283
12/2013,42478.60839706885
01/2014,41667.19431925477
02/2014,42139.15918288606
03/2014,45860.85681554932
04/2014,45118.09472029033
05/2014,50289.24119864134
06/2014,52055.47049403419
07/2014,53748.37545880214
08/2014,55888.49408343905
09/2014,57705.93886875519
10/2014,60228.53683639908
11/2014,61350.88762406027
12/2014,59276.547523954876
01/2015,68674.26519925088
02/2015,70306.35943702201
03/2015,70358.35902534053
04/2015,63033.63412992354
05/2015,66220.12865488882
06/2015,65067.976120752304
07/2015,67517.75479064936
08/2015,60178.24669162454
09/2015,60474.50275363677
10/2015,62418.33916437316
11/2015,61854.15161033345
12/2015,61531.466278930166
01/2016,57080.25666982668
02/2016,52970.56231814127
03/2016,57246.318909379246
04/2016,57387.32263712306
05/2016,59730.48256441892
06/2016,60764.35218989016
07/2016,64106.462184621065
08/2016,64693.21184801402
09/2016,63888.479524928924
10/2016,64776.2791488646
11/2016,61653.13885247809
12/2016,62110.57605299028
01/2017,63479.591562085116
02/2017,68185.46235200559
03/2017,71578.32697266035
04/2017,71313.43000868916
05/2017,70633.57624931287
06/2017,68857.68768721398
07/2017,72121.83515419225
08/2017,70936.42322186589
09/2017,68379.25676390187
10/2017,74431.50880422386
11/2017,72538.24431221072
12/2017,75116.30644796591
01/2018,74754.86408115341
02/2018,71077.53022584028
03/2018,67883.33191019499
04/2018,72044.974176475
05/2018,71660.59217590277
06/2018,71161.98592095518
07/2018,75243.12333603816
08/2018,76469.5505007794
09/2018,69904.02409418087
10/2018,66459.46030718742
11/2018,73039.27454500782
12/2018,72311.36119884952
01/2019,70632.40690408653
02/2019,71050.26685695807
03/2019,78807.46234488633
04/2019,79313.46390900879
05/2019,79906.58103430312
06/2019,78027.23080845943
07/2019,75422.34434526786
08/2019,73926.60441140697
09/2019,77177.34336943708
10/2019,78547.7755725173
11/2019,79274.38968772317
12/2019,78618.10661699156
01/2020,79225.90675161153
02/2020,73910.16253931329
03/2020,55387.548801102865
04/2020,64763.72410199953
05/2020,61465.27163635282
06/2020,65245.829232942604
07/2020,68090.38369658284
08/2020,69899.91184264857
09/2020,71687.105039254
10/2020,72554.39891066193
11/2020,76927.75830650597
12/2020,82708.06658972216
01/2021,81628.00585830642
02/2021,85976.56656104814
03/2021,90853.98040142865
04/2021,87300.24892762036
05/2021,93920.95435573749
06/2021,95720.1493211313
07/2021,96494.34078837025
08/2021,107513.62334126123
09/2021,110498.84757179674
10/2021,108951.22559698748
11/2021,108208.67527594791
12/2021,112561.27634589915
01/2022,112641.90014849036
02/2022,107672.90504824114
03/2022,112527.52898853693
04/2022,116469.69476574923
05/2022,107909.62927300845
06/2022,103775.24711287586
07/2022,115539.62782799522
08/2022,122646.6564589535
09/2022,117803.12642608746
10/2022,118762.658965971
11/2022,119322.1975000915
12/2022,109637.91967395188
01/2023,104670.31393522104
02/2023,101861.6325808547
03/2023,100551.50356535353
04/2023,103674.62815750556
05/2023,109647.51057680383
06/2023,112845.34797012793
07/2023,114519.2548709045
08/2023,113921.635069826
