Data,FR0010755611
06/2011,10000
07/2011,9757.052361595046
08/2011,8506.031470715587
09/2011,8384.578305741235
10/2011,9495.112809491151
11/2011,10069.474571132896
12/2011,10996.265497603048
01/2012,11826.884553862592
02/2012,12308.333448843787
03/2012,13193.152962231969
04/2012,13162.273766328226
05/2012,13242.400000614525
06/2012,13519.30545909732
07/2012,14715.277852818803
08/2012,14671.449435968072
09/2012,14773.212673226855
10/2012,14016.220728801149
11/2012,14043.926401296432
12/2012,13883.797331261678
01/2013,14488.289392097326
02/2013,15967.450389627515
03/2013,17785.500005287817
04/2013,17497.453268773257
05/2013,18806.197754156954
06/2013,18139.159077259243
07/2013,19222.025779892316
08/2013,18372.65680022479
09/2013,18568.086922256
10/2013,20026.373939051893
11/2013,21070.004396053704
12/2013,21641.724246734662
01/2014,21027.96211936813
02/2014,21906.348379510622
03/2014,22247.146021174434
04/2014,22179.293767887448
05/2014,23942.260664222318
06/2014,24768.968390508246
07/2014,25158.35416080402
08/2014,28026.092602407334
09/2014,29461.782479148787
10/2014,31249.86140160161
11/2014,33183.336846604725
12/2014,34824.88478739343
01/2015,37639.96947324893
02/2015,42587.607256330004
03/2015,44990.765048846355
04/2015,41955.896335601064
05/2015,44834.53385617121
06/2015,41627.654394358884
07/2015,43835.387223167694
08/2015,37118.051778744506
09/2015,35196.934172312984
10/2015,41934.54395773382
11/2015,46041.19086572308
12/2015,41814.63712167502
01/2016,37500.12371759382
02/2016,36806.984632096515
03/2016,38072.615893922106
04/2016,37972.000453685054
05/2016,41569.8265534304
06/2016,41845.11903158645
07/2016,44432.23812221854
08/2016,44822.5769225845
09/2016,43998.38590542711
10/2016,44458.96061743067
11/2016,50779.08122261372
12/2016,53157.5742833426
01/2017,52618.710329802954
02/2017,58663.431227121146
03/2017,57936.23874759034
04/2017,57050.03136900541
05/2017,54837.992112651984
06/2017,53880.178089031535
07/2017,52407.11444539789
08/2017,51718.824926610076
09/2017,54389.275647001385
10/2017,58510.49088536387
11/2017,59165.86172832274
12/2017,59533.96093286773
01/2018,61736.24736950782
02/2018,59397.962633680116
03/2018,55346.923521991936
04/2018,57612.74780229361
05/2018,64607.26932790462
06/2018,65344.57463927526
07/2018,69705.1916509875
08/2018,75105.29477043037
09/2018,75963.56981223197
10/2018,68730.16647457733
11/2018,71245.22992665345
12/2018,57402.26969795191
01/2019,66471.5319044435
02/2019,71948.76890042864
03/2019,76623.49686554016
04/2019,83113.59423608836
05/2019,73518.34813165666
06/2019,80482.05728893749
07/2019,86680.07831289124
08/2019,84988.5237768889
09/2019,89696.61351731684
10/2019,89232.9534443282
11/2019,98198.88494981546
12/2019,100224.8693252668
01/2020,103028.04837666157
02/2020,87749.79474084922
03/2020,61984.46168142654
04/2020,78545.03126316324
05/2020,83793.88445570218
06/2020,85201.7705319111
07/2020,86100.25197809849
08/2020,97115.34102504243
09/2020,93029.95348559074
10/2020,89075.43632376779
11/2020,104820.75133340414
12/2020,108481.13592443621
01/2021,107720.69241059916
02/2021,113229.54838977999
03/2021,129514.07861809946
04/2021,137063.45070554077
05/2021,133890.63776887534
