Data,FR0010790980
10/2021,124246.51259802195
11/2021,121234.7134186776
12/2021,128862.50470044828
01/2022,126542.52611684804
02/2022,123262.82044150747
03/2022,126171.04406238996
04/2022,127141.73716558024
05/2022,126172.83876341968
06/2022,118570.36958628208
07/2022,125969.0431401429
08/2022,120799.2012843233
09/2022,115073.13024241362
10/2022,122390.02907923747
11/2022,131277.72108221936
12/2022,126354.43988285678
01/2023,133412.77022299063
02/2023,135146.37842084712
03/2023,137339.02507134527
04/2023,141694.89650884658
05/2023,138302.17242446868
06/2023,141140.39455060087
07/2023,142993.28334128505
08/2023,140249.53828078086
09/2023,138796.67678116835
10/2023,134986.449453983
11/2023,141276.4138166829
12/2023,145259.79977161405
01/2024,149587.62429701124
02/2024,152233.74819799513
03/2024,158252.67123361808
04/2024,157989.3950218167
