Data,FR0010468983
02/2019,57852.0056209109
03/2019,59906.22648287629
04/2019,66421.84765395439
05/2019,59122.66136532052
06/2019,66360.33894619967
07/2019,66173.38425950085
08/2019,64508.09880201028
09/2019,70055.8505647993
10/2019,71408.9469510401
11/2019,75423.67231932103
12/2019,77138.46782167803
01/2020,72940.0198419259
02/2020,60752.63111506064
03/2020,40455.117498115826
04/2020,44365.44970603438
05/2020,48291.22949816635
06/2020,54185.87089258668
07/2020,52265.536057787474
08/2020,55507.93768328913
09/2020,52743.914876164206
10/2020,45138.47113246541
11/2020,62565.43512129958
12/2020,64701.14878495827
01/2021,62178.93896524774
02/2021,67880.35271020731
03/2021,78887.94287948371
04/2021,81722.5357607298
05/2021,85337.9300356881
06/2021,86428.39285671012
07/2021,87453.51340103912
08/2021,92076.24315142429
09/2021,85702.78486393558
10/2021,94608.6729513594
11/2021,86337.31796471954
12/2021,96321.05821131694
01/2022,90693.86494269536
02/2022,79832.61421325718
03/2022,77975.13503547842
04/2022,74558.53395074408
05/2022,75491.13220727202
06/2022,62504.97783273951
07/2022,71893.57047603095
08/2022,64586.25621301328
09/2022,57330.69103990516
10/2022,67936.24432334928
11/2022,81427.73199366039
12/2022,74288.45147810955
01/2023,89329.08431110572
02/2023,92404.66417613455
03/2023,95302.36532862663
04/2023,98146.17445231564
05/2023,93383.13816443649
06/2023,101239.70256652747
07/2023,104203.8177187514
08/2023,95825.41568847539
09/2023,90135.77895885568
10/2023,84927.4855045324
11/2023,98645.31673353634
12/2023,104639.8948659005
01/2024,110254.16492118957
02/2024,121125.99135960956
03/2024,131300.07261649016
04/2024,124278.66084749976
