Data,FR0010527275
12/2003,10000
01/2004,10124.000000000002
02/2004,10484.757330634813
03/2004,10711.288529931124
04/2004,10805.78641908586
05/2004,11128.738908889087
06/2004,11575.067576878775
07/2004,11537.373577205235
08/2004,11807.656758852832
09/2004,12004.95539198901
10/2004,12327.501204171635
11/2004,12848.749113095784
12/2004,13868.792387146983
01/2005,14271.459601240475
02/2005,14319.970838273824
03/2005,14338.634076727285
04/2005,14337.420990958679
05/2005,15495.105722912023
06/2005,16345.222126164168
07/2005,17070.59699362383
08/2005,17019.457036079726
09/2005,17645.73562131283
10/2005,16780.708046460295
11/2005,17486.600867153746
12/2005,17757.698555489933
01/2006,19009.95530797126
02/2006,19802.6165055536
03/2006,19797.652274465006
04/2006,19649.584389582757
05/2006,18539.895812529296
06/2006,18613.441671496334
07/2006,18409.023433324768
08/2006,18955.31029266344
09/2006,19634.937659841926
10/2006,21312.61295406031
11/2006,21331.461880099283
12/2006,22027.58513956437
01/2007,22499.981485210643
02/2007,21830.75115336153
03/2007,22284.111003518403
04/2007,23017.6039859523
05/2007,24270.087495887605
06/2007,23762.00445630253
07/2007,22684.281565533107
08/2007,22690.56360759649
09/2007,22048.979260697713
10/2007,22178.80531731617
11/2007,21359.20529147932
12/2007,21146.258636574275
01/2008,19736.15712067688
02/2008,19681.387552055156
03/2008,18513.473838684156
04/2008,19232.62566373137
05/2008,19896.487500883715
06/2008,17153.01282120105
07/2008,17363.497949753004
08/2008,18404.819803747556
09/2008,16092.340081971977
10/2008,15244.389246543547
11/2008,14134.973718231278
12/2008,13394.744294214659
01/2009,13494.808886589231
02/2009,12716.846395894878
03/2009,12490.396166363587
04/2009,14280.81436283686
05/2009,14093.504962133931
06/2009,14613.137243753356
07/2009,15003.552641039874
08/2009,15371.333125209523
09/2009,15539.596051652461
10/2009,15244.84328960843
11/2009,15714.316375411621
12/2009,17111.953697388504
01/2010,16482.98688166635
02/2010,16433.27754151878
03/2010,17289.665862261325
04/2010,17926.51730302434
05/2010,17861.702196307968
06/2010,17697.81207946967
07/2010,17857.312203918995
08/2010,17388.777946186987
09/2010,17798.12923017683
10/2010,17903.536246752905
11/2010,18931.468817244564
12/2010,19970.87247746532
01/2011,18924.983757250673
02/2011,19025.767612167234
03/2011,19137.9445191924
04/2011,19068.997447538823
05/2011,19631.887047687007
06/2011,19184.828919807547
07/2011,19205.83736894219
08/2011,18434.462160865518
09/2011,18278.128426039777
10/2011,18889.622673059366
11/2011,19339.224418876456
12/2011,19205.548731178515
01/2012,20396.292752511585
02/2012,20565.251875558875
03/2012,21237.90591743527
04/2012,21280.600696383324
05/2012,21136.742541559477
06/2012,21394.377976836564
07/2012,22643.236053968667
08/2012,22283.2061302975
09/2012,22292.00773080959
10/2012,21973.32029604011
11/2012,22442.38631366059
12/2012,22728.917657897153
01/2013,23277.69624297035
02/2013,25064.082279642844
03/2013,25857.350541486627
04/2013,25522.636456307555
05/2013,26244.877121940302
06/2013,24719.91814911957
07/2013,25334.084652557583
08/2013,24905.826034393358
09/2013,26018.676154997458
10/2013,27020.03095946809
11/2013,27628.993645766743
12/2013,27662.31312425139
01/2014,27268.77175313587
02/2014,28666.79259788337
03/2014,28802.12329690748
04/2014,28648.481552958703
05/2014,29601.769979352004
06/2014,30522.157572833683
07/2014,29611.617449205456
08/2014,31065.327025284652
09/2014,30388.151041243153
10/2014,32086.72261433197
11/2014,32636.03862351956
12/2014,32979.57355405653
01/2015,35096.78068736302
02/2015,36214.859563711914
03/2015,37826.84658523588
04/2015,38431.786651356815
05/2015,38961.32918090505
06/2015,37710.32030420263
07/2015,37778.31870130284
08/2015,34956.299203446244
09/2015,34976.13862218469
10/2015,38364.04281201724
11/2015,40482.97974327923
12/2015,37907.34040653577
01/2016,36243.11579660101
02/2016,36205.45115405183
03/2016,37118.43610202341
04/2016,38397.743804408834
05/2016,40126.473494160346
06/2016,40055.32567701933
07/2016,41167.87959171723
08/2016,40739.95012166772
09/2016,41370.632891676345
10/2016,40284.86002890435
11/2016,40842.84948771574
12/2016,40660.37163716188
01/2017,40604.86972081264
02/2017,41687.296819972296
03/2017,43044.194105413764
04/2017,43582.74375714537
05/2017,43823.29870207539
06/2017,42682.35287888913
07/2017,42073.17422982467
08/2017,41692.41961246463
09/2017,42788.90259160936
10/2017,44491.52211083063
11/2017,44392.833600433514
12/2017,44579.598785028815
01/2018,43718.198234956326
02/2018,42104.49645294635
03/2018,41781.04992994812
04/2018,42504.281006637895
05/2018,43246.98569909036
06/2018,41500.87924438455
07/2018,43436.70496965576
08/2018,43447.993231889515
09/2018,43272.31532354326
10/2018,40618.28914302434
11/2018,42283.3140149574
12/2018,39642.511930241744
01/2019,44112.97243070106
02/2019,45545.26007680047
03/2019,46310.97988284462
04/2019,47851.24917519201
05/2019,45569.121382524434
06/2019,47978.51455167922
07/2019,49272.16543290073
08/2019,49294.01166529273
09/2019,50950.09077423066
10/2019,52918.6593479719
11/2019,53548.37064429561
12/2019,54815.096884606886
01/2020,55404.120513603026
02/2020,51021.73164221276
03/2020,43566.75330214464
04/2020,47598.831085743965
05/2020,49457.68148345486
06/2020,49271.530721741045
07/2020,48189.114711116796
08/2020,50837.56279923038
09/2020,52676.604525180264
10/2020,54085.72428681582
11/2020,58324.96465909834
12/2020,59662.08004911423
01/2021,60903.86634221756
02/2021,62252.809610905904
03/2021,66667.53855395826
04/2021,67515.92160793256
05/2021,68114.48553582664
06/2021,69906.13091661994
07/2021,73891.17462871937
08/2021,78100.20638305726
09/2021,73909.9164915974
10/2021,78153.3821952848
11/2021,79167.49104265471
12/2021,83062.59461807882
01/2022,74244.33985327168
02/2022,70864.80352525954
03/2022,72087.72984556819
04/2022,68108.014563438
05/2022,67057.1821396879
06/2022,64815.478625567375
07/2022,74026.8140030266
08/2022,70745.16241665147
09/2022,65150.97290442745
10/2022,70689.40214330921
11/2022,72584.10384410167
12/2022,67385.0603332927
