Data,LU2095995895
05/2020,10000
06/2020,9950.915334360503
07/2020,9470.531701691338
08/2020,9530.415350522153
09/2020,9785.697929615122
10/2020,9981.380417883049
11/2020,9929.16713169938
12/2020,9839.092975570577
01/2021,10053.97292462739
02/2021,10071.976323671288
03/2021,10306.116366480339
04/2021,10182.424754244144
05/2021,10311.728052406717
06/2021,10431.25866289304
07/2021,10557.860678893416
08/2021,10614.324792889654
09/2021,10862.559856166186
10/2021,10893.132114778755
11/2021,11293.374075906131
12/2021,11389.36720518054
01/2022,11659.005131540163
02/2022,11682.891829586406
03/2022,11728.460750676097
04/2022,11920.247195076308
05/2022,11668.180560791165
06/2022,11953.790575639094
07/2022,12172.043430200374
08/2022,12218.887086336648
09/2022,12160.61288825153
10/2022,11690.415293400058
11/2022,11321.40940385026
12/2022,11349.066238155985
01/2023,11495.011075719389
02/2023,11421.367515865048
03/2023,11315.270069303506
04/2023,11157.30443633734
05/2023,11249.78707126144
06/2023,10863.674159176235
07/2023,10905.78353096761
08/2023,10892.541626623683
09/2023,11105.147668172986
10/2023,11075.94922937897
11/2023,11040.400604081902
12/2023,11063.243401201364
01/2024,11203.85751011273
02/2024,11249.082985457615
03/2024,11233.874534168264
04/2024,11356.217092996678
