Data,FR0010377028
01/2021,27760.93704756665
02/2021,28220.10293219708
03/2021,29571.613472332636
04/2021,28348.23000095959
05/2021,28262.576379867813
06/2021,29101.230422482236
07/2021,28683.38110133351
08/2021,29681.569404326394
09/2021,31030.291181021734
10/2021,29898.750788310568
11/2021,29802.557521663577
12/2021,30303.997527729472
01/2022,29184.706743139617
02/2022,28930.358880692438
03/2022,28854.907765222735
04/2022,27773.624326400863
05/2022,27909.69635436729
06/2022,26519.477912821814
07/2022,28529.416290883964
08/2022,28384.419693393418
09/2022,26378.770540612702
10/2022,26511.284541415753
11/2022,27874.106482295752
12/2022,27275.68136794791
01/2023,28349.41193212568
02/2023,27826.6815179644
03/2023,28367.84372422509
04/2023,28240.939280843268
05/2023,29294.821185380042
06/2023,29885.440520218468
07/2023,30403.571984817787
08/2023,30184.640294477933
09/2023,30401.864546116012
10/2023,29076.203274183557
11/2023,30472.33111436391
12/2023,31337.141760332626
01/2024,32959.32777925476
02/2024,34072.68341924453
03/2024,35370.9846808617
04/2024,34030.65943876058
