Data,LU1646360971
12/1987,10000
01/1988,9296.69983223342
02/1988,10733.69460831863
03/1988,10730.002501454172
04/1988,10827.667949766601
05/1988,10796.315177815624
06/1988,11313.52183029939
07/1988,11862.698286291472
08/1988,11799.921908495744
09/1988,12433.287439600836
10/1988,13361.653923558191
11/1988,12962.784303210316
12/1988,13228.757610041206
01/1989,13563.66221000347
02/1989,13584.08494614163
03/1989,13777.882982317098
04/1989,14407.602322890245
05/1989,14455.432948388443
06/1989,15417.604543936515
07/1989,16136.99295769481
08/1989,16346.814052286321
09/1989,17273.707851585365
10/1989,15824.35489397746
11/1989,16572.916621204688
12/1989,17873.95708707693
01/1990,17150.64052233923
02/1990,16487.21729193662
03/1990,17702.579068547337
04/1990,17375.1313271041
05/1990,17563.0360382668
06/1990,18068.63173300439
07/1990,18276.23707773758
08/1990,15229.068758196181
09/1990,13221.56018063896
10/1990,14103.573496981639
11/1990,13688.012143696207
12/1990,13536.80822925359
01/1991,13853.145432223026
02/1991,14938.516844606776
03/1991,14911.068432667584
04/1991,15648.294647302017
05/1991,16521.065330069716
06/1991,15631.041085146824
07/1991,16193.881326553377
08/1991,16125.96357427342
09/1991,16188.081528394709
10/1991,15864.724247538803
11/1991,15282.533105083561
12/1991,15888.294270741537
01/1992,16116.138377145413
02/1992,16847.12328357974
03/1992,16857.40543235456
04/1992,17007.535740002095
05/1992,17547.630151217432
06/1992,16941.969319184598
07/1992,15422.010639965329
08/1992,15045.161787057514
09/1992,15019.767741973512
10/1992,14783.995792661408
11/1992,15584.377316672846
12/1992,15624.6399282844
01/1993,16307.497276480564
02/1993,17498.67537125235
03/1993,18204.218482359764
04/1993,17758.004666614896
05/1993,17729.78747805844
06/1993,17929.203382449756
07/1993,18871.70914324053
08/1993,21053.251390084602
09/1993,20103.060050614764
10/1993,21079.38723055453
11/1993,20803.196111532754
12/1993,22311.847881264235
01/1994,23448.15215320599
02/1994,22892.076488104154
03/1994,22446.54668589796
04/1994,23773.72651890312
05/1994,22190.58707271154
06/1994,21341.425227683885
07/1994,22050.429983415936
08/1994,22498.838388101005
09/1994,21252.023044290083
10/1994,21628.897011722907
11/1994,21099.529877954443
12/1994,21639.51114973131
01/1995,21108.747171868432
02/1995,21475.332597633576
03/1995,21274.571131889104
04/1995,21757.677009282193
05/1995,22393.465858762025
06/1995,22402.288227886125
07/1995,23412.265588033148
08/1995,22879.128146633517
09/1995,23397.70306385531
10/1995,22712.477037182613
11/1995,22872.98457121069
12/1995,24148.0772933464
01/1996,25218.320700487337
02/1996,25692.545101018066
03/1996,25845.607034713932
04/1996,26387.908206508695
05/1996,27038.63387913669
06/1996,27186.021000544737
07/1996,26217.212405696777
08/1996,26205.165612237128
09/1996,27234.377155327285
10/1996,27612.489673154756
11/1996,28762.697286321803
12/1996,29899.679972044716
01/1997,31191.819385406045
02/1997,32723.29712932414
03/1997,34450.35094003715
04/1997,34040.86678127663
05/1997,34962.10006542603
06/1997,37687.940992815966
07/1997,40849.16771288949
08/1997,38797.99610574675
09/1997,41566.465916721245
10/1997,38288.162324186065
11/1997,38251.720629985175
12/1997,40726.79272122926
01/1998,43437.50155771003
02/1998,46868.629580253495
03/1998,51422.155656513765
04/1998,52812.41600692184
05/1998,54587.1703932848
06/1998,55742.41091669599
07/1998,57755.39394630026
08/1998,49246.80508269044
09/1998,45179.084574006505
10/1998,46943.05874562445
11/1998,51206.846422846174
12/1998,53775.49644788878
01/1999,55193.32618002649
02/1999,54299.11230067528
03/1999,55852.331150306854
04/1999,58174.95993820859
05/1999,56322.73598028283
06/1999,58587.252751598855
07/1999,56416.924501764624
08/1999,58308.91408775506
09/1999,57532.70975091758
10/1999,61148.77298705146
11/1999,65617.71453925561
12/1999,74955.0046245025
01/2000,72233.50033069814
02/2000,79446.44115649881
03/2000,80576.73728849301
04/2000,80593.26375309116
05/2000,78565.76868027622
06/2000,78686.48087971653
07/2000,78943.12511145629
08/2000,79953.4823845466
09/2000,77206.3870638525
10/2000,79407.31314168233
11/2000,74223.76642605827
12/2000,74045.23758723016
01/2001,74552.02316575592
02/2001,67532.94941213477
03/2001,65369.956807043796
04/2001,70356.99803790874
05/2001,68986.6694144262
06/2001,66357.9330192104
07/2001,64573.80382026963
08/2001,59426.42653897786
09/2001,52079.73233618228
10/2001,54917.907696893766
11/2001,58576.2527112522
12/2001,60801.63400211623
01/2002,58577.09786527742
02/2002,58168.68759294987
03/2002,61080.19118813592
04/2002,58253.26294055933
05/2002,55839.22655201897
06/2002,51059.31347820436
07/2002,44690.251598984985
08/2002,44862.7352069822
09/2002,37177.70834614703
10/2002,41961.5735861697
11/2002,44431.119523987116
12/2002,40063.85506875984
01/2003,37577.72400186541
02/2003,36129.27052521929
03/2003,34667.483931417606
04/2003,39496.84237734824
05/2003,39845.49213516532
06/2003,41834.09419069209
07/2003,43307.27446298137
08/2003,44871.49443369901
09/2003,42188.28976714129
10/2003,45443.18450944923
11/2003,46321.974322846785
12/2003,47888.2477799239
01/2004,49688.810618219664
02/2004,50495.86740140639
03/2004,49301.076510625586
04/2004,49813.427525036204
05/2004,49569.58319411555
06/2004,50975.67961381076
07/2004,49493.73686305165
08/2004,49080.25024680544
09/2004,50047.10600034355
10/2004,51285.94467047305
11/2004,52823.67211973728
12/2004,54212.1102810743
01/2005,55423.48748847292
02/2005,57067.8920554434
03/2005,56946.11209502678
04/2005,54814.60857377254
05/2005,58368.317333935636
06/2005,60549.972533329295
07/2005,63436.10873535549
08/2005,63110.10364060472
09/2005,65633.05387111854
10/2005,63163.75601119502
11/2005,66042.42740576035
12/2005,68507.88155390456
01/2006,71469.60505115279
02/2006,73627.45998457076
03/2006,75430.90176716556
04/2006,75974.8700729716
05/2006,72081.23561458437
06/2006,73075.37852022631
07/2006,73401.73003398872
08/2006,75733.16507488287
09/2006,78119.01176314078
10/2006,80920.85664448145
11/2006,81123.46443950167
12/2006,84140.79901146523
01/2007,86112.64636608669
02/2007,84487.47028047321
03/2007,87000.09795663798
04/2007,91499.00761250207
05/2007,95198.46517552753
06/2007,94517.00542531544
07/2007,90968.52578406678
08/2007,90055.91588544603
09/2007,92110.78563640069
10/2007,94822.76892054566
11/2007,91015.28403797606
12/2007,90483.2678254564
01/2008,79011.93403704745
02/2008,78513.88337336406
03/2008,76533.22442933061
04/2008,81283.20683136772
05/2008,82379.88660628066
06/2008,72570.9397889884
07/2008,71474.08716072957
08/2008,72323.88377045377
09/2008,63021.97006972987
10/2008,53742.17151884838
11/2008,50379.415714888004
12/2008,50578.460918766665
01/2009,47213.84885472535
02/2009,42265.68750820313
03/2009,43657.584833803456
04/2009,50741.81032867178
05/2009,53613.346443313196
06/2009,52083.37684836128
07/2009,57660.61368817201
08/2009,61050.15614548703
09/2009,63249.631618485764
10/2009,60388.18930581931
11/2009,61523.053972055524
12/2009,64808.04141363376
01/2010,61730.764957955325
02/2010,61238.09909637455
03/2010,65940.75994975922
04/2010,64041.3038364198
05/2010,60450.46098733653
06/2010,59869.79499242925
07/2010,63753.819018535454
08/2010,61490.32838927433
09/2010,64607.8457268462
10/2010,67183.50796544735
11/2010,63837.4470783708
12/2010,67398.66033821061
01/2011,70293.08332875621
02/2011,71451.48979063622
03/2011,69613.91666112168
04/2011,72221.65272866911
05/2011,70914.32089357206
06/2011,70576.86871114142
07/2011,66908.83676169164
08/2011,57581.62419295314
09/2011,54116.15854986948
10/2011,58917.255367854974
11/2011,57949.20022136216
12/2011,57795.72659883676
01/2012,60337.22133356897
02/2012,62991.13471735304
03/2012,63066.828595948755
04/2012,60254.94927883346
05/2012,55981.123013847246
06/2012,60220.94494630657
07/2012,61666.961353417595
08/2012,63966.92882319195
09/2012,64502.03287761019
10/2012,65741.48027198778
11/2012,67876.5051574664
12/2012,69343.16197455449
01/2013,71646.32976304383
02/2013,70634.90071558635
03/2013,71217.34973986559
04/2013,73890.75813342878
05/2013,75606.51616885273
06/2013,71322.61026719962
07/2013,76352.74201703386
08/2013,75237.37062360793
09/2013,80244.57198819317
10/2013,84107.46064970954
11/2013,85551.33294744969
12/2013,86165.3102218869
01/2014,84147.54210441622
02/2014,88357.17652260515
03/2014,88607.0068715228
04/2014,89788.02899247399
05/2014,92516.67278796557
06/2014,91770.61527822886
07/2014,88466.67495139653
08/2014,89779.62717426122
09/2014,90993.96449649744
10/2014,88373.28546930848
11/2014,92444.60170300266
12/2014,90205.0967388861
01/2015,97036.52158310612
02/2015,104067.35709797316
03/2015,107245.7652518152
04/2015,105892.56833564014
05/2015,106709.96990961953
06/2015,102196.13019166866
07/2015,108242.28825703921
08/2015,98302.38646249213
09/2015,93507.51363892276
10/2015,103223.57250167208
11/2015,105818.97848416217
12/2015,99716.49532621178
01/2016,92779.50105482237
02/2016,90614.97966982698
03/2016,93412.16264896523
04/2016,95010.59747863951
05/2016,96778.09018900334
06/2016,91279.75315980832
07/2016,96491.92877809778
08/2016,97239.8461355802
09/2016,97891.0538069226
10/2016,98656.13018450003
