Data,FR0011550193
03/2011,59915.65992179376
04/2011,61942.026591213384
05/2011,61864.353513261885
06/2011,60179.65329795103
07/2011,58544.72092697118
08/2011,52523.2070559078
09/2011,50105.79671505944
10/2011,53965.36220873742
11/2011,53356.03245664599
12/2011,54369.11252407165
01/2012,56623.54444928398
02/2012,58963.8840621361
03/2012,58908.80136585798
04/2012,57926.80120084606
05/2012,54423.31333788671
06/2012,57164.35702348248
07/2012,59534.9549841094
08/2012,60789.83699075364
09/2012,61382.940596462075
10/2012,61854.44375479054
11/2012,63201.28840176177
12/2012,64126.792892820435
01/2013,65919.4573429586
02/2013,66663.51017123865
03/2013,67746.70370795485
04/2013,68859.21282548894
05/2013,70252.57878630783
06/2013,66679.66649526476
07/2013,70140.14962253397
08/2013,69767.41795459886
09/2013,72907.82941177435
10/2013,75762.34028200078
11/2013,76528.12432859786
12/2013,77305.24925619233
01/2014,76011.76012563355
02/2014,79796.45921374628
03/2014,79153.37077654393
04/2014,80378.92899388845
05/2014,82456.42013180986
06/2014,82011.440165488
07/2014,80656.6554488057
08/2014,82283.93566497178
09/2014,82604.74583050943
10/2014,81155.33611434318
11/2014,83791.38139946102
12/2014,82706.18482484802
01/2015,88690.54038061472
02/2015,94869.65944218612
03/2015,96443.85648633608
04/2015,96524.16981951991
05/2015,98119.40993766446
06/2015,93700.2544315008
07/2015,97445.69857532602
08/2015,89410.2291427586
09/2015,85763.95980878011
10/2015,92681.18910830827
11/2015,95274.12961022582
12/2015,90467.14251222988
01/2016,84690.39841571313
02/2016,82806.96187541726
03/2016,83952.78913725978
04/2016,85408.61530402889
05/2016,87526.93503311643
06/2016,83281.26752805614
07/2016,86372.19952554068
08/2016,86997.37986328093
09/2016,86889.33059634495
10/2016,85976.66546929821
11/2016,86868.05477532219
12/2016,91850.21907935328
01/2017,91550.60417954177
02/2017,94329.26597955312
03/2017,97445.02146720453
04/2017,99355.22929250443
05/2017,100783.59040232809
06/2017,98221.64310983337
07/2017,97859.83643156795
08/2017,97069.62249499706
09/2017,100836.62331387594
10/2017,102746.90859714408
11/2017,100654.69597802131
12/2017,101364.01358383818
01/2018,103030.40612487953
02/2018,99087.48762013901
03/2018,97100.77361254531
04/2018,101444.60778400392
05/2018,101563.09095946232
06/2018,100910.17646572787
07/2018,104058.66498526237
08/2018,101814.86730769982
09/2018,102127.21436009192
10/2018,96462.97577861972
11/2018,95493.73993787741
12/2018,90267.57757640861
01/2019,95961.87388283058
02/2019,99928.77498142987
03/2019,101970.18089396256
04/2019,105788.18870424913
05/2019,100548.00725305232
06/2019,105022.5940974521
07/2019,105333.85937269745
08/2019,103894.42276253916
09/2019,107717.83000328127
10/2019,108823.25122979662
11/2019,111883.05911777017
12/2019,114251.75644058845
01/2020,112888.38146947921
02/2020,103454.45858023579
03/2020,88421.85025431376
04/2020,94155.58323321035
05/2020,97345.70677300358
06/2020,100304.56001251219
07/2020,99331.49522392276
08/2020,102348.78475568813
09/2020,100892.6063699233
10/2020,95724.006552515
11/2020,108956.98403547078
12/2020,111750.87181346214
01/2021,110894.99494263924
02/2021,113579.65733738749
03/2021,120857.26909735712
04/2021,123511.47092533074
05/2021,126686.62548341317
06/2021,128560.80877166067
07/2021,131184.4937343601
08/2021,134016.70108666783
09/2021,129585.16957230656
10/2021,135616.13202162072
11/2021,132167.5470606446
12/2021,139313.36100441666
01/2022,133956.95443846443
02/2022,129586.15858116267
03/2022,130857.46906598084
04/2022,129892.75267652322
05/2022,128679.99688389411
06/2022,118338.2039052282
07/2022,127475.40021691793
08/2022,121015.28638874511
09/2022,113160.67911048497
10/2022,120324.11201923723
11/2022,128599.17347242612
12/2022,124235.28587721058
01/2023,132582.897563722
02/2023,135046.99069853494
03/2023,134596.90279615868
04/2023,137866.7919792741
05/2023,134367.3943716691
06/2023,137585.64751248597
07/2023,140512.07306831318
08/2023,136920.42685342464
09/2023,134620.29667281645
10/2023,129730.65031174426
11/2023,138303.4993570411
12/2023,143579.29980190637
01/2024,145654.38082621974
02/2024,148520.48886803686
03/2024,154490.17429051065
04/2024,152971.11504112353
