Data,FR0011550193
12/1986,10000
01/1987,10052.710712343664
02/1987,10358.216523536867
03/1987,10682.647588601827
04/1987,10962.132480692511
05/1987,11121.97279845654
06/1987,11499.092073642636
07/1987,12078.44535958663
08/1987,11842.874938328117
09/1987,12117.863923891693
10/1987,9235.357302588576
11/1987,8381.532347344935
12/1987,8618.948715416996
01/1988,8734.18617163102
02/1988,9154.58664715787
03/1988,9247.997336835351
04/1988,9561.050634759045
05/1988,9646.227863787955
06/1988,10059.424224112949
07/1988,10328.81809868279
08/1988,9930.042876321371
09/1988,10451.378256712504
10/1988,10772.05088076381
11/1988,10580.63060203259
12/1988,10787.419206695427
01/1989,11769.98853874818
02/1989,11388.961220569881
03/1989,11858.106381588028
04/1989,12138.981460991434
05/1989,12293.92205279026
06/1989,12497.515868909459
07/1989,13355.744681671404
08/1989,13849.879058216704
09/1989,13642.026748081838
10/1989,12609.502890432046
11/1989,13091.34234808081
12/1989,13775.759870535328
01/1990,13523.462382594475
02/1990,13213.150781795584
03/1990,13463.566849501303
04/1990,13046.664512503958
05/1990,14078.93215687502
06/1990,14299.374946582935
07/1990,14325.342064279232
08/1990,12718.051867635237
09/1990,11266.527724386759
10/1990,11750.3924824342
11/1990,11749.783152858476
12/1990,11645.312684891765
01/1991,11784.976643904465
02/1991,13143.543537617848
03/1991,13698.157078840348
04/1991,13806.40828612491
05/1991,14168.001227961418
06/1991,13702.08725770869
07/1991,14143.066772938222
08/1991,14388.573609450823
09/1991,14243.407676855726
10/1991,13983.82560064201
11/1991,13390.420493690677
12/1991,13459.536126617573
01/1992,14143.729213053966
02/1992,14403.791258490757
03/1992,14003.11671605729
04/1992,14895.400272837818
05/1992,15217.081645601382
06/1992,14329.62812349718
07/1992,13472.060769235859
08/1992,12882.320110321165
09/1992,13177.22989590736
10/1992,13209.975860969953
11/1992,13742.569274378338
12/1992,14205.126726597548
01/1993,14205.445754266346
02/1993,14839.684144569057
03/1993,15309.889247634364
04/1993,15254.975442041725
05/1993,15549.10221511494
06/1993,16225.651459481605
07/1993,17268.334868212896
08/1993,18053.06462651505
09/1993,17606.007005463576
10/1993,18571.49694781355
11/1993,18407.470182309997
12/1993,19946.403342120557
01/1994,20884.22527481859
02/1994,19827.150150451598
03/1994,18987.551067235243
04/1994,19615.518201055336
05/1994,18702.547639469365
06/1994,18045.738867343734
07/1994,19013.724318180488
08/1994,19523.42644053165
09/1994,18403.55357772389
10/1994,18707.033727093574
11/1994,18726.66895198399
12/1994,18628.536157228387
01/1995,18171.860061885916
02/1995,18186.22203844837
03/1995,18155.103139207098
04/1995,18807.351341292284
05/1995,19562.34050024662
06/1995,19468.173313606367
07/1995,20289.635994263856
08/1995,20540.175534287082
09/1995,20734.51082243148
10/1995,20638.872000605334
11/1995,21169.737333918943
12/1995,21787.2378665368
01/1996,22632.876290228003
02/1996,22711.88129908726
03/1996,23021.79600348061
04/1996,23825.436954003064
05/1996,23932.226172588227
06/1996,24046.984646090896
07/1996,23134.51145727883
08/1996,23858.902650060794
09/1996,24865.77230170282
10/1996,25129.63273754566
11/1996,26561.233030851738
12/1996,27132.630551178947
01/1997,28909.940905781874
02/1997,30020.425888812122
03/1997,30617.61626702708
04/1997,31430.403972181382
05/1997,32529.27188504697
06/1997,34513.318662815334
07/1997,37772.23187630813
08/1997,35279.20466726158
09/1997,37896.70487976771
10/1997,35097.075437758045
11/1997,36315.325910124724
12/1997,38230.26868931871
01/1998,40407.95171267883
02/1998,43138.16954960682
03/1998,46843.50588213093
04/1998,46996.56779763006
05/1998,48123.93709825029
06/1998,48946.565712884876
07/1998,49367.63731836626
08/1998,42799.99862334924
09/1998,38944.58484295042
10/1998,41569.10804647642
11/1998,44848.77398443903
12/1998,46196.892848685326
01/1999,47690.59238412615
02/1999,47987.918958278184
03/1999,49305.656737923244
04/1999,51928.57791510045
05/1999,50240.399874887065
06/1999,51754.74419427245
07/1999,50393.399913422014
08/1999,51728.20622623205
09/1999,50951.97423253484
10/1999,53202.18210134825
11/1999,57397.21915453629
12/1999,63697.835511978796
01/2000,60589.57294221242
02/2000,64843.6220226073
03/2000,66295.03458790398
04/2000,66166.12639908651
05/2000,64257.752962050894
06/2000,63755.909707613646
07/2000,64802.83052364192
08/2000,66988.82589140041
09/2000,64041.574244764386
10/2000,65867.12335664712
11/2000,61689.600558813174
12/2000,61133.13581659321
01/2001,61577.80266683368
02/2001,56998.58255221564
03/2001,54854.378674041356
04/2001,58449.15587294372
05/2001,58666.6887243702
06/2001,56588.0005582302
07/2001,54483.597962307256
08/2001,51275.814830414645
09/2001,45910.19271873936
10/2001,47844.56527557521
11/2001,49869.38460751685
12/2001,51463.29166707317
01/2002,50498.02505542024
02/2002,50118.87207413379
03/2002,52533.753334225374
04/2002,50516.288253018916
05/2002,48692.035914443695
06/2002,44410.792623032554
07/2002,39830.48967824543
08/2002,39805.39962849228
09/2002,34203.581271587995
10/2002,37433.65724737686
11/2002,39128.050021656236
12/2002,35765.58848020207
01/2003,33280.00298663036
02/2003,32068.43967446243
03/2003,31250.885777292293
04/2003,34691.38227295304
05/2003,35143.55504668319
06/2003,36374.49830206817
07/2003,37886.56142060625
08/2003,38641.81896504467
09/2003,37254.51524040553
10/2003,39921.4586439877
11/2003,40285.5437666712
12/2003,41379.03181075708
01/2004,42573.35604787332
02/2004,43851.38478912215
03/2004,42927.02955863933
04/2004,43534.6383522668
05/2004,43432.819150802396
06/2004,44174.082446354594
07/2004,43388.142869656534
08/2004,43006.78526545084
09/2004,43788.43176108375
10/2004,44274.55404222137
11/2004,45487.40181270894
12/2004,46350.89500958738
01/2005,47435.76976825165
02/2005,48894.04363579354
03/2005,48651.18643546648
04/2005,47747.66533809307
05/2005,50109.591790918195
06/2005,51835.122497488
07/2005,53574.50023268754
08/2005,53683.48431132613
09/2005,56080.87547299626
10/2005,54760.499529693465
11/2005,56596.45250231569
12/2005,58602.009012344395
01/2006,60709.01475294484
02/2006,62064.04119256224
03/2006,63527.23723509641
04/2006,64117.221983143914
05/2006,61152.57264389949
06/2006,61639.41769269947
07/2006,62714.59873865996
08/2006,64555.65417230795
09/2006,65875.77757846941
10/2006,68200.65189517387
11/2006,68032.45394119364
12/2006,70650.2120283431
01/2007,72121.31277250369
02/2007,70691.97310000945
03/2007,72712.42533838435
04/2007,75496.1347436655
05/2007,77910.74044823395
06/2007,77461.74132881856
07/2007,74820.13340706375
08/2007,74189.09947449772
09/2007,74600.78417311172
10/2007,76744.77453068212
11/2007,73295.0470462505
12/2007,72175.6395081513
01/2008,63800.44674526447
02/2008,63251.407442381766
03/2008,60888.17960478637
04/2008,64675.560691079016
05/2008,65070.01350798305
06/2008,58555.684664222696
07/2008,57460.90958263791
08/2008,58499.6993890517
09/2008,52032.80764757369
10/2008,45159.41887151119
11/2008,42090.50151957521
12/2008,40499.70817332519
01/2009,39083.80883072378
02/2009,35447.6900469608
03/2009,36267.73322019275
04/2009,41438.891909434715
05/2009,43465.63652871925
06/2009,43069.654781659076
07/2009,47106.36396771895
08/2009,49537.984424988645
09/2009,50930.54513454645
10/2009,49786.51343363303
11/2009,50377.06718410518
12/2009,53514.38356326364
01/2010,52070.514050573416
02/2010,51913.819508440974
03/2010,55813.95716617771
04/2010,55250.42215446539
05/2010,52517.23582757518
06/2010,52254.16848372775
07/2010,54882.881549726386
08/2010,54114.93109152827
09/2010,55965.63852069825
10/2010,57346.34276002287
11/2010,56564.09450461346
12/2010,59611.20483781454
01/2011,60573.29711017621
02/2011,62059.87838517927
