Data,DE000ETFL342
12/1987,10000
01/1988,11095.054957005563
02/1988,11449.689307341461
03/1988,12502.365289258058
04/1988,13085.50042496509
05/1988,13604.329063735822
06/1988,14582.843164945709
07/1988,14921.504308292973
08/1988,14840.343186069646
09/1988,15680.172637235568
10/1988,15186.001184002458
11/1988,14514.776897466942
12/1988,14908.973471464458
01/1989,15297.065695544334
02/1989,16663.977775551764
03/1989,18438.22465334053
04/1989,22049.93360578726
05/1989,23295.68580416577
06/1989,20826.0248359409
07/1989,21217.284275435155
08/1989,22034.643407807504
09/1989,25180.943875517947
10/1989,24559.29654043982
11/1989,23066.489061681816
12/1989,24805.14540242149
01/1990,24857.79936614856
02/1990,25477.84927442803
03/1990,22403.42297267492
04/1990,23700.480605213485
05/1990,25216.240031135327
06/1990,26250.733667680135
07/1990,27689.236753499175
08/1990,23079.036619423587
09/1990,20153.06271630754
10/1990,19188.474103359786
11/1990,17817.130951909785
12/1990,18780.12167295367
01/1991,20338.760870449754
02/1991,22948.475390134878
03/1991,25992.43499028457
04/1991,27652.33609241784
05/1991,30206.005007234045
06/1991,30197.090614113644
07/1991,31787.68334870872
08/1991,31726.138787905187
09/1991,29651.06973999801
10/1991,30804.228893867235
11/1991,29194.807385371743
12/1991,31428.012341916907
01/1992,35296.36872126446
02/1992,37659.31926553348
03/1992,39953.94281927484
04/1992,39296.944666186995
05/1992,38386.278146857614
06/1992,33568.049994776
07/1992,32300.663107055898
08/1992,30000.51160076834
09/1992,30782.760697254034
10/1992,33761.56740072006
11/1992,35567.57276993288
12/1992,36570.15382416145
01/1993,37444.86392688983
02/1993,39001.10242995078
03/1993,40468.08365276324
04/1993,39968.23547700135
05/1993,41161.474568639016
06/1993,43596.554087112796
07/1993,46622.36817108819
08/1993,50920.15256820915
09/1993,50656.4713475787
10/1993,55822.10129068096
11/1993,59827.679426424154
12/1993,69653.66072458572
01/1994,71844.85906334761
02/1994,70256.41781578383
03/1994,62539.83132638685
04/1994,61432.707711907504
05/1994,62136.41124584093
06/1994,59408.85385430236
07/1994,61125.80848408213
08/1994,68758.14528401617
09/1994,68757.12518880695
10/1994,66189.27994056136
11/1994,63645.01410151086
12/1994,59695.92201429268
01/1995,52222.16387756641
02/1995,50297.56861133364
03/1995,48623.04318372648
04/1995,49806.002889913405
05/1995,53239.13961710315
06/1995,52922.26288639862
07/1995,53452.77009131017
08/1995,53745.011412205466
09/1995,54147.073389882156
10/1995,51234.900567170145
11/1995,50402.20634376364
12/1995,53443.96355489469
01/1996,57908.88744646987
02/1996,57284.261104069155
03/1996,57662.56932836496
04/1996,60448.14565685811
05/1996,60875.48464499614
06/1996,60747.600826404116
07/1996,55703.01617591621
08/1996,56580.7385600808
09/1996,57534.893217358105
10/1996,56143.48393060735
11/1996,56321.14147963342
12/1996,57797.55659583754
01/1997,63387.870730665556
02/1997,68948.11541485909
03/1997,67878.94980709505
04/1997,68332.0407664531
05/1997,70035.50534250704
06/1997,74574.61761542749
07/1997,77753.34885794485
08/1997,69752.74678563303
09/1997,69767.57377291226
10/1997,57223.24419460512
11/1997,53969.637299245
12/1997,56732.20119909045
01/1998,53454.51379413473
02/1998,58874.84495968199
03/1998,61624.29173876454
04/1998,60506.82913010475
05/1998,51386.88301647737
06/1998,46302.79860864469
07/1998,47858.82668434299
08/1998,33856.27850836908
09/1998,34305.94198785737
10/1998,36499.073642871685
11/1998,40658.84098764484
12/1998,39791.943574936944
01/1999,40407.700002828664
02/1999,42134.19510870052
03/1999,48889.502003777685
04/1999,55663.3988898438
05/1999,56055.68592232961
06/1999,63160.75425844101
07/1999,59307.80712711157
08/1999,60500.181556248324
09/1999,57915.723887829416
10/1999,60317.148123335115
11/1999,68010.13261736571
12/1999,77012.01149755626
01/2000,79446.965261752
02/2000,81091.25990837548
03/2000,82816.41221670863
04/2000,78782.91928670094
05/2000,73713.38683858525
06/2000,74249.66145343069
07/2000,72775.85652515698
08/2000,75861.61099523031
09/2000,70310.39942797761
10/2000,67870.8116122389
11/2000,59995.52698300161
12/2000,57310.84736900819
01/2001,65255.704763093694
02/2001,60403.42832789667
03/2001,57003.56181437975
04/2001,59492.79207020884
05/2001,62982.0487631065
06/2001,61655.111073156855
07/2001,55911.445576987186
08/2001,52893.53177633787
09/2001,44810.241002099414
10/2001,48035.280042854036
11/2001,53882.84100828232
12/2001,58691.559410497786
01/2002,61885.2145169952
02/2002,62766.58386908419
03/2002,65951.27757173174
04/2002,64250.82902073968
05/2002,60639.52150012692
06/2002,52751.009980683906
07/2002,49666.9133803279
08/2002,50148.872070147285
09/2002,44588.58024555374
10/2002,47438.42673806393
11/2002,50356.301565351016
12/2002,46056.252181891636
01/2003,44435.946041588446
02/2003,43348.89683567249
03/2003,41659.41827420464
04/2003,44385.60613761134
05/2003,44766.62515444435
06/2003,48929.490355972055
07/2003,52468.05216206042
08/2003,57964.74848277608
09/2003,54725.21796853294
10/2003,59505.84441212058
11/2003,58336.57970419035
12/2003,59383.586077743494
01/2004,62681.93874703357
02/2004,65359.961861656404
03/2004,67215.00121259874
04/2004,63114.29486754805
05/2004,60563.9293911431
06/2004,61023.002806214565
07/2004,60488.50711740074
08/2004,62613.145040853815
09/2004,64605.0748731108
10/2004,64414.26445038972
11/2004,67391.83846001612
12/2004,68909.0991501225
01/2005,72197.55320160356
02/2005,77182.85504869532
03/2005,73685.65657874556
04/2005,71720.52990643459
05/2005,77976.02915228577
06/2005,82219.85558930106
07/2005,87985.74872365576
08/2005,87965.92242803596
09/2005,97366.58883940353
10/2005,91096.18663929882
11/2005,100718.16999077353
12/2005,106376.72450152106
01/2006,115131.42536206658
02/2006,117312.53356456722
03/2006,116061.22233812684
04/2006,119986.25525390396
05/2006,104611.34568443557
06/2006,105605.61094334396
07/2006,106648.1849974539
08/2006,108645.79250719705
09/2006,111153.1277770182
10/2006,116048.11322778412
11/2006,119867.04872597702
12/2006,125496.305068157
01/2007,126232.16886733634
02/2007,122991.14014503639
03/2007,126823.5938184596
04/2007,129987.21540295254
05/2007,137805.6090829796
06/2007,143693.5357939322
07/2007,149041.43977424956
08/2007,145863.40901912443
09/2007,156490.1314314019
10/2007,170642.46529654402
11/2007,155088.4590845178
12/2007,155984.24355218478
01/2008,135111.13479311817
02/2008,142217.93558745115
03/2008,129132.82661446482
04/2008,142007.39075375517
05/2008,144904.76937900265
06/2008,128271.55413462849
07/2008,124675.85609001842
08/2008,121512.96544431247
09/2008,103223.2909164899
10/2008,84020.16771772136
11/2008,77838.96104673306
12/2008,76712.49629181744
01/2009,77915.49588611163
02/2009,74491.24060344642
03/2009,80914.80000054113
04/2009,94583.04716762343
05/2009,104279.91584579316
06/2009,102577.35533362394
07/2009,114097.40676556062
08/2009,112590.09618493126
09/2009,119655.32818378041
10/2009,118478.56951870013
11/2009,121675.35966271954
12/2009,131847.26511688394
01/2010,128366.70352038568
02/2010,132535.87675703398
03/2010,144141.68296389087
04/2010,147639.43520098223
05/2010,145671.2030231896
06/2010,144971.75184061538
07/2010,147937.3739906002
08/2010,149016.5817948023
09/2010,153771.03748421962
10/2010,155779.2816475188
11/2010,161612.5798505927
12/2010,168359.4303513991
01/2011,159784.0789961307
02/2011,156606.01364771705
03/2011,161399.40039392072
04/2011,159039.65029428765
05/2011,159961.12216861238
06/2011,156739.64402178596
07/2011,158178.6632429462
08/2011,142120.7283371166
09/2011,129863.08765313319
10/2011,141775.543711119
11/2011,138007.4102435714
12/2011,141330.44490355265
01/2012,154480.86931681933
02/2012,160426.54642327118
03/2012,156012.6491582402
04/2012,155763.9777100989
05/2012,147340.4381650879
06/2012,150742.53015448715
07/2012,157540.94902921875
08/2012,152927.10951556463
09/2012,158101.11682009857
10/2012,156310.5956823342
11/2012,158307.2774789027
12/2012,163363.03365489098
01/2013,161200.40476896113
02/2013,164215.93397162083
03/2013,165418.59843992995
04/2013,163235.09645968542
05/2013,159843.1061327042
06/2013,148809.4838173411
07/2013,148154.25679471504
08/2013,146027.98563481047
09/2013,152381.2247800888
10/2013,158131.17675024882
11/2013,156089.07973818676
12/2013,151752.52268748495
01/2014,144737.76033311698
02/2014,146268.55043724942
03/2014,150985.42559706548
04/2014,150787.31916048742
05/2014,158790.6063018566
06/2014,162386.3634800965
07/2014,169026.27460596373
08/2014,175315.5066587779
09/2014,170068.28472032302
10/2014,172811.84983132457
11/2014,171462.35096811233
12/2014,168157.9007789782
01/2015,181599.29278880515
02/2015,188228.5223541244
03/2015,193784.69293551493
04/2015,200146.0390095013
05/2015,196353.1860182904
06/2015,187550.52170722283
07/2015,178099.09484797425
08/2015,158372.60133069573
09/2015,153743.49215545438
10/2015,167418.76410128252
11/2015,167470.48381900584
12/2015,159106.5412010245
01/2016,148257.71137591917
02/2016,148386.21568049327
03/2016,160641.87778728284
04/2016,161204.98168413824
05/2016,158601.37267268586
06/2016,165783.54278760383
07/2016,173959.40331046173
08/2016,177941.86141773537
09/2016,179718.02114577356
10/2016,183603.66131869992
11/2016,180186.29887292976
12/2016,182222.67029729797
01/2017,188280.481164028
02/2017,196849.9634678882
03/2017,199986.88650037264
04/2017,199828.5398779191
05/2017,200333.28107993095
06/2017,198988.5302637495
07/2017,205234.15449984116
08/2017,208038.00989994913
09/2017,207478.8780370741
10/2017,217753.15060217795
11/2017,214198.610152804
12/2017,219217.4681386174
01/2018,228539.42790206222
02/2018,222245.881565262
03/2018,216155.6137502855
04/2018,219434.54526252014
05/2018,218469.4426129266
06/2018,210156.3360823498
07/2018,213415.63679180713
08/2018,209107.39780087507
09/2018,209301.7476375228
10/2018,195335.54594744512
11/2018,202559.35397739793
12/2018,195637.6125379785
01/2019,211972.3671025625
02/2019,213693.5585161918
03/2019,218885.10417452184
04/2019,223754.55910543993
05/2019,208715.31316514796
06/2019,217332.33883948377
07/2019,219149.44854328354
08/2019,210581.3338051303
09/2019,217454.61586734647
10/2019,221144.678552068
11/2019,224194.17873446562
12/2019,235538.85601841664
01/2020,228138.96646217853
02/2020,217474.5270085005
03/2020,184268.11450408862
04/2020,202558.01449239397
05/2020,199280.54559932882
06/2020,212739.55631162095
07/2020,219100.82687791064
08/2020,222153.5157365474
09/2020,222854.28758231524
10/2020,227553.82229950614
11/2020,242638.16589593852
12/2020,254279.05342949726
01/2021,264919.66931866744
02/2021,267147.348956624
03/2021,271922.37297970976
04/2021,270346.12476671493
05/2021,273833.15792848886
06/2021,281568.6763555193
07/2021,262477.2854137344
08/2021,270585.8395204663
09/2021,265505.3756341991
10/2021,266499.40581611864
11/2021,261861.04905582854
12/2021,267631.61416773463
01/2022,266442.200131453
02/2022,257373.30999692774
03/2022,253731.72196199416
04/2022,252274.37178263883
05/2022,249218.77683442444
06/2022,240036.90441856012
07/2022,243959.7369944141
08/2022,249789.9176618084
09/2022,226199.00192832103
10/2022,215412.8228007008
11/2022,236263.33449961033
12/2022,226605.40470360316
01/2023,240627.78027979413
02/2023,229447.78176588516
03/2023,230804.4141863668
04/2023,225904.52187448952
05/2023,228250.626968572
06/2023,233016.4764557081
07/2023,244027.0675483044
08/2023,232200.12487409773
