Data,LU2572256746
11/2008,10000
12/2008,8907.571045600753
01/2009,10480.800226950345
02/2009,11079.07557593723
03/2009,11986.134402355105
04/2009,12632.65450908764
05/2009,12341.281921107651
06/2009,14390.316411088897
07/2009,16990.071323852568
08/2009,12731.199722739922
09/2009,13193.750937998835
10/2009,14081.740400795588
11/2009,14724.548647068143
12/2009,15665.530210465751
01/2010,14242.384263414517
02/2010,14910.825290645704
03/2010,15318.466909404371
04/2010,14164.75397218406
05/2010,13839.442277785372
06/2010,13110.513140719713
07/2010,13763.597822540994
08/2010,14045.266626556917
09/2010,13372.250178160495
10/2010,15250.697036355887
11/2010,14999.540110566488
12/2010,14805.409207048124
01/2011,14343.339669235242
02/2011,14780.757041838173
03/2011,14451.639900496255
04/2011,13884.857670908585
05/2011,13590.069277497414
06/2011,13912.012672211778
07/2011,13762.536391863467
08/2011,13083.304197561705
09/2011,12826.281465418824
10/2011,13021.790778135111
11/2011,12670.955548258766
12/2011,12632.347397540958
01/2012,13034.917428355795
02/2012,13534.688864115456
03/2012,12719.13659599156
04/2012,13702.833217756772
05/2012,14436.771484285095
06/2012,13612.896341866845
07/2012,13386.549835081769
08/2012,12336.885576831952
09/2012,12653.478208234648
10/2012,12508.415372359748
11/2012,12001.806009794056
12/2012,13793.896962225213
01/2013,14185.10866761809
02/2013,14515.78439495582
03/2013,13939.275780199217
04/2013,13498.581534096726
05/2013,14417.905193589637
06/2013,12363.078654747293
07/2013,12270.852653209515
08/2013,12989.495473573772
09/2013,13247.200533657006
10/2013,12972.831334837292
11/2013,13388.251750521771
12/2013,12717.492757642667
01/2014,12246.293375899157
02/2014,11652.204581175141
03/2014,11383.102074525728
04/2014,11305.209191624033
05/2014,11520.100247835231
06/2014,11711.893631293004
07/2014,13223.88812228752
08/2014,13391.003365207209
09/2014,14662.630161524523
10/2014,15179.650352122273
11/2014,16890.078787512637
12/2014,21441.744215673923
01/2015,22282.271335149082
02/2015,23240.742161676655
03/2015,27942.49583202658
04/2015,31839.2346233639
05/2015,33189.25923880457
06/2015,30115.681926157635
07/2015,26312.803645877524
08/2015,22091.239010269463
09/2015,21029.05788456696
10/2015,23957.348518808652
11/2015,24872.062047174666
12/2015,24677.72219420131
01/2016,18959.236486328893
02/2016,18756.87459644769
03/2016,20356.1799927983
04/2016,19780.217985717358
05/2016,19923.283432429533
06/2016,20016.31413850537
07/2016,20708.486980697413
08/2016,21305.891720392417
09/2016,20732.437586998265
10/2016,21378.47304165154
11/2016,22844.523731012887
12/2016,21540.778539725194
01/2017,21837.977976893788
02/2017,22671.338615552402
03/2017,22419.710442839816
04/2017,21894.899270252896
05/2017,21709.85046843607
06/2017,22681.98151175227
07/2017,22979.24734865292
08/2017,23729.376045941885
09/2017,23830.237327428502
10/2017,25155.65996011295
11/2017,24377.496581257907
12/2017,24565.3979203991
01/2018,25693.94706172413
02/2018,24415.40277418206
03/2018,23610.590401998274
04/2018,23003.698347336474
05/2018,23440.133330250548
06/2018,21090.818613909814
07/2018,20586.659075579075
08/2018,19431.6983130866
09/2018,20056.951365349174
10/2018,18456.066003598753
11/2018,18614.149331736367
12/2018,17924.2541727257
01/2019,19431.368864073695
02/2019,22293.260239417035
03/2019,23905.048212672194
04/2019,23975.65276492343
05/2019,21903.670856240933
06/2019,22799.1350746227
07/2019,23439.838499388236
08/2019,22815.66678536559
09/2019,23252.45720724119
10/2019,23390.6607759224
11/2019,23494.509864821895
12/2019,24858.89634125004
01/2020,24806.370193420516
02/2020,24862.36602604022
03/2020,23131.64985265513
04/2020,24902.6847058937
05/2020,23840.25246878198
06/2020,26188.148507047452
07/2020,28486.24760123331
08/2020,29620.817862732667
09/2020,28893.386209472385
10/2020,29860.40897935053
11/2020,30955.481773642812
12/2020,32569.544722886592
01/2021,34167.450273832445
02/2021,33691.01448677203
03/2021,32638.697670652666
04/2021,33019.95616541567
05/2021,34743.958329451845
06/2021,35165.062038117554
07/2021,32848.04256571524
08/2021,33373.442839505034
09/2021,34519.58316523981
10/2021,35018.14782697582
11/2021,35778.65669944678
12/2021,36383.91404371576
01/2022,33680.63518041749
02/2022,34409.144119001416
03/2022,31701.264610270242
04/2022,30156.016302905427
05/2022,30491.259455925097
06/2022,34465.25815475861
07/2022,32950.5168324214
08/2022,32352.564511762583
09/2022,30034.09519829198
10/2022,26721.198988200675
11/2022,28842.882764119688
12/2022,28615.45639195004
01/2023,30849.97826389663
02/2023,30075.25398055973
03/2023,29358.287941333016
04/2023,28472.210554048706
05/2023,26923.85661282078
06/2023,26263.74388650768
07/2023,27651.685657166654
08/2023,25813.607343927226
09/2023,26001.87236079881
10/2023,24937.4348569601
11/2023,24560.86219215905
12/2023,23895.420887279215
01/2024,22329.939266934984
02/2024,24579.293680778166
03/2024,24580.885275240285
