Data,FR0011119171
01/2005,10000.000000000002
02/2005,9935.599915670951
03/2005,9973.470425844724
04/2005,9787.248837234341
05/2005,10780.133057490777
06/2005,10950.97018127825
07/2005,11483.51697375663
08/2005,11236.229397674233
09/2005,11432.421673916157
10/2005,11337.380945810673
11/2005,12079.98116765741
12/2005,12011.616675111924
01/2006,11896.821353282974
02/2006,12119.093347659174
03/2006,12063.448994509223
04/2006,11629.05571882746
05/2006,10944.04894379941
06/2006,11032.039561968037
07/2006,10774.402364008038
08/2006,11036.227904347172
09/2006,11508.815205727657
10/2006,11877.787426006047
11/2006,11649.098079017816
12/2006,11713.326594365224
01/2007,12212.90554228549
02/2007,11748.294675643832
03/2007,11715.253130971174
04/2007,12006.180671198274
05/2007,12576.735386329581
06/2007,12339.306731021257
07/2007,11967.030853170469
08/2007,12157.59826339081
09/2007,12241.508452095655
10/2007,12421.383005111837
11/2007,11707.351961179618
12/2007,11694.861645593981
01/2008,10673.033433854225
02/2008,10254.519944185418
03/2008,9774.708081747078
04/2008,10466.402520747053
05/2008,10870.76577768329
06/2008,9922.288942396042
07/2008,9827.469069648434
08/2008,10522.265514930443
09/2008,9583.077399214648
10/2008,8851.259948260868
11/2008,8165.130799231123
12/2008,7600.614189635203
01/2009,7855.329415937265
02/2009,7361.959349667729
03/2009,7617.363896033856
04/2009,8368.225249808344
05/2009,8268.999329579887
06/2009,8338.90042429714
07/2009,8927.334778166465
08/2009,9025.508358779582
09/2009,9169.584327426617
10/2009,8947.977854888615
11/2009,9355.274845530994
12/2009,10056.017367539704
01/2010,9918.610924750701
02/2010,10557.297601846967
03/2010,11241.684870095733
04/2010,11505.530383024334
05/2010,11495.77267273388
06/2010,10892.801454634764
07/2010,10990.000289509964
08/2010,10762.676414802574
09/2010,11062.04900234809
10/2010,11413.80461004447
11/2010,12307.615170890076
12/2010,12629.845196208204
01/2011,12637.113817331532
02/2011,12914.728025322793
03/2011,12588.969259206828
04/2011,12436.838055295515
05/2011,12705.670646692628
06/2011,12462.504711413167
07/2011,12502.595355977104
08/2011,11685.08068842144
09/2011,11581.341087653796
10/2011,12393.295358972631
11/2011,12928.562511459715
12/2011,13362.020360424596
01/2012,13902.812682165919
02/2012,14276.170073933667
03/2012,14839.533152701271
04/2012,14973.483684631397
05/2012,14926.890344225858
06/2012,15102.108322113734
07/2012,15683.404358583717
08/2012,15685.261450642141
09/2012,15595.81986782597
10/2012,15064.751013545638
11/2012,15322.885427009904
12/2012,15074.731274691718
01/2013,15305.401248357952
02/2013,15990.331215911865
03/2013,17007.424524341226
04/2013,17010.98449777425
05/2013,17412.237839731653
06/2013,16985.163084448996
07/2013,17620.325891014618
08/2013,17367.89037391997
09/2013,17776.407231680387
10/2013,18374.875718987314
11/2013,18931.947376321925
12/2013,19215.582126119367
01/2014,19044.55573185888
02/2014,19591.248236695366
03/2014,19425.734748617808
04/2014,19336.48357433542
05/2014,20292.115388744427
06/2014,20607.121992914104
07/2014,20711.56888862549
08/2014,21970.953866033404
09/2014,22689.813361193483
10/2014,23393.841568768235
11/2014,24210.720485402202
12/2014,24629.543102184292
01/2015,26041.948506575507
02/2015,27934.298299945836
03/2015,28846.826282866597
04/2015,27807.945195486707
05/2015,28824.76145247635
06/2015,27758.159398997013
07/2015,29276.01738136553
08/2015,26885.41488979493
09/2015,26244.156217925014
10/2015,28981.006834009833
11/2015,30261.02552236726
12/2015,28968.619291716135
01/2016,27264.13262637844
02/2016,27328.2795975375
