Data,FR0011119171
03/2016,27893.566812407484
04/2016,27590.808973504696
05/2016,28750.12846975072
06/2016,28766.793632912475
07/2016,30090.26982133892
08/2016,29884.90408063399
09/2016,29911.55740818824
10/2016,29778.130316431707
11/2016,31311.087096602256
12/2016,31976.405692740813
01/2017,32391.20461422501
02/2017,34234.473964469384
03/2017,34320.533883842254
04/2017,34332.38546725855
05/2017,34306.17198600767
06/2017,33637.69835741646
07/2017,33598.87587323349
08/2017,33925.912650698905
09/2017,34416.952376700196
10/2017,36261.13765318402
11/2017,36691.66892737853
12/2017,36527.52168168824
01/2018,37651.89504532201
02/2018,37388.11928502685
03/2018,36041.11220519318
04/2018,36885.9148713228
05/2018,39747.45678299929
06/2018,40265.00358884222
07/2018,41165.20082730839
08/2018,43726.187646381186
09/2018,44248.533085388684
10/2018,41202.98274280445
11/2018,41483.80305492096
12/2018,37609.20904660109
01/2019,40848.218688610395
02/2019,42570.13284980253
03/2019,44480.41007038433
04/2019,46553.43947084954
05/2019,43867.170491418074
06/2019,45929.51130635121
07/2019,47923.88990611134
08/2019,48044.82574468821
09/2019,48691.86229830725
10/2019,48867.407431442945
11/2019,51826.89323165265
12/2019,52184.71088928533
01/2020,54221.614151438436
02/2020,50865.67985134438
03/2020,45941.59190641869
04/2020,53120.28025694793
05/2020,55354.55818178157
06/2020,57436.37927856801
07/2020,58452.899508769784
08/2020,63978.657682484256
09/2020,62166.45474388084
10/2020,60096.66124432771
11/2020,64681.07708790875
12/2020,66041.16980322957
01/2021,66271.2880222196
02/2021,66327.44923441445
03/2021,69735.09703640836
04/2021,72268.00067865114
05/2021,70561.89394963376
06/2021,76977.90771038219
07/2021,79455.81822716743
08/2021,82811.02149911168
09/2021,79881.5887572406
10/2021,86295.96944276443
11/2021,88964.65995194769
12/2021,91128.31306409076
01/2022,84562.26097353369
02/2022,80646.31911860136
03/2022,84528.04223063466
04/2022,78262.66422050369
05/2022,75196.40280192814
06/2022,71401.21168222217
07/2022,81441.66004417514
08/2022,79172.31245316804
09/2022,73310.72926481295
10/2022,76284.75879928723
11/2022,76197.32930196462
12/2022,68438.71247493214
01/2023,72989.0922219734
02/2023,73564.14108803583
03/2023,76730.96228565983
04/2023,76727.85553996782
05/2023,82450.6921715785
06/2023,86592.51868688424
07/2023,88221.20457985679
08/2023,88662.0270030791
09/2023,85994.62607511277
10/2023,84557.08449543067
11/2023,91084.76979766242
12/2023,94079.40895186031
01/2024,98306.24692659159
02/2024,105104.52726208606
03/2024,107086.56402626538
04/2024,103417.22588467375
