Data,FR0010435297
12/1987,10000
01/1988,11095.888290338899
02/1988,11451.473934099153
03/1988,12505.268282776817
04/1988,13089.580925554568
05/1988,13609.66215101268
06/1988,14589.693981949313
07/1988,14929.730031425843
08/1988,14849.768311976644
09/1988,15691.368620874995
10/1988,15198.151932548815
11/1988,14527.657093160844
12/1988,14923.414109387053
01/1989,15313.125852393328
02/1989,16682.74912644563
03/1989,18460.384856415974
04/1989,22077.97295030959
05/1989,23327.14911492635
06/1989,20856.09653499213
07/1989,21249.658940856338
08/1989,22070.036056058958
09/1989,25223.229367497817
10/1989,24602.640057236065
11/1989,23109.248214632982
12/1989,24853.05333378086
01/1990,24907.880079609204
02/1990,25531.254851755682
03/1990,22452.511673729517
04/1990,23754.282364364386
05/1990,25275.462194401367
06/1990,26314.49170257887
07/1990,27758.681512863517
08/1990,23139.232194739234
09/1990,20207.554930356575
10/1990,19242.04211252375
11/1990,17868.47411835257
12/1990,18835.72890441446
01/1991,20400.552817822416
02/1991,23019.896054515146
03/1991,26075.247446017103
04/1991,27742.609965973985
05/1991,30306.92747777098
06/1991,30300.50887771117
07/1991,31899.074078135225
08/1991,31839.972108417074
09/1991,29760.11104805644
10/1991,30919.99093448713
11/1991,29307.097899017288
12/1991,31551.334577193993
01/1992,35437.499506670916
02/1992,37812.85131683431
03/1992,40119.98081749739
04/1992,39463.595685930195
05/1992,38552.35583255962
06/1992,33716.49438131899
07/1992,32446.312572386953
08/1992,30138.493131069863
09/1992,30926.851571542196
10/1992,33922.17899439702
11/1992,35739.60279758451
12/1992,36750.01134565292
01/1993,37632.085905283995
02/1993,39199.241510715205
03/1993,40676.94210864916
04/1993,40177.90392857293
05/1993,41380.75076450757
06/1993,43832.25088113898
07/1993,46878.07616298398
08/1993,51203.338966827156
09/1993,50942.458259226805
10/1993,56141.49656274628
11/1993,60174.67172622228
12/1993,70062.65691842511
01/1994,72272.5602107839
02/1994,70680.68549344147
03/1994,62923.38978481692
04/1994,61814.71976741045
05/1994,62527.95042551343
06/1994,59788.41658251097
07/1994,61521.32319077964
08/1994,69208.17182325052
09/1994,69212.91239910368
10/1994,66633.81278830045
11/1994,64078.01226066929
12/1994,60107.3930233573
01/1995,52587.1288464447
02/1995,50653.46542451118
03/1995,48971.312469481134
04/1995,50166.82623122271
05/1995,53629.01514500589
06/1995,53314.28697900197
07/1995,53853.16679764388
08/1995,54152.08496379325
09/1995,54561.70489873089
10/1995,51631.778905538755
11/1995,50796.93707291128
12/1995,53866.7492367864
01/1996,58371.48324221717
02/1996,57746.731463420336
03/1996,58132.90609352009
04/1996,60946.047964766665
05/1996,61381.98571737497
06/1996,61258.153035091746
07/1996,56176.27610224088
08/1996,57066.13708401325
09/1996,58033.23281681311
10/1996,56634.607914129294
11/1996,56818.53910125428
12/1996,58312.727989248335
01/1997,63957.73009374662
02/1997,69573.29139947215
03/1997,68500.22907822292
04/1997,68963.17541970608
05/1997,70688.12062257755
06/1997,75275.42060445438
07/1997,78490.29641489414
08/1997,70420.40535871407
09/1997,70441.2426339
10/1997,57781.65634102842
11/1997,54501.11431096005
12/1997,57295.424881826766
01/1998,53989.97200141321
02/1998,59469.09822892266
03/1998,62251.252308266216
04/1998,61127.60832959261
05/1998,51919.18868145584
06/1998,46786.76593616978
07/1998,48362.95686654342
08/1998,34216.94039486112
09/1998,34674.24543091853
10/1998,36893.81173859355
11/1998,41101.641521520265
12/1998,40228.7281836415
01/1999,40854.595985036605
02/1999,42603.59011331205
03/1999,49437.70464434336
04/1999,56291.67768983217
05/1999,56693.08348159722
06/1999,63883.666497331134
07/1999,59991.94374308428
08/1999,61203.0719633298
09/1999,58593.68835171451
10/1999,61028.10659107828
11/1999,68816.85399985824
12/1999,77931.24594481342
01/2000,80401.75819083996
02/2000,82072.51410256657
03/2000,83825.38119263755
04/2000,79749.73285694834
05/2000,74624.63358790182
06/2000,75173.75636254223
07/2000,73687.87326290706
08/2000,76818.43862753651
09/2000,71203.61225325147
10/2000,68738.96591219911
11/2000,60768.674588960544
12/2000,58054.462225042415
01/2001,66107.24293219285
02/2001,61197.15685346102
03/2001,57757.71431043868
04/2001,60284.69002337098
05/2001,63825.41531446338
06/2001,62486.027935638915
07/2001,56670.163073463715
08/2001,53616.01874039008
09/2001,45426.78412689079
10/2001,48699.981974536226
11/2001,54632.51856978757
12/2001,59512.693880294326
01/2002,62755.98976516878
02/2002,63654.990365942154
03/2002,66890.06522533421
04/2002,65170.98570343514
05/2002,61513.3904076752
06/2002,53516.32460601681
07/2002,50391.94345211035
08/2002,50885.13703043748
09/2002,45247.45173329671
10/2002,48143.18013599861
11/2002,51108.41534348273
12/2002,46748.400135235155
01/2003,45107.63922078021
02/2003,44007.917163220096
03/2003,42296.421290366154
04/2003,45067.819264598686
05/2003,45458.45024992751
06/2003,49689.436729793255
07/2003,53287.09834991974
08/2003,58874.040775839756
09/2003,55588.597956521655
10/2003,60449.27899911106
11/2003,59266.513639961886
12/2003,60335.14904808527
01/2004,63691.38247113239
02/2004,66417.84067404328
03/2004,68308.43944679509
04/2004,64146.71612074987
05/2004,61559.97742182186
06/2004,62031.73085984698
07/2004,61493.56911214219
08/2004,63658.633955166064
09/2004,65689.12911045358
10/2004,65500.591038808925
11/2004,68533.83929304006
12/2004,70082.52215739331
01/2005,73432.81406943634
02/2005,78509.53112085404
03/2005,74958.76267459682
04/2005,72965.93003204105
05/2005,79336.134172309
06/2005,83660.59533902309
07/2005,89534.49602062137
08/2005,89521.78194555707
09/2005,99096.17875989432
10/2005,92722.64909254093
11/2005,102524.15351102364
12/2005,108292.71558004976
01/2006,117214.12503395842
02/2006,119444.45680069327
03/2006,118180.359172723
04/2006,122186.90678149345
05/2006,106540.19033676166
06/2006,107561.66640407455
07/2006,108632.5147667461
08/2006,110676.34310146964
09/2006,113239.76258985313
10/2006,118236.0763621144
11/2006,122136.866813536
12/2006,127882.89756114455
01/2007,128643.41236188987
02/2007,125351.19490747666
03/2007,129267.63477478315
04/2007,132502.99539943488
05/2007,140483.748633898
06/2007,146497.80937446002
07/2007,151962.28935871454
08/2007,148734.6404574196
09/2007,159582.93791378482
10/2007,174028.27125271858
11/2007,158180.15226508275
12/2007,159106.9759028965
01/2008,137829.25608330694
02/2008,145090.51492564555
03/2008,131753.1981416906
04/2008,144899.9931881689
05/2008,147868.4646176287
06/2008,130907.37741606442
07/2008,127248.70113014102
08/2008,124031.14426708138
09/2008,105372.77886284185
10/2008,85778.55719131239
11/2008,79475.13730699927
12/2008,78331.61717224453
01/2009,79566.53533311238
02/2009,76076.35018221631
03/2009,82642.93709842103
04/2009,96609.99064026827
05/2009,106522.71699651916
06/2009,104792.41554316544
07/2009,116569.96420591524
08/2009,115039.70348838031
09/2009,122268.23941420022
10/2009,121075.97291145388
11/2009,124352.93588850733
12/2009,134759.04605739217
01/2010,131212.84791845034
02/2010,135485.3943981882
03/2010,147360.77229121048
04/2010,150948.9192411394
05/2010,148949.14626797382
06/2010,148246.36822446156
07/2010,151291.33159812202
08/2010,152407.61423970788
09/2010,157282.96331177087
10/2010,159350.18001240483
11/2010,165330.4729644218
12/2010,172246.3121215003
01/2011,163487.3371390429
02/2011,160249.23885759574
03/2011,165167.49130884453
04/2011,162766.4135562556
05/2011,163723.04207427768
06/2011,160439.4457129111
07/2011,161925.80259133727
08/2011,145500.96051463427
09/2011,132963.90635790664
10/2011,145171.8835877932
11/2011,141325.5793033866
12/2011,144740.2881872702
01/2012,158220.05119779237
02/2012,164322.82736210767
03/2012,159815.42330446775
04/2012,159574.0084961954
05/2012,150957.72463436262
06/2012,154455.91960995604
07/2012,161434.68197022358
08/2012,156720.2611289031
09/2012,162035.66275914686
10/2012,160214.08521373098
11/2012,162273.9806163382
12/2012,167469.9416326343
01/2013,165266.9005971447
02/2013,168372.27279915917
03/2013,169619.4079735212
04/2013,167394.59085536748
05/2013,163930.116675364
06/2013,152628.03774539728
07/2013,151968.71614887283
08/2013,149800.36492525294
09/2013,156330.2123290662
10/2013,162242.2028828843
11/2013,160160.53649701385
12/2013,155724.2105922434
01/2014,148538.83392986262
02/2014,150122.20356823862
03/2014,154975.8617008377
04/2014,154785.4341088999
05/2014,163013.82662075514
06/2014,166718.8016165847
07/2014,173549.75757638752
08/2014,180021.7646045231
09/2014,174648.68540569893
10/2014,177480.6962317212
11/2014,176109.52810434636
12/2014,172730.1925590322
01/2015,186551.45647170523
02/2015,193377.00929209782
03/2015,199101.26878474423
04/2015,205653.73320695545
05/2015,201773.6448675517
06/2015,192744.79168872358
07/2015,183047.66669147596
08/2015,162788.3167224246
09/2015,158043.70527985538
10/2015,172114.64557113306
11/2015,172182.158847693
12/2015,163597.2505629463
01/2016,152455.8505816874
02/2016,152600.69833237582
03/2016,165217.16391251265
04/2016,165810.07382550015
05/2016,163145.90583832844
06/2016,170547.4679636674
07/2016,178972.48078902368
08/2016,183084.61781054313
09/2016,184927.36796785108
10/2016,188941.04879130377
11/2016,185440.08816615707
12/2016,187551.28851333002
01/2017,193801.87325022288
02/2017,202638.80882712646
03/2017,205884.867173312
04/2017,205739.00769033283
05/2017,206275.82289150366
06/2017,204908.37200991364
07/2017,211356.8771608613
08/2017,214261.9926714624
09/2017,213703.9881320572
10/2017,224304.33437019144
11/2017,220661.54628957558
12/2017,225850.22489962183
01/2018,235473.05553684747
02/2018,229008.19288038858
03/2018,222751.6995195385
04/2018,226149.25174319017
05/2018,225173.46268217434
06/2018,216624.0220797583
07/2018,220001.68170519808
08/2018,215578.8231580645
09/2018,215797.15260714147
10/2018,201415.5112782907
11/2018,208880.9503755506
12/2018,201760.59773519062
01/2019,218623.40408488872
02/2019,220416.81977627325
03/2019,225790.0707511109
04/2019,230831.95372648802
05/2019,215336.2498847587
06/2019,224244.57240669162
07/2019,226138.16215281474
08/2019,217315.65360872247
09/2019,224426.85054347158
10/2019,228253.9297305558
11/2019,231420.48491707203
12/2019,243150.11289813928
01/2020,235531.364114683
02/2020,224540.9919418491
03/2020,190274.30528091034
04/2020,209176.2179310101
05/2020,205809.0952368107
06/2020,219726.18193254154
07/2020,226314.67487171447
08/2020,229486.7324161652
09/2020,230229.76041135885
10/2020,235104.01436688224
11/2020,250708.44558446007
12/2020,262757.4078506305
01/2021,273774.7072307195
02/2021,276099.662443288
03/2021,281057.70950549847
04/2021,279451.9281043742
05/2021,283079.69924437633
06/2021,291100.0133793399
07/2021,271386.6210968329
08/2021,279793.02154463704
09/2021,274563.001593755
10/2021,275613.82302877225
11/2021,270839.79989212495
12/2021,276830.7974281852
01/2022,275623.5694217196
02/2022,266265.14175590436
03/2022,262519.93150361686
04/2022,261033.98144782605
05/2022,257894.041280883
06/2022,248414.04057332946
07/2022,252494.4786951641
08/2022,258549.66490633838
09/2022,234152.99793990565
10/2022,223007.0494917688
11/2022,244611.21515236836
12/2022,234632.426470923
01/2023,249171.06802995346
02/2023,237614.89729064892
03/2023,239039.61982081612
04/2023,233984.81710879476
05/2023,236434.33790243894
06/2023,241390.76528906808
07/2023,252817.17764449495
08/2023,240585.2842285807
