Data,LU0533033238
09/2010,10000
10/2010,10014.384558108382
11/2010,10314.583252471175
12/2010,10509.901949472449
01/2011,10344.929684744116
02/2011,10600.021653860671
03/2011,10390.596894144819
04/2011,10645.551785328045
05/2011,11254.55999198972
06/2011,10969.600757455099
07/2011,10881.63384199986
08/2011,10421.023886069188
09/2011,10632.33818907279
10/2011,10750.787604505693
11/2011,11071.9538308228
12/2011,11852.960217143365
01/2012,12019.598065789189
02/2012,11998.053639394684
03/2012,12418.361523892356
04/2012,12529.692131541871
05/2012,12725.97778844614
06/2012,13170.634557898464
07/2012,13864.404185962976
08/2012,13696.002587126852
09/2012,13923.302038200676
10/2012,13757.03477418106
11/2012,13815.364326256715
12/2012,13676.887987370312
01/2013,14231.702149118439
02/2013,14920.052040373243
03/2013,16022.618127240668
04/2013,16232.722145438709
05/2013,16495.992994359494
06/2013,16252.751098061397
07/2013,16808.560829877653
08/2013,16473.509955902577
09/2013,16628.08218134547
10/2013,17189.224687026897
11/2013,17819.191391488475
12/2013,17779.21553680028
01/2014,18277.48571045786
02/2014,19088.976091755925
03/2014,18786.404740757403
04/2014,18724.528047312077
05/2014,19410.71684773432
06/2014,19794.84111188579
07/2014,20105.33562771192
08/2014,21186.805055822933
09/2014,22180.843922367156
10/2014,22907.833987341983
11/2014,23747.88928812785
12/2014,23839.839169601306
01/2015,26138.671027359305
02/2015,27483.92066359844
03/2015,29066.27463657501
04/2015,27821.69603462765
05/2015,29234.003778152077
06/2015,28422.10461506691
07/2015,29873.00923741097
08/2015,27287.00527142433
09/2015,25693.98313471234
10/2015,27535.036513370786
11/2015,28601.811856171043
12/2015,28223.758265510834
01/2016,26095.225675491263
02/2016,25656.253715965595
03/2016,25050.413257895918
04/2016,25741.987289650693
05/2016,26848.800983526467
06/2016,27111.765170800423
07/2016,28153.178559077118
08/2016,27085.45408180774
09/2016,26801.07238280369
10/2016,25572.64274493778
11/2016,26443.236032725355
12/2016,27006.287611310203
01/2017,26927.14318792503
02/2017,28962.83167417438
03/2017,28859.15260727176
04/2017,28873.146993004168
05/2017,28562.778677798466
06/2017,28917.7710062997
07/2017,27988.350418478374
08/2017,28021.759283213083
09/2017,28552.416065612255
10/2017,28592.90534162074
11/2017,28560.331025128424
12/2017,28333.70415247662
01/2018,28834.911255635958
02/2018,28124.337610584946
03/2018,27303.824064357203
04/2018,28051.64765583453
05/2018,29164.772622375433
06/2018,29539.00064868979
07/2018,31279.209107057868
08/2018,32377.45499825868
09/2018,33082.389673401565
10/2018,31674.86398956475
11/2018,33416.845916160244
12/2018,30419.74154989328
01/2019,31858.43024549222
02/2019,32728.832234181522
03/2019,33465.43063809871
04/2019,32656.8524815768
05/2019,32048.129024425074
06/2019,33467.53556709468
07/2019,33841.95478089326
08/2019,34196.67602263892
09/2019,34498.39630034441
10/2019,35385.872762333005
11/2019,37487.63467048087
12/2019,38067.94529987754
01/2020,38001.68800718321
02/2020,35708.92629228906
03/2020,34447.59857561752
04/2020,38505.8683157835
05/2020,39435.909229280405
06/2020,38524.393617030386
07/2020,38082.008384326466
08/2020,38418.1716358849
09/2020,38632.68286780359
10/2020,36984.387067796044
11/2020,39229.245312741565
12/2020,39526.807799679074
01/2021,40222.35009035137
02/2021,39153.80436924007
03/2021,41416.70735282422
04/2021,41969.42090273212
05/2021,42161.78820197106
06/2021,44760.32596678809
07/2021,46418.58699842239
08/2021,47910.901366038284
09/2021,46229.92059377786
10/2021,48240.76296992128
11/2021,47814.547204111805
12/2021,50800.68808342755
01/2022,47714.44764064054
02/2022,47396.42249156241
03/2022,50138.29867037996
04/2022,50418.65055175365
05/2022,49883.679727057395
06/2022,49480.79128877429
07/2022,52376.61605485133
08/2022,49898.72541760134
09/2022,49734.67241086559
