Data,LU1377381717
10/2016,10000
11/2016,9971.949616744254
12/2016,10399.855184627995
01/2017,10288.107117440963
02/2017,10670.954387759099
03/2017,10991.723073851757
04/2017,11165.161525719213
05/2017,11584.204835192013
06/2017,11242.734419342416
07/2017,11066.313699807391
08/2017,11011.512258302684
09/2017,11327.174649573599
10/2017,11658.039166194167
11/2017,11501.228907838196
12/2017,11576.15418443845
01/2018,11460.948185682959
02/2018,11070.669633326539
03/2018,11000.27034011945
04/2018,11440.15202375271
05/2018,11633.118174749847
06/2018,11744.82018087103
07/2018,12016.671602155237
08/2018,12005.310917146107
09/2018,12081.328540303857
10/2018,11544.453736590902
11/2018,11708.223038600141
12/2018,11238.845385848133
01/2019,11656.46217505832
02/2019,12098.905016274566
03/2019,12580.406521532082
04/2019,12756.221985561699
05/2019,12567.168265261249
06/2019,13002.694729531473
07/2019,13050.83536119467
08/2019,13126.723326992676
09/2019,13464.607344178845
10/2019,13510.512529615662
11/2019,13787.425915526173
12/2019,13955.303129032698
01/2020,14013.531214402712
02/2020,12936.143553710086
03/2020,11418.858480125513
04/2020,11888.209594037371
05/2020,12204.58402200778
06/2020,12514.222317678346
07/2020,12487.552567078397
08/2020,12876.570286988175
09/2020,12848.437456708823
10/2020,12196.593909544665
11/2020,13154.30407260573
12/2020,13255.0909230899
01/2021,13022.93714016
02/2021,12983.739854974643
03/2021,14068.144284934398
04/2021,14228.358935239743
05/2021,14678.578783951727
06/2021,15139.96960313867
07/2021,15621.152402731179
08/2021,15840.8649103088
09/2021,15290.763146590885
10/2021,15768.441523941043
11/2021,15991.39834906463
12/2021,16865.813878372213
01/2022,16104.024798412613
02/2022,15815.035840563593
03/2022,16055.667575663441
04/2022,16158.762618979554
05/2022,15802.143066363695
06/2022,14728.331060413288
07/2022,15546.445663761247
08/2022,14784.607036294627
09/2022,13787.198725592361
10/2022,14620.736055658352
11/2022,15350.386693849083
12/2022,14789.396842843444
01/2023,15495.618031674427
02/2023,15798.523422654584
03/2023,16069.68014762288
04/2023,16674.799748566376
05/2023,16158.790837299874
06/2023,16277.959217040807
07/2023,16401.18458979551
08/2023,16223.169237344831
09/2023,16192.364043257436
10/2023,15973.688614839171
11/2023,16809.47754336474
12/2023,17245.627833263407
01/2024,17526.70506657186
02/2024,17574.386301583676
03/2024,18017.211217729302
04/2024,17838.108265516912
