Data,FR0007056841
06/2000,62077.93937694195
07/2000,64649.176075839925
08/2000,71650.42314536156
09/2000,69196.48570915913
10/2000,74238.64430796383
11/2000,68380.64845358038
12/2000,66115.35002522836
01/2001,66850.95571450185
02/2001,64876.16461877956
03/2001,63972.71363024638
04/2001,69207.33845728953
05/2001,73785.6105941543
06/2001,71029.78718748229
07/2001,68979.61678028177
08/2001,62491.935424682575
09/2001,55753.193047400295
10/2001,57794.98727554083
11/2001,63909.14548097536
12/2001,65680.60648416627
01/2002,66385.25571945347
02/2002,67647.29805947655
03/2002,69092.04406715134
04/2002,64002.26138046024
05/2002,61437.049985647325
06/2002,53879.108085744134
07/2002,51968.01093523303
08/2002,51376.56860666187
09/2002,44937.61233614074
10/2002,49771.68057024254
11/2002,52524.34680983879
12/2002,46669.49330788855
01/2003,43724.57578816498
02/2003,43085.0798412026
03/2003,43230.74271885802
04/2003,44942.71754076913
05/2003,44293.26266993955
06/2003,46571.82225167689
07/2003,48374.06828359156
08/2003,51196.01711423408
09/2003,47336.52878740202
10/2003,50226.67843016927
11/2003,48687.442058198416
12/2003,49462.90088799193
01/2004,50656.687960202486
02/2004,51072.50603579516
03/2004,50822.59808326543
04/2004,51385.00324829
05/2004,50236.32279729665
06/2004,51680.57162920522
07/2004,50754.96022373323
08/2004,50727.598052863636
09/2004,49093.089959573954
10/2004,47635.30892218182
11/2004,47574.508063327165
12/2004,48058.858054150194
01/2005,48896.62676604956
02/2005,49462.270250799855
03/2005,49392.779983721644
04/2005,48010.38188246667
05/2005,51924.95015895048
06/2005,52032.326451992856
07/2005,53941.12997190736
08/2005,52815.61763911451
09/2005,53978.1389377468
10/2005,53453.42140286034
11/2005,56724.071276217204
12/2005,56167.214106038184
01/2006,55478.31719172572
02/2006,57428.16583655161
03/2006,56995.8774198705
04/2006,56370.76080415784
05/2006,54093.3888691516
06/2006,54705.77387117532
07/2006,54697.75580610636
08/2006,55450.702917230585
09/2006,57803.95710867217
10/2006,59672.313396704594
11/2006,58256.19130052799
12/2006,59597.0969910967
01/2007,61416.80726119059
02/2007,58677.06649585617
03/2007,58668.7040893953
04/2007,60774.89541018757
05/2007,64278.34840836295
06/2007,63051.158762286075
07/2007,61257.40296985443
08/2007,62100.65900745246
09/2007,62492.764441915926
10/2007,61537.896702224796
11/2007,58015.22958661787
12/2007,57764.67873860478
01/2008,53851.35898188608
02/2008,52032.91755140085
03/2008,49946.280534742225
04/2008,53188.83585963004
05/2008,52687.55963747824
06/2008,46606.042795998495
07/2008,47245.91512782749
08/2008,50942.070088790264
09/2008,49398.71314490164
10/2008,47673.56754087444
11/2008,45445.82029001923
12/2008,41378.107715296384
01/2009,41030.843430801695
02/2009,36896.48790737141
03/2009,37823.19329286403
04/2009,40768.213090325466
05/2009,40105.25555496393
06/2009,39823.0056011557
07/2009,43279.207403089196
08/2009,44556.580253523905
09/2009,44466.40451603084
10/2009,44038.86451217826
11/2009,46371.387517173134
12/2009,48799.38616592415
01/2010,48643.92590296301
02/2010,51518.879736665265
03/2010,54601.72384342391
04/2010,56096.41722890676
05/2010,56079.46935333295
06/2010,54293.10891103666
07/2010,54813.335387062965
08/2010,54091.169476076895
09/2010,54178.41248656876
10/2010,55051.240027641
11/2010,58306.75753817281
12/2010,59716.89856784252
01/2011,59915.25906458642
02/2011,61150.86198943112
03/2011,60059.9094688058
04/2011,59767.50175796982
05/2011,60774.0539566255
06/2011,59799.93587384826
07/2011,59340.05609373335
08/2011,56215.02050398336
09/2011,56577.51779739869
10/2011,59847.84353304647
11/2011,63162.58376837035
12/2011,66508.00056882534
01/2012,67603.69976608439
02/2012,68149.2524725831
03/2012,70041.48223170398
04/2012,70877.60675390997
05/2012,71087.83795819784
06/2012,72839.77975940383
07/2012,75484.83046292147
08/2012,74263.53039714396
09/2012,74391.54975747697
10/2012,72233.85228674542
11/2012,72152.61090335561
12/2012,71543.37660305468
01/2013,73750.93015228117
02/2013,77425.03098435276
03/2013,82416.29614179193
04/2013,82264.42029811697
05/2013,84496.48597806395
06/2013,82932.40536204432
07/2013,85049.4005184455
08/2013,81767.36711370343
09/2013,81919.03612560146
10/2013,83403.07071034852
11/2013,86746.00049619083
12/2013,88308.33363715434
01/2014,85395.92177508568
02/2014,87149.61711427744
03/2014,88084.22451222873
04/2014,88414.3494051737
05/2014,91028.56952409167
06/2014,91326.76796642486
07/2014,91853.9572923161
08/2014,96496.55939005637
09/2014,100864.07883616537
10/2014,103484.61480447737
11/2014,106752.77412572056
12/2014,109841.94402921064
01/2015,113696.61280999395
02/2015,121181.45400950183
03/2015,124206.00793675476
04/2015,119638.43063187851
05/2015,123913.83013861954
06/2015,118930.92465105749
07/2015,121923.8098722103
08/2015,111789.73066587119
09/2015,110350.13635573904
10/2015,121808.92844605086
11/2015,127696.16651222676
12/2015,122146.26362427452
01/2016,115166.8996760528
02/2016,116320.52791791923
03/2016,119221.65582255232
04/2016,119717.38291642723
05/2016,122944.12641368865
06/2016,124636.53118538721
07/2016,128115.79663850149
08/2016,128176.08625359733
09/2016,127263.94429294988
10/2016,128684.80718163747
11/2016,140182.3069035562
12/2016,146244.80906684298
01/2017,144162.77726742835
02/2017,153813.115272158
03/2017,151489.45419124456
04/2017,150259.49991146312
05/2017,147343.17337493706
06/2017,147341.36625328413
07/2017,147161.1904966088
08/2017,146833.30931140846
09/2017,150190.61875339996
10/2017,159062.2947050721
11/2017,162782.92232278953
12/2017,163854.4509272789
01/2018,166956.46773376057
02/2018,163466.46196136848
03/2018,156160.02442171206
04/2018,159770.32261088036
05/2018,167219.24833689258
06/2018,166922.8794611576
07/2018,173760.36700699278
08/2018,179430.00269541406
09/2018,184071.90949073402
10/2018,178810.20241221378
11/2018,181841.47943028083
12/2018,164827.04769524027
01/2019,176193.68691920058
02/2019,184379.2613166133
03/2019,187599.17387508662
04/2019,192804.07443012155
05/2019,181630.241246832
06/2019,190911.70450703165
07/2019,196925.81202932255
08/2019,196261.54117296706
09/2019,202913.71864586635
10/2019,199167.98832095903
11/2019,210511.43390018935
12/2019,209543.25417497472
01/2020,211018.5650388897
02/2020,191648.10972215876
03/2020,165787.6660991526
04/2020,185674.31165026492
05/2020,189707.4711298752
06/2020,192004.55905277756
07/2020,185937.06237276166
08/2020,199038.09419447748
09/2020,198483.78664462664
10/2020,189599.8515162147
11/2020,207538.83023689553
12/2020,209437.2207585126
01/2021,207546.4727719054
02/2021,214851.5126920265
03/2021,237072.2952395144
04/2021,236374.91098815788
05/2021,239143.30909901974
06/2021,245470.08421287726
07/2021,248505.9803146519
08/2021,253344.91732969077
09/2021,247948.39759230046
10/2021,261048.89865666218
11/2021,258050.07204086572
12/2021,273100.29718841217
01/2022,268161.7442770928
02/2022,258222.32030210178
03/2022,266868.2315762738
04/2022,267406.73489651585
05/2022,263833.89245030616
06/2022,254150.7274543246
07/2022,276402.72731805476
08/2022,271271.6736453819
09/2022,253788.23043195112
10/2022,284533.4025539092
11/2022,288175.98515889084
12/2022,268747.95202391385
01/2023,272239.99652827816
02/2023,266664.66342410893
03/2023,265699.30699955596
04/2023,269793.06646138977
05/2023,268424.0514337399
06/2023,276132.04200875195
07/2023,281459.1840932679
08/2023,279617.1487413801
09/2023,276932.0601015532
10/2023,272683.7479333954
11/2023,289037.53769163147
12/2023,299897.9478580941
01/2024,309674.48479069694
02/2024,317612.41203773144
03/2024,324939.08924548683
04/2024,311504.8135486537
