Data,LU1681038912
08/2013,10000
09/2013,10628.625974599283
10/2013,10433.46744776164
11/2013,10618.089759819952
12/2013,10564.907638102553
01/2014,10378.249725485894
02/2014,10134.128282991174
03/2014,9934.22211620027
04/2014,9677.561478239244
05/2014,10271.397072615182
06/2014,10751.9802890785
07/2014,11064.344584382705
08/2014,10974.607143486812
09/2014,11326.70508915577
10/2014,11251.895215584644
11/2014,11259.837250353872
12/2014,11402.48855941499
01/2015,12502.652669816935
02/2015,13377.363523811482
03/2015,14192.553148289377
04/2015,14121.82762123132
05/2015,14512.136231958244
06/2015,14032.237832386652
07/2015,14335.089159444791
08/2015,13262.496368602066
09/2015,12324.757608781672
10/2015,13848.469204575757
11/2015,14363.300840972262
12/2015,14007.214982138707
01/2016,12851.641132621411
02/2016,12562.613409025596
03/2016,12610.661286435874
04/2016,13141.763381516655
05/2016,13333.951320277492
06/2016,13094.223983510381
07/2016,13732.445129041584
08/2016,13814.481324356837
09/2016,14008.023092109926
10/2016,14522.765908224603
11/2016,14628.018156712522
12/2016,14764.316750913029
01/2017,14970.083509384933
02/2017,15485.702484016028
03/2017,15251.358806058535
04/2017,15159.633960437463
05/2017,15145.531766150287
06/2017,15168.610052825645
07/2017,14977.17925786729
08/2017,14783.800273763967
09/2017,15129.02976275374
10/2017,16088.858654390717
11/2017,16207.98235481909
12/2017,16194.784618546282
01/2018,16300.114347517287
02/2018,16247.055396521555
03/2018,15863.60756560764
04/2018,16297.49161589786
05/2018,16625.55288782081
06/2018,16286.036882676462
07/2018,16257.346661577163
08/2018,16306.234276573192
09/2018,16947.31583745952
10/2018,15722.300473175255
11/2018,15791.974469896797
12/2018,14573.454751409834
01/2019,15447.07787128667
02/2019,15619.694705202812
03/2019,15907.293659173502
04/2019,16083.077974163916
05/2019,15496.78674315609
06/2019,15766.431272111071
07/2019,16081.395119921894
08/2019,16088.819878881013
09/2019,17021.16997148012
10/2019,17407.559313619615
11/2019,17764.837549529533
12/2019,17792.54727989185
01/2020,17692.43107960855
02/2020,16058.905989904002
03/2020,15069.509568977604
04/2020,16142.95285756436
05/2020,16815.5094654862
06/2020,16608.05984912446
07/2020,15484.434342153549
08/2020,16473.81094150042
09/2020,16960.327004548497
10/2020,16674.696114421327
11/2020,18358.550783385414
12/2020,18570.549801071124
01/2021,18564.324009095482
02/2021,18825.246512745296
03/2021,19634.27184571998
04/2021,18805.509705838675
05/2021,18815.64104151618
06/2021,19307.153019940215
07/2021,18958.870343857106
08/2021,19692.676657827116
09/2021,20586.63860875912
10/2021,19837.3254760247
11/2021,19808.044585814485
12/2021,20156.88833922497
01/2022,19378.92121768581
02/2022,19175.44028764144
03/2022,19150.012530519918
04/2022,18422.61654898602
05/2022,18519.146628099294
06/2022,17537.39148037616
07/2022,18898.93839513075
08/2022,18817.625015960555
09/2022,17409.656230021967
10/2022,17517.036643396244
11/2022,18495.31042522972
12/2022,18084.166301316956
01/2023,18813.12845492396
02/2023,18474.19918029296
03/2023,18800.953185296312
04/2023,18696.418645210677
05/2023,19548.385239344414
06/2023,19945.52371817037
07/2023,20265.47968482756
08/2023,20077.32789762616
09/2023,20122.802699438653
10/2023,19153.99877275037
11/2023,20240.1818133097
12/2023,20826.145652461142
01/2024,21918.384520115185
02/2024,22645.41465978356
