Data,LU1437025023
04/2000,10000.000000000002
05/2000,9820.32230708352
06/2000,9605.077797668037
07/2000,9916.73587690903
08/2000,10520.55188930899
09/2000,10209.511440796115
10/2000,10732.687638908323
11/2000,9717.557646091414
12/2000,9681.164066861662
01/2001,9605.993419285074
02/2001,9025.405585584978
03/2001,8902.033911831071
04/2001,9449.519469013354
05/2001,9536.380546161618
06/2001,9203.07024021699
07/2001,8856.778903493097
08/2001,8408.630237925663
09/2001,7809.289583992752
10/2001,8041.09772608839
11/2001,8283.923276065389
12/2001,8516.909166309071
01/2002,8397.415828964178
02/2002,8325.333607757164
03/2002,8622.916128064624
04/2002,8076.0437581884935
05/2002,8137.435852039992
06/2002,7490.0962299331
07/2002,7098.176303014939
08/2002,7006.404999957922
09/2002,6234.977735294486
10/2002,6742.304935806236
11/2002,6898.284917807825
12/2002,6414.404384085216
01/2003,5763.744495020375
02/2003,5689.638215605613
03/2003,5621.741951514978
04/2003,6017.502896743027
05/2003,6026.360438405872
06/2003,6238.816774200094
07/2003,6361.073150220902
08/2003,6498.495844677023
09/2003,6344.72256632845
10/2003,6774.320746832483
11/2003,6774.978061211113
12/2003,6891.770164361965
01/2004,6960.20777872208
02/2004,7298.342405359245
03/2004,7228.562664257673
04/2004,7284.322056363791
05/2004,7304.868453482124
06/2004,6897.485606430475
07/2004,7247.036978920385
08/2004,6893.126431450095
09/2004,7301.169934008229
10/2004,7295.792078635829
11/2004,7436.40905760273
12/2004,7489.903706200234
01/2005,7375.756800320163
02/2005,7936.716107224112
03/2005,7892.476290342215
04/2005,7881.533489967808
05/2005,7823.914883608818
06/2005,8481.254438791157
07/2005,8573.88830807012
08/2005,8736.109073248488
09/2005,9056.433313789374
10/2005,8480.798856885269
11/2005,9006.468133698381
12/2005,9243.761727128991
01/2006,9491.875798167433
02/2006,9636.655681964083
03/2006,9756.203325790524
04/2006,9873.363886554625
05/2006,9529.27012501912
06/2006,9648.58425690632
07/2006,9566.760699353003
08/2006,10101.059465411143
09/2006,10150.59312958787
10/2006,10585.221855998157
11/2006,10398.075960165734
12/2006,10643.010168037452
01/2007,10745.600926418765
02/2007,10554.816311210796
03/2007,10772.018534932256
04/2007,10692.623041937371
05/2007,11325.848192079719
06/2007,11431.832780295146
07/2007,11004.989907264395
08/2007,10916.319034507262
09/2007,10909.708429734334
10/2007,11351.40578229397
11/2007,10632.043120758937
12/2007,10156.180690382971
01/2008,9293.92145814867
02/2008,9121.88236274934
03/2008,8372.153479147764
04/2008,9244.84992332709
05/2008,9275.547437202673
06/2008,8373.203624181448
07/2008,8293.20352820453
08/2008,8521.430794321866
09/2008,7561.633023129186
10/2008,6791.592179362601
11/2008,6349.394475711166
