Data,LU1452600270
12/2006,10000
01/2007,10177.769136396742
02/2007,10188.187573441968
03/2007,10127.102660812658
04/2007,9983.62830457173
05/2007,9970.569190727894
06/2007,9915.079397615624
07/2007,9991.274850510254
08/2007,10083.51528896085
09/2007,9868.621557869426
10/2007,9796.857616011474
11/2007,9972.067400763368
12/2007,9991.303154321917
01/2008,10256.697730609727
02/2008,10190.587133755982
03/2008,9775.190335487276
04/2008,9734.678204153168
05/2008,9771.432243590945
06/2008,9771.877295415818
07/2008,9800.37339149968
08/2008,10486.479146709804
09/2008,10376.625246517502
10/2008,10670.357719475462
11/2008,10827.30090074154
12/2008,10378.674127301447
01/2009,11362.556011927345
02/2009,11293.699005213475
03/2009,11360.774490719255
04/2009,11168.114235939393
05/2009,10733.557233810267
06/2009,10759.291461117162
07/2009,10769.249352000694
08/2009,10753.90855681062
09/2009,10702.799954549331
10/2009,10717.303739782723
11/2009,10852.243991988587
12/2009,11067.531508558379
01/2010,11597.174181305862
02/2010,11792.927729362702
03/2010,11888.59722504296
04/2010,12327.90037106645
05/2010,13330.729788604865
06/2010,13561.52211737813
07/2010,12790.209939702785
08/2010,13373.948390333493
09/2010,12496.909147619139
10/2010,12638.881544967699
11/2010,13239.95220309775
12/2010,12676.784776081848
01/2011,12388.215106160736
02/2011,12367.59859277598
03/2011,12165.156679489386
04/2011,11928.622644636162
05/2011,12355.807852590298
06/2011,12399.14835512865
07/2011,13074.3977507711
08/2011,13017.131693405347
09/2011,13906.097010747008
10/2011,13661.141452219588
11/2011,14368.36422767951
12/2011,14908.394297263465
01/2012,14982.894202894846
02/2012,14629.018295730986
03/2012,14556.114957918735
04/2012,15022.939083765948
05/2012,16299.616810665559
06/2012,15962.026259917511
07/2012,16689.069996268623
08/2012,16196.487129003151
09/2012,15877.937445884234
10/2012,15950.613987166975
11/2012,16035.88577651647
12/2012,15668.16232662082
01/2013,15139.41028980488
02/2013,15626.643492903679
03/2013,16061.651077856934
04/2013,15882.779694607232
05/2013,15216.05377013249
06/2013,14558.746198132512
07/2013,14441.317635087933
08/2013,14268.195647332153
09/2013,14187.568945311477
10/2013,14126.485352905442
11/2013,13983.263944906816
12/2013,13589.545117356845
01/2014,14166.25280315777
02/2014,13927.639841151242
03/2014,13889.679313995703
04/2014,14028.48649329221
05/2014,14599.147245409502
06/2014,14587.34548922862
07/2014,14906.108196172232
08/2014,15204.047547218517
09/2014,15505.438922032348
10/2014,15729.171072707184
11/2014,15827.40530812642
12/2014,16106.250795430371
01/2015,17868.14911468013
02/2015,17736.18327709521
03/2015,18437.69728270541
04/2015,17809.492782360532
05/2015,18038.715002598456
06/2015,17491.148600034197
07/2015,17898.82380916325
08/2015,17353.424309493344
09/2015,17252.281571163614
10/2015,17596.943182009945
11/2015,18308.294077599032
12/2015,17637.41188852363
01/2016,17853.203902293757
02/2016,18115.406571164967
03/2016,17648.99484564114
04/2016,17687.82808041005
05/2016,17944.906524069804
06/2016,18421.324587002528
07/2016,18585.519975673724
08/2016,18471.994228898686
09/2016,18515.152080762815
10/2016,18787.036078216992
11/2016,18944.230460775834
12/2016,19082.2452867493
01/2017,18863.85760859254
02/2017,19246.659930219503
03/2017,19067.172691736552
04/2017,18761.91515167103
05/2017,18267.14342601313
06/2017,17784.63409792797
07/2017,17378.84700798409
08/2017,17431.62801248982
09/2017,17342.278216143954
10/2017,17629.223439113077
11/2017,17345.603169243936
12/2017,17309.325515472563
01/2018,16516.1278927238
02/2018,16661.43874269962
03/2018,16695.31392743761
04/2018,17024.23439184462
05/2018,17648.26312685975
06/2018,17787.062716199063
07/2018,17575.919750940775
08/2018,17832.709799866647
09/2018,17743.53726801411
10/2018,17863.438980262956
11/2018,17892.054978564738
12/2018,17846.26121755525
01/2019,18035.42787957673
02/2019,18141.88101735293
03/2019,18790.282229719687
04/2019,18876.851300542163
05/2019,19331.13494740951
06/2019,19093.882052022673
07/2019,19561.46238994812
08/2019,20275.18161281381
09/2019,20244.923068081058
10/2019,19811.028985577574
11/2019,20155.50954457242
12/2019,19763.622707196097
01/2020,20540.372848220453
02/2020,20988.270207734276
03/2020,20650.966248104392
04/2020,21408.4285427184
05/2020,20959.04065000598
06/2020,21080.453037373496
07/2020,20426.83488461494
08/2020,20473.36805863845
09/2020,20799.08355155722
10/2020,20672.126829462002
11/2020,20423.708854716904
12/2020,20164.049279213777
01/2021,20444.43551528228
02/2021,20091.761278221966
03/2021,20713.478580095918
04/2021,20399.29380320403
05/2021,20446.37891773329
06/2021,21137.969296448493
07/2021,21717.804253412603
08/2021,21775.344586939114
09/2021,22079.255449884884
10/2021,22212.36053675963
11/2021,22990.230211441627
12/2021,23136.206813107732
01/2022,22965.664500310333
02/2022,23064.308037623014
03/2022,22817.46989711134
04/2022,23505.655659929213
05/2022,22842.30083744261
06/2022,22779.375016767313
07/2022,24251.80872224482
08/2022,24065.13879238562
09/2022,22990.22028456214
10/2022,22888.792715842665
11/2022,22287.287113632363
12/2022,21452.282451495837
01/2023,21523.94125267716
02/2023,21653.13614702259
03/2023,21760.04583906524
04/2023,21563.45237595267
05/2023,21898.610032544486
06/2023,21466.243810911285
07/2023,21170.6701061732
08/2023,21269.770349949024
09/2023,21396.408683008838
10/2023,21169.835464106018
11/2023,21139.317203955106
12/2023,21482.641926616503
01/2024,21936.985545559884
02/2024,21723.32870540402
03/2024,21929.561805284568
04/2024,21732.025464417533
