Data,LU0690964092
01/1985,10000
02/1985,9861.498419961714
03/1985,10045.221536352889
04/1985,10219.72832028246
05/1985,10571.741330461306
06/1985,10701.47892487787
07/1985,10752.597952115426
08/1985,10906.518116975541
09/1985,11012.642309554827
10/1985,11075.076991945545
11/1985,11277.41189583846
12/1985,11525.189686710586
01/1986,11598.19531155241
02/1986,12045.193407305349
03/1986,12566.16435387911
04/1986,12676.20420453241
05/1986,12428.302454251187
06/1986,12703.385783764732
07/1986,12795.073434470985
08/1986,13063.460542478651
09/1986,12854.37375665458
10/1986,12998.4774876393
11/1986,13127.621885481823
12/1986,13218.38713187633
01/1987,13419.961849345327
02/1987,13600.006138328516
03/1987,13661.09677359603
04/1987,13647.085468704596
05/1987,13671.884764091385
06/1987,13637.310161166924
07/1987,13495.481017131428
08/1987,13440.624860138976
09/1987,13197.581672169355
10/1987,13680.870368135369
11/1987,13804.58750839444
12/1987,13926.616988062728
01/1988,14289.06104413125
02/1988,14425.1940863685
03/1988,14419.046588569394
04/1988,14392.211523936023
05/1988,14338.018781655443
06/1988,14444.45242296279
07/1988,14411.054256103544
08/1988,14370.452677552732
09/1988,14647.727569741068
10/1988,14922.502396010832
11/1988,14848.28732981882
12/1988,14894.359900958181
01/1989,15013.726246215756
02/1989,14878.4072759989
03/1989,14958.384488403779
04/1989,15141.361648034237
05/1989,15300.583351896408
06/1989,15609.170582228942
07/1989,15930.332862237517
08/1989,15797.52261589579
09/1989,15797.26448795515
10/1989,16003.159607290938
11/1989,16094.561034184431
12/1989,16169.920162120161
01/1990,15940.354474589785
02/1990,15858.26667090212
03/1990,15899.943616295237
04/1990,15848.105247051471
05/1990,16295.416743498736
06/1990,16497.02578169156
07/1990,16663.057027936276
08/1990,16462.421110393418
09/1990,16526.767933522882
10/1990,16915.524125909673
11/1990,17257.23904778697
12/1990,17497.866328609372
01/1991,17808.92335328972
02/1991,18019.646310935223
03/1991,18104.931912890723
04/1991,18302.419542668584
05/1991,18440.55080922598
06/1991,18433.83480144822
07/1991,18689.999455906764
08/1991,19083.361325509468
09/1991,19497.60867280285
10/1991,19724.140001562544
11/1991,19927.703467039628
12/1991,20505.36931176414
01/1992,20536.26579437544
02/1992,20715.180041741445
03/1992,20692.74952836419
04/1992,20903.94965590097
05/1992,21299.767835719522
06/1992,21598.220034546703
07/1992,22055.41845071201
08/1992,22342.97743059466
09/1992,22838.80454816166
10/1992,23132.952355589332
11/1992,23253.122416310765
12/1992,23729.034962035275
01/1993,24239.551422214176
02/1993,24838.853102668487
03/1993,24967.218743258654
04/1993,25183.581478644242
05/1993,25351.74383403456
06/1993,25991.806531871207
07/1993,26332.748441222735
08/1993,26993.176354083083
09/1993,27264.965350537455
10/1993,27613.45196708454
11/1993,27721.96599820293
12/1993,28174.851938115975
01/1994,28274.633964394623
02/1994,27791.31574817981
