Data,FR0010524777
01/2004,10000
02/2004,10220.824075760334
03/2004,9881.693856438034
04/2004,10498.054390707199
05/2004,10269.132976528133
06/2004,10333.973917933026
07/2004,9631.216004633852
08/2004,9638.202244879272
09/2004,10008.131545859556
10/2004,10439.367740490656
11/2004,9943.726213306287
12/2004,10498.683534693784
01/2005,10876.505281960808
02/2005,11849.554230534843
03/2005,11806.53456730429
04/2005,11826.855986176568
05/2005,13230.042174725268
06/2005,14557.8147725992
07/2005,15674.813477760881
08/2005,17037.14576232921
09/2005,18550.63867541762
10/2005,16539.398558091136
11/2005,16832.156547679315
12/2005,17670.528114833283
01/2006,22121.41900378322
02/2006,23844.75386838379
03/2006,24739.660840603756
04/2006,25564.445237007214
05/2006,22155.233589882653
06/2006,22257.3349486533
07/2006,21525.273686133656
08/2006,22542.857040799227
09/2006,22318.121779394678
10/2006,23267.065081363744
11/2006,24860.211213810257
12/2006,25364.545351677974
01/2007,26667.75796754869
02/2007,25845.578149874622
03/2007,27291.225581983923
04/2007,29463.05902552565
05/2007,31034.18824048049
06/2007,32935.089423411104
07/2007,33011.45209443019
08/2007,32437.350628719745
09/2007,35110.49747272305
10/2007,42047.66036628756
11/2007,41276.48546337761
12/2007,42647.6396609803
01/2008,31452.860317975432
02/2008,31473.600456632354
03/2008,31252.508281150338
04/2008,35259.28856011094
05/2008,36249.70154846882
06/2008,34243.10280352121
07/2008,33742.43439299471
08/2008,35716.411144583326
09/2008,27636.101623186987
10/2008,18668.608287681203
11/2008,17871.494296654982
12/2008,17786.47575610473
01/2009,18285.13594025025
02/2009,15485.806598469402
03/2009,15892.325804152722
04/2009,18832.242307772838
05/2009,21314.082983003336
06/2009,19621.269079839552
07/2009,20072.544162803053
08/2009,19580.49895016003
09/2009,21537.389798008957
10/2009,19453.43275345489
11/2009,19323.16690151854
12/2009,20335.37397230546
01/2010,18476.695740095256
02/2010,17559.962779277397
03/2010,19344.14464574437
04/2010,19891.776318716526
05/2010,17800.194110028227
06/2010,17254.7369132669
07/2010,17788.52395491195
08/2010,17170.91358517163
09/2010,17333.905954669826
10/2010,17305.114836483393
11/2010,17168.78152476322
12/2010,17673.285147188708
01/2011,18253.295911269186
02/2011,17925.43735843802
03/2011,19064.198377530054
04/2011,17739.111839439753
05/2011,17193.142608263464
06/2011,16720.92639746437
07/2011,16347.609526465589
08/2011,14803.74591423163
09/2011,12836.896774385505
10/2011,12917.437388282457
11/2011,12846.660921860357
12/2011,12689.079963565799
01/2012,13661.289763185676
02/2012,13820.224085254624
03/2012,13620.739924321304
04/2012,13236.77984926177
05/2012,12750.084468404832
06/2012,12955.907693595342
07/2012,12694.051364123086
08/2012,12892.768081423588
09/2012,12088.09088579487
10/2012,11819.28104633827
11/2012,11944.687151670189
12/2012,12464.581538042095
01/2013,12841.55615787346
02/2013,13424.332132167732
03/2013,14266.071556958677
04/2013,14659.695077332304
05/2013,15383.713280131813
06/2013,13918.326982160628
07/2013,14623.892533720185
08/2013,13614.531722508964
09/2013,14788.045985662346
10/2013,15309.10334449301
11/2013,15557.38779964595
12/2013,15485.226603678399
01/2014,15751.186743400354
02/2014,16258.71721703925
03/2014,16446.021616627957
04/2014,15941.744921925725
05/2014,16903.962425494297
06/2014,17537.4330680345
07/2014,17236.944123393176
08/2014,17555.809633635145
09/2014,16770.173051134836
10/2014,15657.32946335539
11/2014,16563.841030644086
12/2014,16087.93843706746
01/2015,17598.026812543838
02/2015,19490.288681372353
03/2015,20497.961658203294
04/2015,20321.630385300003
05/2015,21561.140875637702
06/2015,20373.60190618619
07/2015,19288.479478509416
08/2015,17062.100806127826
09/2015,15644.25806852705
10/2015,17745.43067748373
11/2015,19074.04235945319
12/2015,18684.483503485815
01/2016,16335.977545148296
02/2016,17274.294691389503
03/2016,17884.774499300023
04/2016,18186.510970442152
05/2016,18117.343169553496
06/2016,17206.772673352934
07/2016,18362.079783219382
08/2016,18904.58909477906
09/2016,18707.67002134031
10/2016,18547.23687508128
11/2016,18873.713291951768
12/2016,19736.123269825013
01/2017,20118.145946958084
02/2017,21591.487410457965
03/2017,21547.012853134805
04/2017,21296.397967894638
05/2017,21815.657376627172
06/2017,21058.196549732962
07/2017,21596.368714255892
08/2017,21347.047985181933
09/2017,22293.34004133513
10/2017,22573.340868278836
11/2017,23010.719998807996
12/2017,22675.663060798255
01/2018,22528.603016312514
02/2018,21705.92716548802
03/2018,21768.72454277911
04/2018,21711.83165536255
05/2018,23114.81998357438
06/2018,22182.313456770746
07/2018,22620.598533794015
08/2018,23319.75619364351
09/2018,22699.77661808852
10/2018,20986.172841492054
11/2018,21890.115392468706
12/2018,20949.342421020894
01/2019,22857.510073538662
02/2019,24242.785804988103
03/2019,24403.71425756547
04/2019,26352.324688552653
05/2019,24992.64904677437
06/2019,26906.62615218184
07/2019,27587.34452973727
08/2019,27058.15552194392
09/2019,27928.06663642889
10/2019,28312.909159699037
11/2019,29531.874579248626
12/2019,30867.26025792892
01/2020,32033.26536363304
02/2020,31447.088053205338
03/2020,27523.327081141728
04/2020,29262.838385498257
05/2020,31745.09539844193
06/2020,32702.08172790821
07/2020,34886.395802691666
08/2020,36589.221631316635
09/2020,37447.5575333501
10/2020,38378.39652622436
11/2020,43225.81506641535
12/2020,45585.78069140403
01/2021,47230.6197334693
02/2021,43879.1083669226
03/2021,45811.71860544523
04/2021,44043.956653581336
05/2021,43378.735353029246
06/2021,45586.98589561558
07/2021,46352.83494894476
08/2021,48548.41980868881
09/2021,45584.15246459847
10/2021,51292.36096966047
11/2021,50837.53113517555
12/2021,49273.88819886731
01/2022,42647.87083948979
02/2022,44828.73500774091
03/2022,46790.0448838243
04/2022,42427.7479638392
05/2022,42383.6716722639
06/2022,38516.17020128741
07/2022,47221.186410949056
08/2022,46319.47063680203
09/2022,42643.88536675199
10/2022,43426.44277119769
11/2022,46906.8489012357
12/2022,42438.201181375945
