Data,FR0007054358
11/2011,46633.05589157445
12/2011,46389.606079405516
01/2012,48523.437327481195
02/2012,50446.281651205136
03/2012,49776.475648045234
04/2012,46675.285161572894
05/2012,43526.574259417896
06/2012,46680.61030477421
07/2012,48013.159410169246
08/2012,50398.14693913522
09/2012,50789.99225298277
10/2012,51858.395710643475
11/2012,53367.302414870355
12/2012,54657.97581953101
01/2013,56178.67368449756
02/2013,54737.60605029286
03/2013,54569.74676105401
04/2013,56768.78214526523
05/2013,58610.91513839006
06/2013,55178.363483620866
07/2013,58765.07157183915
08/2013,57778.288739057345
09/2013,61503.2239895663
10/2013,65256.18904704678
11/2013,65756.8498565053
12/2013,66281.85462660821
01/2014,64370.02800641116
02/2014,67261.46132494314
03/2014,67584.53244038342
04/2014,68604.6815354784
05/2014,70445.08257541292
06/2014,70214.8354482496
07/2014,67832.21827459236
08/2014,69081.95793504704
09/2014,70316.69183362873
10/2014,67922.29973367901
11/2014,70997.6146275477
12/2014,68801.25417857435
01/2015,73393.03964411805
02/2015,78815.99642600372
03/2015,81025.83079826375
04/2015,79502.10352121452
05/2015,79395.54525630755
06/2015,76262.1889699081
07/2015,80227.46012751227
08/2015,72893.30510450508
09/2015,69176.28146570781
10/2015,76320.05151406744
11/2015,78363.31975021756
12/2015,73069.2735347932
01/2016,68186.1624934256
02/2016,65983.53377988764
03/2016,67344.67117166817
04/2016,68213.06040771742
05/2016,69875.95403198154
06/2016,65538.38622429228
07/2016,68486.3222979851
08/2016,69259.80978478087
09/2016,68832.55737378499
10/2016,70107.84488586706
11/2016,70102.95560491747
12/2016,75632.784228492
01/2017,74318.81668284231
02/2017,76445.56708523666
03/2017,80749.39608500733
04/2017,82320.315237694
05/2017,83116.32853215793
06/2017,80630.84444466486
07/2017,80851.88979784971
08/2017,80254.64210208834
09/2017,84377.28356260546
10/2017,86275.00680830474
11/2017,83871.48907671092
12/2017,82391.09368508769
01/2018,84923.83964414758
02/2018,80995.16014431616
03/2018,79218.83136754358
04/2018,83805.42531060165
05/2018,81679.93314363941
06/2018,81501.17347816945
07/2018,84693.39292243769
08/2018,81537.73696926449
09/2018,81747.6954395868
10/2018,76937.51444398054
11/2018,76380.30828248059
12/2018,72336.55150968862
01/2019,76305.7010671572
02/2019,79663.20041553295
03/2019,81101.93475731014
04/2019,85410.62527421677
05/2019,80675.92801713869
06/2019,85504.49937207601
07/2019,85414.26347658546
08/2019,84483.23114781335
09/2019,88062.43914108162
10/2019,88998.73693333252
11/2019,91472.87157418855
12/2019,92555.01176877964
01/2020,90074.94974350228
02/2020,82440.5343926444
03/2020,69062.82451275057
04/2020,72728.48196096835
05/2020,76161.189382888
06/2020,81019.04302679712
07/2020,79704.87596911193
08/2020,82229.33482772445
09/2020,80302.42753119687
10/2020,74419.1709310609
11/2020,87866.08812240143
12/2020,89408.44693494844
01/2021,87710.14743724307
02/2021,91681.41929952556
03/2021,98891.7509609641
04/2021,100677.35716503901
05/2021,102977.58355440051
06/2021,103665.13821449476
07/2021,104394.71446784689
08/2021,107125.0364048644
09/2021,103454.0899635176
10/2021,108763.84284397114
11/2021,104037.16337525491
12/2021,110062.86289157934
01/2022,106986.77280434847
02/2022,100633.39151488744
03/2022,100158.25631970045
04/2022,98054.2399249256
05/2022,98895.44453630279
06/2022,90215.57660597312
07/2022,96911.52237988303
08/2022,91955.2578961297
09/2022,86822.11286321215
10/2022,94696.81461709431
11/2022,103865.36837073542
12/2022,99417.24842879384
01/2023,109227.79607835923
02/2023,111286.74979865809
03/2023,113439.31103899228
04/2023,115282.19108613704
05/2023,112714.5001771727
06/2023,117586.19905319807
07/2023,119616.38741881942
08/2023,115008.91485071417
09/2023,111778.73760091755
10/2023,108799.14323264943
11/2023,117528.13002290446
12/2023,121276.50005095135
01/2024,124813.07555545696
02/2024,131088.68857280482
03/2024,136740.70525012858
04/2024,133386.10986908883
