Data,FR0007054358
12/1986,10000
01/1987,9535.061835844897
02/1987,9337.182306093982
03/1987,9662.63816456968
04/1987,9794.620029154625
05/1987,9625.869349968125
06/1987,10056.586876955678
07/1987,10629.757427857725
08/1987,10580.54483356851
09/1987,10369.554581069497
10/1987,8143.570831108347
11/1987,7333.801966885679
12/1987,7224.612837818346
01/1988,7094.9871664975535
02/1988,7914.074556291552
03/1988,7844.161853449235
04/1988,7953.974951965474
05/1988,8008.324386181498
06/1988,8597.618311255388
07/1988,8875.587206983811
08/1988,8669.485953721984
09/1988,9232.97895516519
10/1988,9566.459450023198
11/1988,9461.674872139862
12/1988,9842.815689377794
01/1989,10069.406886580759
02/1989,9753.605254973865
03/1989,10125.8422711212
04/1989,10341.009652977722
05/1989,10648.303637049667
06/1989,11050.89644694926
07/1989,11625.074489335399
08/1989,12094.666157854386
09/1989,12054.681788232936
10/1989,11332.750251165458
11/1989,11958.054708978687
12/1989,12840.149559506945
01/1990,12516.786414662383
02/1990,12268.912069764036
03/1990,13062.29988424292
04/1990,12757.465964834708
05/1990,13173.42898742787
06/1990,13267.804477933532
07/1990,13314.735022986584
08/1990,11475.80490532268
09/1990,10114.954351626937
10/1990,10644.523905983087
11/1990,10450.39302705031
12/1990,10287.661554342958
01/1991,10450.979749000886
02/1991,11503.153464915176
03/1991,11781.506264693322
04/1991,12040.28820948822
05/1991,12659.901018332635
06/1991,12195.25517569714
07/1991,12264.691961966819
08/1991,12462.23599899079
09/1991,12375.163132484246
10/1991,12335.166805747283
11/1991,12128.573582858131
12/1991,12310.001292476622
01/1992,12877.902685436211
02/1992,13333.984712944728
03/1992,13095.732159835648
04/1992,13427.848445858743
05/1992,13794.177551370927
06/1992,13278.600505926133
07/1992,12540.115294436582
08/1992,12073.494589430542
09/1992,12325.467065123705
10/1992,12480.621648012162
11/1992,12904.496294362412
12/1992,13188.276576649698
01/1993,13321.587986379916
02/1993,14408.914940636414
03/1993,14597.738219028852
04/1993,14289.543320454557
05/1993,14441.98107663013
06/1993,15093.734481974965
07/1993,16210.073317575612
08/1993,17343.478189888607
09/1993,16912.3747877137
10/1993,17887.652736292308
11/1993,17460.401629761174
12/1993,18897.726972863307
01/1994,19213.626700152956
02/1994,18414.035159857758
03/1994,18033.678599100214
04/1994,18882.428132273137
05/1994,18142.599482109297
06/1994,17241.426013306296
07/1994,18518.108665067022
08/1994,18849.987209350773
09/1994,17607.98445581135
10/1994,17998.66725552969
11/1994,17947.6821302908
12/1994,17921.43653258632
01/1995,17608.851707538146
02/1995,17853.9202786063
03/1995,17681.27311376412
04/1995,18360.200431514222
05/1995,19010.411681704278
06/1995,18920.43160555046
07/1995,20001.264444598044
08/1995,19984.485576213243
09/1995,19846.724009457965
10/1995,19685.058851281825
11/1995,20363.72425345649
12/1995,21098.843884737427
01/1996,22581.15460661278
02/1996,22387.26509545374
03/1996,22627.347484628608
04/1996,23515.6624009256
05/1996,23785.74589587588
06/1996,23793.98461740413
07/1996,22791.8568025401
08/1996,22965.42954315023
09/1996,24358.018153191904
10/1996,24456.517789728503
11/1996,26154.204684740624
12/1996,26630.17103253208
01/1997,28880.82036538373
02/1997,29933.118677215403
03/1997,30817.40367534868
04/1997,31231.004015556467
05/1997,32335.749464241435
06/1997,35127.687069167245
07/1997,39231.815802045414
08/1997,35325.32653651917
09/1997,37943.27150446349
10/1997,34266.05073206494
11/1997,35627.78856453357
12/1997,37232.302858309406
01/1998,39367.18542076488
02/1998,42354.147554871306
03/1998,46431.51862124506
04/1998,47079.79167016662
05/1998,49807.89677870999
06/1998,50942.23212482922
07/1998,52088.58904971269
08/1998,44600.02069302281
09/1998,40042.15742890133
10/1998,43282.16813020381
11/1998,47682.10326339623
12/1998,50126.8838659313
01/1999,53209.02510758098
02/1999,52276.819926466975
03/1999,53428.94033058472
04/1999,56413.268749798226
05/1999,54822.97535930742
06/1999,57329.19449166832
07/1999,55113.746889776034
08/1999,57159.08404450914
09/1999,55643.80435710985
10/1999,59476.465484388405
11/1999,65421.5328586568
12/1999,74363.62237423137
01/2000,71033.08035287648
02/2000,78587.48505652494
03/2000,79616.68011697056
04/2000,80520.17239538206
05/2000,79257.23606310514
06/2000,78547.2103829344
07/2000,78269.2404050717
08/2000,79124.5330826898
09/2000,75139.4832775547
10/2000,77315.69894815717
11/2000,73231.63639271134
12/2000,72950.54269186084
01/2001,73077.70394975028
02/2001,66036.73388415917
03/2001,64023.70852556867
04/2001,69358.93481114876
05/2001,68228.4953607283
06/2001,65532.290686407425
07/2001,63210.68129717179
08/2001,57907.83688379255
09/2001,50983.55382153941
10/2001,53806.483399983066
11/2001,56583.342681742826
12/2001,58862.33421928968
01/2002,56800.29806778512
02/2002,56086.23846493595
03/2002,58571.80298146435
04/2002,55469.80493706188
05/2002,53553.85100604874
06/2002,49101.60959875381
07/2002,42120.23014989473
08/2002,42578.50581035988
09/2002,34636.653466052136
10/2002,39590.83452501546
11/2002,41761.20364315875
12/2002,37720.46070248644
01/2003,35386.920655437105
02/2003,33699.26294437777
03/2003,32098.625891562606
04/2003,36810.81220189362
05/2003,37169.24183358494
06/2003,38735.39311373626
07/2003,40417.86089937451
08/2003,41058.219384306794
09/2003,38468.47354578758
10/2003,41373.53438732361
11/2003,42267.72068584255
12/2003,44354.44206038282
01/2004,45657.489022864065
02/2004,46529.373375767864
03/2004,44866.61858478545
04/2004,45057.73531576881
05/2004,44811.54342162879
06/2004,45958.73354961171
07/2004,44535.78392324201
08/2004,43783.13870783325
09/2004,44687.074926316454
10/2004,46097.56330067803
11/2004,47196.18157190493
12/2004,48419.33873915703
01/2005,49017.80318793774
02/2005,50287.03217486016
03/2005,50235.958041173086
04/2005,48501.68655379757
05/2005,51322.850005840926
06/2005,53215.226843091434
07/2005,55670.85447736907
08/2005,54707.76011034533
09/2005,57459.80637325046
10/2005,55673.552075793305
11/2005,57863.06059797792
12/2005,60068.376744861365
01/2006,62011.96326494726
02/2006,63414.4269154941
03/2006,64794.044770684384
04/2006,64711.80312536278
05/2006,61949.319929368896
06/2006,62393.94266950606
07/2006,63172.84230395536
08/2006,65273.18136320851
09/2006,66823.04775763288
10/2006,68666.85320032321
11/2006,68497.86806128161
12/2006,70768.2747074403
01/2007,71833.8188675119
02/2007,70267.9919121522
03/2007,71901.60950372365
04/2007,75871.9776653337
05/2007,78876.31375088535
06/2007,78655.3021654183
07/2007,75670.725855706
08/2007,75392.91013740777
09/2007,76910.32255753524
10/2007,78846.26379199578
11/2007,77326.3094439334
12/2007,77402.87766399792
01/2008,66783.34239640528
02/2008,65590.26803294344
03/2008,63907.87235100133
04/2008,67782.25423540837
05/2008,68066.86214185829
06/2008,60471.57536824163
07/2008,60778.14491556106
08/2008,60808.51278635423
09/2008,54953.88594245177
10/2008,46886.396984031344
11/2008,44170.5373021755
12/2008,44491.68279580422
01/2009,40730.38404908479
02/2009,36004.015451606574
03/2009,37747.092244111416
04/2009,43586.78441146818
05/2009,45721.82607547372
06/2009,44892.21123333869
07/2009,49349.5906952883
08/2009,51972.97148268485
09/2009,53820.249176508965
10/2009,51426.96557027353
11/2009,52579.86884169547
12/2009,55793.86182536429
01/2010,52276.906569373896
02/2010,51397.877805677635
03/2010,55235.79080375148
04/2010,53205.053852756726
05/2010,50156.16545370759
06/2010,49554.220938986204
07/2010,52816.53668735059
08/2010,50584.58904341516
09/2010,53020.36189663056
10/2010,54921.44126672404
11/2010,51352.6250322176
12/2010,54114.72845163293
01/2011,57331.928073850926
02/2011,58489.616140403254
03/2011,56505.0378596691
04/2011,58692.130190903226
05/2011,56726.77301516901
06/2011,56556.72113852468
07/2011,53068.38436785553
08/2011,45786.96080239706
09/2011,43454.878687718134
10/2011,47575.809444202954
