Data,FR0013416716
02/1992,16697.12833420219
03/1992,16587.91580094563
04/1992,16178.870291788775
05/1992,15921.867193521348
06/1992,15734.606034700872
07/1992,15614.742221641376
08/1992,14459.814560122817
09/1992,15183.653928381143
10/1992,15371.521676220927
11/1992,16132.823847402293
12/1992,16057.66114346366
01/1993,16248.779144092154
02/1993,16507.964250290563
03/1993,17103.680017000224
04/1993,17326.605193295647
05/1993,18502.075032764118
06/1993,19090.155213357924
07/1993,21122.600221238612
08/1993,19681.41652741437
09/1993,18080.083611008675
10/1993,19015.590084932945
11/1993,19592.59383793802
12/1993,20624.286499454436
01/1994,20219.1050127344
02/1994,20333.342754190475
03/1994,20309.669157717315
04/1994,19698.75081431217
05/1994,19843.828023324306
06/1994,19551.857759411214
07/1994,18739.402639454634
08/1994,18844.0881891366
09/1994,19079.57498706612
10/1994,18191.18060314048
11/1994,18423.335470185415
12/1994,18768.380953896976
01/1995,18017.15709656566
02/1995,17888.988125096435
03/1995,17904.238496663053
04/1995,17458.65124866903
05/1995,17478.312139841844
06/1995,17454.326942384152
07/1995,17084.409221669222
08/1995,17553.627759370826
09/1995,17853.361603257057
10/1995,17511.606382907255
11/1995,17783.45398138222
12/1995,18011.62443421136
01/1996,19116.701482396697
02/1996,18991.85841153266
03/1996,18773.66528290827
04/1996,18690.150306015876
05/1996,18878.278788976266
06/1996,18319.43460110303
07/1996,18194.634735732543
08/1996,18081.223989870912
09/1996,17884.08748620536
10/1996,17961.15283085776
11/1996,17345.270275049854
12/1996,17643.440869007438
01/1997,16941.670028923247
02/1997,18348.01986722391
03/1997,18017.81509523707
04/1997,17697.31220139289
05/1997,17923.597746379888
06/1997,17543.21171563734
07/1997,17587.170469143293
08/1997,18031.189138094735
09/1997,17920.308815905853
10/1997,16496.088788483044
11/1997,15397.038700294253
12/1997,15405.637799566977
01/1998,16610.90866632771
02/1998,16167.187201416811
03/1998,16421.175978199088
04/1998,16833.519214333242
05/1998,15662.67264028353
06/1998,15919.542564397349
07/1998,15553.995916414391
08/1998,14660.064484640865
09/1998,15019.705578094667
10/1998,14386.678303886594
11/1998,14922.714517514953
12/1998,14460.870514467628
01/1999,14825.106901604515
02/1999,15404.27604358048
03/1999,15379.814789989414
04/1999,15987.22805881226
05/1999,15183.195862711655
06/1999,14934.540041227141
07/1999,14123.126246928485
08/1999,14238.279652336774
09/1999,16562.2749026809
10/1999,16901.759969509385
11/1999,17042.185851883783
12/1999,17061.902854529464
01/2000,17084.950468248684
02/2000,17847.36647632841
03/2000,17101.469744263773
04/2000,17869.827191003787
05/2000,17271.193017143676
06/2000,17793.740954917783
07/2000,17666.266692241687
08/2000,18349.106468725106
09/2000,18416.508154139618
10/2000,18534.38451151012
11/2000,18274.632302436275
12/2000,17277.72167349669
01/2001,16780.743433799875
02/2001,17000.553887786005
03/2001,17198.46060428078
04/2001,17472.975498216354
05/2001,18589.07145485552
06/2001,18802.172574232274
07/2001,17892.9208035572
08/2001,17560.050004133824
09/2001,18906.485164943475
10/2001,18155.456245122565
11/2001,18231.900404691358
12/2001,18472.280999813793
01/2002,19241.76945012473
02/2002,20198.358523361323
03/2002,20333.821403579463
04/2002,20134.500024650195
05/2002,20472.579600232664
06/2002,18785.405741391616
07/2002,18318.820636381388
08/2002,18710.954420819686
09/2002,19307.605387766987
10/2002,18891.9299887151
11/2002,18897.03250818527
12/2002,19214.34974343708
01/2003,19972.753341983072
02/2003,18940.132790921416
03/2003,18061.598174315208
04/2003,17776.709513045957
05/2003,17960.62394015542
06/2003,17787.43335773474
07/2003,18410.673796601313
08/2003,20187.944605007895
09/2003,19554.317894194028
10/2003,19513.92570350419
11/2003,19498.602092679143
12/2003,19392.826635748093
01/2004,18946.11137988105
02/2004,18707.535375434516
03/2004,20339.14887040249
04/2004,19079.278352194862
05/2004,18912.769325624347
06/2004,19100.384055027953
07/2004,19067.655787471173
08/2004,19719.48171130036
09/2004,19640.42610399063
10/2004,19587.94710589971
11/2004,19991.503761450298
12/2004,18847.763738744463
01/2005,18980.015575780253
02/2005,19247.76539941364
03/2005,19321.030992817923
04/2005,19699.85647144697
05/2005,19687.904346558887
06/2005,21171.80247097605
07/2005,20775.098180174307
08/2005,20797.7121718335
09/2005,23009.572790183767
10/2005,22921.315802223213
11/2005,24651.71496532516
12/2005,25450.996828595686
01/2006,27466.23754960307
02/2006,27396.523870156583
03/2006,28131.66865502537
04/2006,30049.887254177498
05/2006,29682.31562685984
06/2006,28223.12375375527
07/2006,28970.590574718983
08/2006,28368.06902584377
09/2006,27672.534022863798
10/2006,27797.822937770343
11/2006,28634.97362944463
12/2006,28208.447850238237
01/2007,29342.963746314785
02/2007,29374.435023429007
03/2007,29027.280551140193
04/2007,29066.13743623588
05/2007,28613.713734911875
06/2007,28128.04513318334
07/2007,28349.057490834042
08/2007,28626.57916845553
09/2007,30589.447387493958
10/2007,31897.07234712535
11/2007,30977.308964013966
12/2007,33158.76806458136
01/2008,36226.67004942253
02/2008,37368.92131030628
03/2008,34437.852127297796
04/2008,32690.269102574748
05/2008,33308.37516562794
06/2008,34409.533524010825
07/2008,34284.90965316706
08/2008,32955.61649035895
09/2008,36045.8812611615
10/2008,33384.63307525177
11/2008,37294.32836713867
12/2008,36215.31986695931
01/2009,41799.785050379716
02/2009,43860.69832120158
03/2009,40112.839230248086
04/2009,38748.656374355574
05/2009,40292.58171851824
06/2009,38495.74506863579
07/2009,38665.3619970554
08/2009,38970.54340228512
09/2009,39578.32496907632
10/2009,40893.684667028065
11/2009,45540.1225366108
12/2009,44586.77839047116
01/2010,44923.61182694022
02/2010,47504.32067500574
03/2010,48131.95980259086
04/2010,51503.36773914422
05/2010,57050.157363480124
06/2010,58939.95352638734
07/2010,52160.865409399965
08/2010,57115.92851691684
09/2010,55655.65763135778
10/2010,56476.40158312236
11/2010,61844.67470362135
12/2010,61315.40026827354
01/2011,56297.59439025715
02/2011,59239.783164445056
03/2011,58821.7528552065
04/2011,60000.841763227276
05/2011,62014.96597152828
06/2011,60470.129465498794
07/2011,66288.29664229171
08/2011,72839.83170138458
09/2011,69622.10913237672
10/2011,71364.71936476638
11/2011,75494.3774982457
12/2011,70589.81666183207
01/2012,76773.80848937365
02/2012,76361.18891870917
03/2012,72181.08910490714
04/2012,72454.04496125344
05/2012,72823.37620177213
06/2012,73597.53995765604
07/2012,76530.61908728648
08/2012,75754.55837327578
09/2012,79590.66150321346
10/2012,76652.75209470115
11/2012,76996.79816548109
12/2012,73051.12356614236
01/2013,71154.77605177178
02/2013,70063.97455349249
03/2013,72268.94291292572
04/2013,65058.79716850607
05/2013,62064.625604564564
06/2013,52744.114699117934
07/2013,57303.55847504166
08/2013,60978.52899694571
09/2013,56827.550502542275
10/2013,56147.846826905625
11/2013,53246.99787159993
12/2013,50385.403427648416
01/2014,53522.29754368443
02/2014,55525.50777718805
03/2014,54162.0185934398
04/2014,53777.13038810717
05/2014,53116.48494547156
06/2014,55640.98886838723
07/2014,55509.29888440566
08/2014,56328.20130606025
09/2014,55849.77877013063
10/2014,53695.79383087545
11/2014,54721.475593212104
12/2014,57040.98356334144
01/2015,64367.963979374086
02/2015,62356.24772151802
03/2015,63687.36205842764
04/2015,60742.44448428025
05/2015,62678.110445232385
06/2015,60391.276511195
07/2015,57786.253535230535
08/2015,58384.11668227719
09/2015,57357.96448481578
10/2015,59803.506457607364
11/2015,57886.02586658473
12/2015,56259.69779766703
01/2016,58699.024210331285
02/2016,65382.54088953443
03/2016,62626.49526497543
04/2016,64978.95984216709
05/2016,62621.08802058965
06/2016,68546.07673877681
07/2016,69571.42910243256
08/2016,67749.07413354264
09/2016,68248.43009941535
10/2016,66923.15430508557
11/2016,63787.039291671215
12/2016,63309.98096276262
01/2017,64917.07215425519
02/2017,68201.95980236244
03/2017,67014.98596706112
04/2017,66678.61432857573
05/2017,64928.247335158405
06/2017,62625.887918890454
07/2017,62177.055748879386
08/2017,63804.16111224282
09/2017,62503.07618000751
10/2017,62757.59072952635
11/2017,62119.91970608937
12/2017,62147.71859835797
01/2018,62065.622033900094
02/2018,62012.59186171069
03/2018,61746.18399385305
04/2018,62468.85385684141
05/2018,64104.568200345704
06/2018,61616.43272076909
07/2018,59755.25109447863
08/2018,59271.701618052495
09/2018,58894.209902196184
10/2018,61634.770841305224
11/2018,61536.02015412093
12/2018,64253.185916903356
01/2019,66111.25921823368
02/2019,66313.82174463943
03/2019,66160.72304205567
04/2019,65582.63645536773
05/2019,66650.22407269962
06/2019,71019.7334883888
07/2019,73423.53896488958
08/2019,79420.56152154073
09/2019,78212.95200219454
10/2019,77663.55747222346
11/2019,76218.17538758111
12/2019,77706.03584936538
01/2020,82149.90317254185
02/2020,84040.10925458618
03/2020,84143.61541165135
04/2020,89693.59045766892
05/2020,88923.2598819699
06/2020,90435.29315157891
07/2020,94976.31355158167
08/2020,93870.50237073173
09/2020,92273.27317302304
10/2020,92093.45209478388
11/2020,84213.28944020685
12/2020,88202.05698604441
01/2021,87884.73251466396
02/2021,82272.2299568202
03/2021,82512.77278155457
04/2021,83691.53076439055
05/2021,89067.61086327267
06/2021,84848.2117860555
07/2021,87798.3887922485
08/2021,87683.61213554033
09/2021,86045.95168106865
10/2021,86841.1013047189
11/2021,90758.65053845156
12/2021,91836.06439273478
01/2022,91951.06967613325
02/2022,97433.68795322909
03/2022,99944.03370056124
04/2022,103579.08669882636
05/2022,98022.60485088665
06/2022,99893.67645856118
07/2022,98171.16847019273
08/2022,97961.52565878791
09/2022,97896.02492856515
10/2022,94358.92123227008
11/2022,96444.09127933416
12/2022,96958.59545908385
01/2023,101327.5708606189
02/2023,98021.60638928931
03/2023,103838.07785437489
04/2023,102970.78883067521
05/2023,104861.2847863339
06/2023,100345.22706360617
07/2023,101924.36136329047
08/2023,101878.06343673178
09/2023,100636.79369385909
10/2023,107171.86055039872
11/2023,106109.38355364243
12/2023,106343.19522250602
01/2024,107938.99257233454
02/2024,107761.53318631748
03/2024,116659.86927599995
04/2024,122581.03010746524
