Data,FR0013416716
12/1978,10000
01/1979,10484.104545863225
02/1979,11327.400700895063
03/1979,10818.740949486217
04/1979,11175.702821808647
05/1979,12648.274284224144
06/1979,12632.176444547516
07/1979,13010.783432327366
08/1979,13870.674709747092
09/1979,17297.562384658522
10/1979,16704.256561052312
11/1979,18102.097530265637
12/1979,22309.323163723537
01/1980,27527.152191139423
02/1980,27100.841694187064
03/1980,22153.474827742917
04/1980,23483.697619763207
05/1980,23225.003752305896
06/1980,27927.54756014547
07/1980,25924.192593446074
08/1980,27170.321098360215
09/1980,28630.05041024574
10/1980,27688.15755484497
11/1980,28236.718515391894
12/1980,27704.53849631553
01/1981,23874.219143105824
02/1981,24618.38432916653
03/1981,25880.63454850118
04/1981,24963.837643703082
05/1981,26295.62664583597
06/1981,24267.490644410354
07/1981,23831.751789162867
08/1981,25622.91632419497
09/1981,24674.296885216434
10/1981,23844.68953929008
11/1981,22897.146926615747
12/1981,22399.19872815631
01/1982,22001.48464494742
02/1982,21300.30152842007
03/1982,19139.989083786153
04/1982,21940.27635248181
05/1982,19078.431643260443
06/1982,19704.29687003166
07/1982,21736.591465997633
08/1982,26244.394993417958
09/1982,25555.68873245238
10/1982,27567.30745605428
11/1982,28872.251356783767
12/1982,28444.529656671104
01/1983,31489.692518964624
02/1983,26223.828391812778
03/1983,26757.91776577608
04/1983,28091.10171051079
05/1983,28808.08712815894
06/1983,28230.105072197246
07/1983,29024.205143116855
08/1983,29413.412653948915
09/1983,28773.204750761095
10/1983,26690.567059835117
11/1983,29052.525160059064
12/1983,28058.528344828603
01/1984,28103.550855831854
02/1984,28734.07598106099
03/1984,27304.388846090813
04/1984,26877.026809649764
05/1984,28499.58146615803
06/1984,27661.92792181561
07/1984,26341.876624631164
08/1984,27096.15176024781
09/1984,28008.526817291768
10/1984,27666.09436320087
11/1984,26577.630319212094
12/1984,25888.897507536618
01/1985,26377.936026829906
02/1985,25674.14712407973
03/1985,29443.338953639166
04/1985,26748.201290321475
05/1985,26318.14750259867
06/1985,26167.668391486637
07/1985,25654.517504715706
08/1985,25208.333903759853
09/1985,25039.694335235417
10/1985,23453.5063356176
11/1985,23013.59082993669
12/1985,22587.8091781812
01/1986,23711.226908847355
02/1986,21975.313854745353
03/1986,21738.784469489925
04/1986,21964.089483141022
05/1986,21422.28673929138
06/1986,21731.23005061869
07/1986,21748.515590633895
08/1986,22701.39226947527
09/1986,24778.716562214886
10/1986,23218.50000442335
11/1986,22784.106136456034
12/1986,22541.28091000795
01/1987,21709.433201184238
02/1987,21611.448444370606
03/1987,22381.82415870545
04/1987,23782.655097383344
05/1987,23378.298770338693
06/1987,23602.418351306325
07/1987,24757.597013075672
08/1987,24458.897238716934
09/1987,24141.8797026425
10/1987,24452.324906131114
11/1987,24136.30646292285
12/1987,23117.60676140556
01/1988,21991.62176025246
02/1988,21053.16449016053
03/1988,22268.322795205586
04/1988,21749.37346487612
05/1988,22280.627774787463
06/1988,22145.994270166266
07/1988,23274.16003416813
08/1988,23301.633184706632
09/1988,21451.624275676273
10/1988,21747.653590284754
11/1988,21401.32782604735
12/1988,20790.95732404403
01/1989,20762.137198033404
02/1989,20644.409239103537
03/1989,20576.286789934824
04/1989,20383.41588406223
05/1989,20370.00968748029
06/1989,21377.210348946766
07/1989,20185.261362397414
08/1989,20022.425160739796
09/1989,20705.951298814318
10/1989,20402.77168621838
11/1989,21868.811816461195
12/1989,20599.247749723276
01/1990,20694.14579339735
02/1990,20056.459361222787
03/1990,18443.497446209232
04/1990,18168.419881962196
05/1990,17641.534118675372
06/1990,17228.09551748028
07/1990,17659.649237506914
08/1990,17581.237396858764
09/1990,18546.2408258937
10/1990,16726.579990151753
11/1990,16624.912299570213
12/1990,17088.29086300335
01/1991,16033.36085543487
02/1991,15622.609309756379
03/1991,16671.98085135763
04/1991,17662.35623140928
05/1991,18029.056483816643
06/1991,19111.82958683727
07/1991,18848.60178708319
08/1991,17646.642870143685
09/1991,17528.03432254598
10/1991,17628.482660357593
11/1991,17387.077476115854
12/1991,16239.907522321064
01/1992,16384.69905223608
