Data,FR0010655712
11/1986,32445.26582577981
12/1986,31689.343489285315
01/1987,28637.79956328923
02/1987,27527.24339873375
03/1987,28793.62596095562
04/1987,28933.45710795314
05/1987,29114.625491776154
06/1987,30574.52116955185
07/1987,33402.17756549866
08/1987,34002.40845760976
09/1987,33167.319538092
10/1987,26027.978357750213
11/1987,22609.441003197488
12/1987,22102.688445711134
01/1988,20676.770338450155
02/1988,23857.108898003426
03/1988,23493.137160790207
04/1988,23298.71232008732
05/1988,23934.222964162735
06/1988,25224.48338754164
07/1988,26104.288315932197
08/1988,25740.717054908822
09/1988,27667.537797458663
10/1988,28727.592823626983
11/1988,28177.497612910138
12/1988,29320.805612693115
01/1989,28984.056822144925
02/1989,28450.194615558874
03/1989,29198.453580643712
04/1989,30260.94514953708
05/1989,31061.688262224263
06/1989,32525.341963773582
07/1989,34297.96096217176
08/1989,35259.275029697965
09/1989,34738.20845711064
10/1989,32493.3081618746
11/1989,34799.92068638145
12/1989,39494.722087637936
01/1990,40206.380252744406
02/1990,39919.367375600676
03/1990,43414.76404599209
04/1990,39986.13136331221
05/1990,40678.76626460451
06/1990,41449.12429171421
07/1990,42310.415479538744
08/1990,35921.921799757314
09/1990,29424.14361600239
10/1990,31602.343588790518
11/1990,31763.03137384668
12/1990,30812.714513559993
01/1991,31291.653987254176
02/1991,33977.55312579005
03/1991,33549.69653492648
04/1991,35375.301905916276
05/1991,37538.32814713444
06/1991,35730.436630863216
07/1991,35730.322498515096
08/1991,36348.21138510814
09/1991,35387.862313623795
10/1991,34835.0574282126
11/1991,34491.08334665064
12/1991,34739.42241626265
01/1992,37147.40348868196
02/1992,37144.307871724566
03/1992,37809.70395864858
04/1992,38162.45113527598
05/1992,39682.00121483317
06/1992,38565.40124941338
07/1992,35542.97707620055
08/1992,33908.10357823872
09/1992,32257.666374775305
10/1992,32826.06057719394
11/1992,33967.59149705848
12/1992,33980.377237747176
01/1993,34566.95954564488
02/1993,37038.09553780161
03/1993,37031.93049308987
04/1993,35775.1049552884
05/1993,35874.57761347354
06/1993,37317.695069913214
07/1993,39635.908871601074
08/1993,42746.364440638186
09/1993,42101.46061791682
10/1993,44795.62263013295
11/1993,45216.23130820969
12/1993,49802.92912457067
01/1994,47838.239516391404
02/1994,45947.48268727757
03/1994,46856.20192663644
04/1994,49331.61594281554
05/1994,46729.555067111316
06/1994,44477.58214038487
07/1994,47137.69049821335
08/1994,48587.656111245386
09/1994,44168.044564955795
10/1994,45479.031476804565
11/1994,44962.193877372665
12/1994,46238.653225791524
01/1995,44362.27700214863
02/1995,46134.370531105254
03/1995,42189.249989761774
04/1995,44234.20346434524
05/1995,45819.353591750936
06/1995,45740.060139849484
07/1995,48570.280138058966
08/1995,49136.5921229498
09/1995,47987.70467856848
10/1995,47368.259387862265
11/1995,49011.138926310254
12/1995,49704.41620082442
01/1996,54177.71291890219
02/1996,54351.89606826433
03/1996,54471.01984488601
04/1996,54761.55725292783
05/1996,55759.64518214215
06/1996,56134.85045609474
07/1996,54161.36517738916
08/1996,55698.14329939098
09/1996,57996.16323117707
10/1996,58382.01473348861
11/1996,62176.53228937936
12/1996,62688.38232118285
01/1997,66299.23122243068
02/1997,71360.45329533353
03/1997,75358.35272611066
04/1997,75236.65380325091
05/1997,78008.0940890003
06/1997,83311.75221614193
07/1997,97329.75846926481
08/1997,85099.16143315649
09/1997,91191.23822671853
10/1997,82393.50750282303
11/1997,86438.85644424922
12/1997,92757.79815253169
01/1998,97148.08719609452
02/1998,103199.91631021534
03/1998,111461.90026511722
04/1998,111939.65835132229
05/1998,121656.23263651703
06/1998,128636.70058666512
07/1998,130333.51864637279
08/1998,108102.43174456716
09/1998,98750.48442551777
10/1998,101983.63275142919
11/1998,112707.85949923699
12/1998,110006.19539579545
01/1999,112740.8864350475
02/1999,106473.37986444207
03/1999,106142.73221570137
04/1999,117503.04390078409
05/1999,110201.13832967768
06/1999,117534.55971096549
07/1999,111479.24782051111
08/1999,115160.53505526576
09/1999,112508.5321852177
10/1999,120704.24857099034
11/1999,128790.94716640376
12/1999,151980.33958415533
01/2000,149291.14450434252
02/2000,166946.3657189406
03/2000,165946.2217781542
04/2000,161898.9209470564
05/2000,155225.5613951505
06/2000,150595.81569822755
07/2000,156961.45307143647
08/2000,157517.68366677803
09/2000,148373.4231025096
10/2000,154457.40065999184
11/2000,139056.2733180654
12/2000,140381.93060884468
01/2001,148258.84820621746
02/2001,135441.294584848
03/2001,127177.09114977998
04/2001,136646.1758571679
05/2001,132726.59867721467
06/2001,132127.51689920327
07/2001,127815.97737396305
08/2001,113128.66519748323
09/2001,93930.29682430624
10/2001,99394.56890078355
11/2001,108777.81299801337
12/2001,112478.81429250442
01/2002,111325.27467317866
02/2002,109822.32027496358
03/2002,117620.04057130545
04/2002,109850.1740822401
05/2002,104983.92163023201
06/2002,95481.01652256129
07/2002,80605.45834751279
08/2002,80877.58199061656
09/2002,60310.00403778066
10/2002,68664.6513567242
11/2002,72306.19103792525
12/2002,62953.74887193341
01/2003,59828.17530634507
02/2003,55451.630599217155
03/2003,52765.26727817724
04/2003,64040.92172052218
05/2003,64920.217089022866
06/2003,70092.87499825872
07/2003,75904.13010973587
08/2003,75826.42416348316
09/2003,70863.04894240417
10/2003,79543.4036654494
11/2003,81494.03548785041
12/2003,86256.2101397915
01/2004,88281.671567816
02/2004,87394.67380235798
03/2004,83875.64821668298
04/2004,86663.49861156795
05/2004,85268.86389181
06/2004,88117.23799491143
07/2004,84693.68398360167
08/2004,82286.44168385617
09/2004,84620.65060483385
10/2004,86077.59765562047
11/2004,89673.06622727869
12/2004,92492.70749377727
01/2005,92458.26953041824
02/2005,94528.8303944236
03/2005,94483.58028484431
04/2005,90914.08041950749
05/2005,96897.93862329483
06/2005,99619.3495376769
07/2005,106132.17640367757
08/2005,104889.44695286882
09/2005,109537.62101207042
10/2005,107030.07822835783
11/2005,112760.83420243149
12/2005,117416.54950012449
01/2006,123179.39523564535
02/2006,125815.22467643968
03/2006,129582.64390228779
04/2006,130435.93511857375
05/2006,123544.38968610317
06/2006,123326.84367273007
07/2006,123287.48866760437
08/2006,127130.78274865389
09/2006,130260.9398194468
10/2006,135990.23261221944
11/2006,136852.46572587406
12/2006,143082.20709076888
01/2007,147238.73936511934
02/2007,145628.7522540676
03/2007,149988.22883409227
04/2007,160640.74217867595
05/2007,170908.41325234447
06/2007,173588.6260185067
07/2007,164400.15017412277
08/2007,165557.64954794705
09/2007,170384.7567818396
10/2007,173788.65203049916
11/2007,170551.6152601175
12/2007,174801.99478501288
01/2008,148448.56190975828
02/2008,146191.18225911996
03/2008,141561.11108845263
04/2008,150514.17045308807
05/2008,153706.71592298313
06/2008,138999.17947679065
07/2008,140313.84821409633
08/2008,139062.1991388607
09/2008,126247.6121471361
10/2008,107984.18731753083
11/2008,101079.35446129747
12/2008,104117.9647332365
01/2009,93895.97867329283
02/2009,83183.18783195442
03/2009,88392.22054117112
04/2009,103201.21325190636
05/2009,106900.71197036805
06/2009,104031.92685516727
07/2009,115348.85347786114
08/2009,118204.93151293027
09/2009,122749.4863257741
10/2009,117111.32488952659
11/2009,121664.72368535439
12/2009,128823.04941455626
01/2010,121273.34719852846
02/2010,121039.88566083845
03/2010,133030.96184695957
04/2010,132633.98442873632
05/2010,128918.46659489925
06/2010,128933.44513433159
07/2010,132866.0127581024
08/2010,128041.00943230456
09/2010,134595.3037993843
10/2010,142629.745006256
11/2010,144500.1811038583
12/2010,149364.23116704368
01/2011,152879.26680406582
02/2011,157075.22775080617
03/2011,152072.5408311707
04/2011,162278.58064512507
05/2011,157497.41714067935
06/2011,159266.84848113862
07/2011,154557.99129273414
08/2011,124882.15044909893
09/2011,118766.06781016204
10/2011,132556.46988655548
11/2011,131412.24823488414
12/2011,127290.0512024349
01/2012,139376.67616182935
02/2012,147935.5840922038
03/2012,149881.39463405163
04/2012,145863.62698838842
05/2012,135133.46072592362
06/2012,138398.9440999435
07/2012,146065.88749849793
08/2012,150335.66267416126
09/2012,155614.69537096669
10/2012,156560.9289444697
11/2012,159671.71329716704
12/2012,164119.2108811225
01/2013,167633.95965684572
02/2013,166879.48225269513
03/2013,168021.1886138631
04/2013,170559.19680437294
05/2013,179923.0657908586
06/2013,171511.5015534934
07/2013,178322.7858212088
08/2013,174584.1634384425
09/2013,185153.70493162368
10/2013,194607.08728618888
11/2013,202591.0715002967
12/2013,205737.56751248857
01/2014,200428.88597518438
02/2014,208716.65297342662
03/2014,205766.87114019573
04/2014,206768.6627924006
05/2014,214072.8870492873
06/2014,211682.5049922981
07/2014,202502.92885716236
08/2014,203835.50198928255
09/2014,203907.40962683206
10/2014,200717.40515168678
11/2014,214774.5500665815
12/2014,210984.43052024947
01/2015,230090.36856366278
02/2015,245289.75162843853
03/2015,257413.90359367637
04/2015,246382.92411799656
05/2015,245489.9515472966
06/2015,235385.4061839113
07/2015,243194.71574763805
08/2015,220605.44658763165
09/2015,207705.7431617605
10/2015,233267.75813213695
11/2015,244687.75140151047
12/2015,230925.8264120377
01/2016,210595.53258235054
02/2016,204071.69004018515
03/2016,214158.11753956982
04/2016,215718.9213260925
05/2016,220509.3487016271
06/2016,207971.92128324008
07/2016,222078.71731452938
08/2016,227542.41320906943
09/2016,225769.09160012347
10/2016,229057.87110288063
11/2016,228508.0736466404
12/2016,246544.9552941955
01/2017,247689.3775606071
02/2017,254091.0949843742
03/2017,264342.7121293444
04/2017,267007.2909162864
05/2017,270785.7802065497
06/2017,264539.5717843576
07/2017,260077.38333948952
08/2017,258716.2899701137
09/2017,275283.6089034763
10/2017,283859.1640983366
11/2017,279424.2844987899
12/2017,277119.51695169567
01/2018,282928.1521700278
02/2018,266738.42245713505
03/2018,259442.35822285217
04/2018,270474.25435520045
05/2018,270296.8776087941
06/2018,263865.0122282982
07/2018,274553.29274495627
08/2018,265065.8234363113
09/2018,262528.3656317935
10/2018,245373.92142114753
11/2018,241275.09357732802
12/2018,226288.83251864745
01/2019,239431.59780870724
02/2019,246752.03410194168
03/2019,246954.31802668766
04/2019,264460.8779443095
05/2019,251215.02437278396
06/2019,265588.9692074113
07/2019,261073.66469754762
08/2019,255702.3684395961
09/2019,266149.640735649
10/2019,275522.51770470216
11/2019,283413.75674476294
12/2019,283660.5711885646
01/2020,277919.6211798053
02/2020,254526.92508763447
03/2020,212667.1294097661
04/2020,232465.26855652887
05/2020,247967.13794011946
06/2020,263442.3201858257
07/2020,263472.36637306045
08/2020,276973.91478387313
09/2020,273000.1418668994
10/2020,247213.94251924657
11/2020,284301.27403317497
12/2020,293424.48221505055
01/2021,287284.83671669365
02/2021,294819.3858242458
03/2021,320928.3190458718
04/2021,323629.4467000089
05/2021,329700.92760906724
06/2021,332023.30814893026
07/2021,332281.03647172585
08/2021,338467.42730472866
09/2021,326161.69814510347
10/2021,335283.7307680178
11/2021,322676.0015202385
12/2021,339418.0760062688
01/2022,330550.9546064586
02/2022,308940.340584808
03/2022,307926.09892487025
04/2022,301131.5008376658
05/2022,307310.8619000902
06/2022,273014.13312477554
07/2022,287946.777510657
08/2022,274061.7088551335
09/2022,258652.0798063422
10/2022,282957.27543001715
11/2022,307342.2816863016
12/2022,297209.6476037883
01/2023,322899.6935020726
02/2023,327928.5682018444
03/2023,333529.22490948206
04/2023,339765.7580818507
05/2023,334224.33120027743
06/2023,344521.0618392719
07/2023,350870.1272519721
08/2023,340179.4204183701
09/2023,328194.6158325895
10/2023,315876.109609198
11/2023,345817.65788801457
12/2023,357224.29883642675
01/2024,360438.4468369879
02/2024,376921.56382767233
03/2024,394252.06854411506
04/2024,382273.4265652307
