Data,LU1829218749
10/2012,10000
11/2012,10067.02058230727
12/2012,9797.251229612415
01/2013,9803.638442642572
02/2013,9807.485714466848
03/2013,10100.80946012052
04/2013,9561.965460096828
05/2013,9513.137876000854
06/2013,9273.176320788982
07/2013,9349.806392784314
08/2013,9652.816441626124
09/2013,9219.119812064528
10/2013,8930.673090718608
11/2013,8822.47557880147
12/2013,8880.90121834782
01/2014,9174.365870193997
02/2014,9560.327504046905
03/2014,9649.416118274628
04/2014,9742.586570171748
05/2014,9768.00932164544
06/2014,9820.423869502662
07/2014,9597.229924760019
08/2014,9690.73168355509
09/2014,9612.192105751268
10/2014,9460.221124404858
11/2014,8890.379698631616
12/2014,8278.377873169271
01/2015,8445.954071174167
02/2015,8698.535033813278
03/2015,8586.949459516647
04/2015,8913.169303267528
05/2015,8857.458296450975
06/2015,8869.152200929277
07/2015,7973.93577678017
08/2015,7842.375496260838
09/2015,7546.262463100625
10/2015,7696.2285975605955
11/2015,7510.508992891074
12/2015,7051.2588138086885
01/2016,6696.03853692567
02/2016,6527.119895463538
03/2016,6502.215326699269
04/2016,7003.572429611091
05/2016,7265.714889902431
06/2016,7531.86696166199
07/2016,7033.320814345608
08/2016,7030.450173824698
09/2016,7203.972883646251
10/2016,7384.065317969709
11/2016,7755.885030148328
12/2016,7933.643084244931
01/2017,7725.5957565344215
02/2017,7800.596968947923
03/2017,7560.009319015048
04/2017,7261.930295279811
05/2017,6960.641075377041
06/2017,6675.726715961375
07/2017,6753.237912782142
08/2017,6635.74526561894
09/2017,6759.658096692944
10/2017,7032.264330515863
11/2017,6935.085386446737
12/2017,7062.969949848674
01/2018,6938.772210075955
02/2018,6970.856968082735
03/2018,6971.309616791204
04/2018,7346.380074101769
05/2018,7646.60708050294
06/2018,7562.121945699416
07/2018,7336.382657462212
08/2018,7328.922714788578
09/2018,7435.8363017670745
10/2018,7472.273251728762
11/2018,7128.258830110458
12/2018,6608.4301056195445
01/2019,6977.931512723562
02/2019,7164.761296728616
03/2019,7318.314549481501
04/2019,7366.09199520497
05/2019,7063.318077317739
06/2019,7145.924498471943
07/2019,7219.8056653518
08/2019,6975.0924037041505
09/2019,7204.264073220846
10/2019,7168.105629407844
11/2019,7250.477029078453
12/2019,7498.578554978067
01/2020,6969.75963316779
02/2020,6589.4215579075235
03/2020,5039.447103913759
04/2020,4857.469156773226
05/2020,5396.489575833988
06/2020,5575.504985910815
07/2020,5514.549715314588
08/2020,5812.91959831222
09/2020,5745.333924294667
10/2020,5635.708552301967
11/2020,6068.271854516441
12/2020,6218.488512464342
01/2021,6500.735618334111
02/2021,7111.525055043603
03/2021,7131.885429970745
04/2021,7518.391837163439
05/2021,7649.006482576107
06/2021,8148.914747286
07/2021,8327.130016480285
08/2021,8366.577738192618
09/2021,8940.145255735093
10/2021,9294.550431593078
11/2021,8809.843184473404
12/2021,9242.850656058628
01/2022,10292.983424238966
02/2022,10835.19946343543
03/2022,12001.06229451521
04/2022,13223.787121237563
05/2022,13379.98588583831
06/2022,12622.629005550298
07/2022,13001.92171717117
08/2022,13137.799165927165
09/2022,12487.202262257588
10/2022,12683.365632362344
11/2022,12464.479790287121
12/2022,11978.799071924364
01/2023,11610.739271053746
02/2023,11025.515486635724
03/2023,10666.653254882813
04/2023,10517.315534107409
05/2023,9946.663359340391
06/2023,9935.223432371618
07/2023,10667.089646468929
08/2023,10718.921020139935
09/2023,11117.453989780324
10/2023,10910.790207958447
11/2023,10206.0316494884
12/2023,10081.047137013067
01/2024,10198.967715515866
02/2024,10136.029061278263
03/2024,10450.809491854288
04/2024,11212.111009212267
