Data,LU0908508731
01/1985,10000
02/1985,10233.9571246267
03/1985,9829.684512044776
04/1985,10014.519002161389
05/1985,10244.08566919089
06/1985,10293.110361598365
07/1985,9868.205016010872
08/1985,10011.518914757198
09/1985,9987.360107286562
10/1985,9891.187362384871
11/1985,9868.0807775169
12/1985,9916.240412313553
01/1986,9905.260794002152
02/1986,9895.042800628991
03/1986,10714.980895325123
04/1986,10415.913008799438
05/1986,10610.552890612835
06/1986,10554.187678355529
07/1986,10454.804536308819
08/1986,10466.224645662935
09/1986,10271.795702927939
10/1986,10389.628196195938
11/1986,10156.11333466044
12/1986,10073.050311182482
01/1987,9953.79403239075
02/1987,10064.95577862819
03/1987,10136.66844525554
04/1987,10155.158200552805
05/1987,10256.221029133822
06/1987,10186.44169867008
07/1987,10153.655610954276
08/1987,10065.18381371808
09/1987,9929.005421329566
10/1987,9997.504561273601
11/1987,9798.825406243443
12/1987,9805.119716115201
01/1988,10422.233553564432
02/1988,10551.590584386004
03/1988,10487.374953000515
04/1988,10543.985030773358
05/1988,10758.406586981617
06/1988,11083.671337736396
07/1988,11332.07572433816
08/1988,11230.606329679893
09/1988,11485.770862152205
10/1988,11492.36852151585
11/1988,11290.969667507832
12/1988,11421.864947145265
01/1989,11877.496935792698
02/1989,11600.094382000654
03/1989,11851.144422795523
04/1989,11927.814280828616
05/1989,12296.71862694689
06/1989,12431.306554401384
07/1989,12368.673444296746
08/1989,12593.825242777813
09/1989,12302.669547687861
10/1989,12250.166955696524
11/1989,12055.352316219145
12/1989,11667.696355699794
01/1990,11352.894572717727
02/1990,11266.852201832542
03/1990,11114.478815486564
04/1990,10985.73068582325
05/1990,11419.884975441837
06/1990,11350.923017360963
07/1990,11156.66401269867
08/1990,10952.701026215995
09/1990,11085.59815834365
10/1990,11117.437853930378
11/1990,11293.328329095053
12/1990,11346.051636120143
01/1991,11470.466770138439
02/1991,11855.386089917827
03/1991,12767.278811931039
04/1991,13002.330149491874
05/1991,13231.23247458564
06/1991,13596.600477510383
07/1991,13402.219238113987
08/1991,13688.786457169323
09/1991,13575.749975588082
10/1991,13787.151267297468
11/1991,13671.029648008822
12/1991,13501.869478766903
01/1992,13938.664318172983
02/1992,14114.406316900411
03/1992,14018.502423326721
04/1992,14086.726391897664
05/1992,14137.771529139494
06/1992,13827.664394689647
07/1992,13780.07370303019
08/1992,13542.480421361499
09/1992,14261.786737821903
10/1992,15070.822718375028
11/1992,15357.68843253112
12/1992,15770.171547638294
01/1993,15964.536294712347
02/1993,16752.291709653957
03/1993,16604.19601610853
04/1993,16572.033029301987
05/1993,16777.617011648403
06/1993,17944.25823712865
07/1993,18934.1574105155
08/1993,18668.726772587605
09/1993,18436.617003329877
10/1993,18802.238362225416
11/1993,19014.858652096573
12/1993,19250.85097444659
01/1994,19409.205984214477
02/1994,18964.52899738173
03/1994,18575.168629630392
04/1994,18436.89586528616
