Data,FR0012740983
07/2013,59077.07901476449
08/2013,58086.041572306975
09/2013,61831.78558341815
10/2013,65605.83020387919
11/2013,66110.26697291851
12/2013,66639.19527424549
01/2014,64718.172212450576
02/2014,67626.32243530825
03/2014,67952.27316169675
04/2014,68979.10562636261
05/2014,70830.70068341013
06/2014,70600.37368950949
07/2014,68205.8506253705
08/2014,69463.61084621405
09/2014,70706.32393126875
10/2014,68299.84269457022
11/2014,71393.38991471978
12/2014,69185.97577257932
01/2015,73804.59059965257
02/2015,79259.18665020364
03/2015,81482.7681284178
04/2015,79951.80598500937
05/2015,79845.97750496467
06/2015,76696.17561323095
07/2015,80685.29028203526
08/2015,73310.6265472084
09/2015,69573.54442108818
10/2015,76759.49900329375
11/2015,78815.81161277798
12/2015,73492.5096814265
01/2016,68582.33927205275
02/2016,66368.05583449133
03/2016,67738.23145080895
04/2016,68612.82449855685
05/2016,70286.60709333674
06/2016,65924.71933475973
07/2016,68891.13153180346
08/2016,69670.3391371238
09/2016,69241.71541018107
10/2016,70525.73758063362
11/2016,70521.99458504653
12/2016,76086.05301244218
01/2017,74765.4789339753
02/2017,76906.25737396383
03/2017,81237.30466789457
04/2017,82819.0696725001
05/2017,83621.28609383524
06/2017,81122.09560512828
07/2017,81345.83973327486
08/2017,80746.29902519111
09/2017,84895.54243148692
10/2017,86806.33672479301
11/2017,84389.4635542368
12/2017,82901.33201130472
01/2018,85451.14465625097
02/2018,81499.4955747613
03/2018,79713.46439364855
04/2018,84330.02504528016
05/2018,82192.6333615158
06/2018,82014.12150918366
07/2018,85227.79888740485
08/2018,82053.65155665108
09/2018,82266.30606028737
10/2018,77426.98019084963
11/2018,76867.51961105791
12/2018,72799.24982693614
01/2019,76795.00123679792
02/2019,80175.31002033404
03/2019,81624.62942565321
04/2019,85962.44947554366
05/2019,81198.59481466773
06/2019,86059.80184575541
07/2019,85970.41425012938
08/2019,85034.75260840438
09/2019,88638.74354975314
10/2019,89582.64604026919
11/2019,92074.50619995936
12/2019,93165.29841332644
01/2020,90670.43617949587
02/2020,82987.06080274435
03/2020,69522.04864068593
04/2020,73213.23909465839
05/2020,76670.04676120068
06/2020,81561.63512033864
07/2020,80240.02632378793
08/2020,82782.77210723734
09/2020,80844.27564411084
10/2020,74922.66862641613
11/2020,88461.8123203857
12/2020,90016.10255090777
01/2021,88307.76099797527
02/2021,92307.56293844126
03/2021,99568.67644291361
04/2021,101368.16480607826
05/2021,103685.86389566731
06/2021,104379.87565792773
07/2021,105116.22176707527
08/2021,107867.16582259496
09/2021,104172.5859755672
10/2021,109520.95167715076
11/2021,104763.19498004636
12/2021,110832.69137211403
01/2022,107736.93295796168
02/2022,101340.79922115267
03/2022,100864.01305149934
04/2022,98746.85194898967
05/2022,99595.64424062413
06/2022,90855.98102116284
07/2022,97600.97291123003
08/2022,92611.07512168119
09/2022,87442.86444467396
10/2022,95375.32529132618
11/2022,104611.16209568565
12/2022,100132.84644262037
01/2023,110015.6785705903
02/2023,112091.31754094189
03/2023,114261.30930180916
04/2023,116119.44748934844
05/2023,113535.04361517001
06/2023,118444.09992642241
07/2023,120491.0744759617
08/2023,115851.91824879301
09/2023,112599.99500062862
10/2023,109600.3857122647
11/2023,118395.483091945
12/2023,122173.4892043565
01/2024,125738.25826726624
02/2024,132062.4851948272
03/2024,137758.6891048122
04/2024,134381.4159830111
