Data,FR0010510800
12/2005,10000
01/2006,10018.616666666667
02/2006,10036.060261568242
03/2006,10058.420063980833
04/2006,10078.86655101675
05/2006,10099.749417851675
06/2006,10122.957769443476
07/2006,10145.132701403165
08/2006,10171.931177211165
09/2006,10196.0269179109
10/2006,10223.016407688543
11/2006,10252.449298492065
12/2006,10281.687393960598
01/2007,10311.440034037203
02/2007,10339.239757807572
03/2007,10372.348595267258
04/2007,10404.592923728107
05/2007,10438.88907695125
06/2007,10471.292120511223
07/2007,10505.926351111479
08/2007,10544.029255480813
09/2007,10576.854517483498
10/2007,10611.99019886321
11/2007,10649.21612507926
12/2007,10682.962429799865
01/2008,10720.176111876002
02/2008,10754.14027350718
03/2008,10788.677457660773
04/2008,10827.399408117493
05/2008,10861.615322942855
06/2008,10895.765613794105
07/2008,10936.832868704652
08/2008,10973.863609571592
09/2008,11012.274422773437
10/2008,11050.399536337462
11/2008,11076.68171504301
12/2008,11101.473768894833
01/2009,11116.929574403486
02/2009,11126.839796249555
03/2009,11135.52216785534
04/2009,11143.664763082023
05/2009,11149.483656985569
06/2009,11155.680211391762
07/2009,11158.407782639111
08/2009,11160.596748470856
09/2009,11162.93472445402
10/2009,11165.700627858105
11/2009,11167.967901208369
12/2009,11170.742730375303
01/2010,11172.77000661981
02/2010,11174.757030101555
03/2010,11177.53036747641
04/2010,11179.655915656362
05/2010,11181.7909888808
06/2010,11184.01523291911
07/2010,11187.911501543342
08/2010,11190.950967784605
09/2010,11194.268548912807
10/2010,11199.745237173436
11/2010,11204.524303682318
12/2010,11208.665628933057
01/2011,11213.403199625336
02/2011,11219.095044810296
03/2011,11224.875400885141
04/2011,11232.773583630289
05/2011,11241.814266952617
06/2011,11251.649052538238
07/2011,11260.229020177372
08/2011,11268.091481915897
09/2011,11276.976745877171
10/2011,11284.935774110289
11/2011,11291.441875031707
12/2011,11296.853291439935
01/2012,11299.57985142269
02/2012,11301.957997706017
03/2012,11304.604012168758
04/2012,11306.921559874376
05/2012,11309.377760490026
06/2012,11311.42609143419
07/2012,11312.281764674488
08/2012,11312.471606108664
09/2012,11312.403062200685
10/2012,11312.354316827536
