Data,FR0010510800
11/2012,11312.196248978275
12/2012,11311.899092445781
01/2013,11311.651558631482
02/2013,11311.304692304393
03/2013,11310.977662626432
04/2013,11310.789599042786
05/2013,11310.641196417544
06/2013,11310.413330283664
07/2013,11310.393856677596
08/2013,11310.334609545638
09/2013,11310.086742854348
10/2013,11310.076988639325
11/2013,11310.037391281463
12/2013,11310.602918284862
01/2014,11311.624612018313
02/2014,11312.060800695648
03/2014,11312.675376014531
04/2014,11314.49975960522
05/2014,11315.77831912218
06/2014,11315.529478037379
07/2014,11315.062459602032
08/2014,11314.298001240757
09/2014,11313.374970700503
10/2014,11312.412363478728
11/2014,11311.350716516148
12/2014,11310.04138456136
01/2015,11308.563713624984
02/2015,11307.29431377269
03/2015,11305.866505239572
04/2015,11304.329867806775
05/2015,11302.466470178499
06/2015,11300.405177017841
07/2015,11298.245093380754
08/2015,11296.204148041108
09/2015,11293.995098048548
10/2015,11291.677403938176
11/2015,11289.518453737075
12/2015,11286.359740786138
01/2016,11283.340084354459
02/2016,11280.211955306759
03/2016,11276.242858388467
04/2016,11272.244650339282
05/2016,11268.12826280066
06/2016,11263.834346542893
07/2016,11259.92699818469
08/2016,11255.713483264615
09/2016,11251.342288450669
10/2016,11247.258646231703
11/2016,11243.056898327868
12/2016,11238.60848448903
01/2017,11234.388220245846
02/2017,11230.376268872193
03/2017,11225.801232100011
04/2017,11221.632297382504
05/2017,11217.335443330625
06/2017,11212.831609359975
07/2017,11208.64479246868
08/2017,11204.05331331565
09/2017,11199.887538381687
10/2017,11195.603780587642
11/2017,11191.17242213296
12/2017,11187.057936997648
01/2018,11182.746443683032
02/2018,11178.643071151222
03/2018,11173.987071575815
04/2018,11169.766417589797
05/2018,11165.240186406723
06/2018,11161.05043981211
07/2018,11156.742803570647
08/2018,11152.129681291279
09/2018,11148.050458746246
10/2018,11143.596649352638
11/2018,11139.104014613094
12/2018,11134.809486512295
01/2019,11130.24908165183
02/2019,11126.143384790366
03/2019,11121.909994231999
04/2019,11117.469994255105
05/2019,11112.922113050518
06/2019,11108.848520151481
07/2019,11104.41048712191
08/2019,11099.913925652707
09/2019,11095.398307883721
10/2019,11089.758923090589
11/2019,11084.820653694294
12/2019,11079.12376511894
01/2020,11073.743303306828
02/2020,11068.915835067319
03/2020,11064.118672883224
04/2020,11058.622272921973
05/2020,11053.777325659496
06/2020,11048.617686628117
07/2020,11042.985736482427
08/2020,11037.906545919659
09/2020,11032.680307972503
10/2020,11027.14940081104
11/2020,11022.043011459577
12/2020,11016.218198813456
01/2021,11011.192228203281
02/2021,11006.17686926468
03/2021,11000.13791538496
04/2021,10995.104463374113
05/2021,10989.943751047469
06/2021,10984.645963231635
07/2021,10979.0142087435
08/2021,10973.68852594905
09/2021,10968.04862629924
10/2021,10962.842718497506
11/2021,10957.470271399974
12/2021,10951.626219344222
01/2022,10946.363705284411
02/2022,10941.259440940998
03/2022,10935.408133209683
04/2022,10930.098864017511
05/2022,10924.632994746105
06/2022,10918.912192140004
07/2022,10914.234929154069
08/2022,10913.325409576639
09/2022,10916.487570033034
10/2022,10922.097787226428
11/2022,10934.275541160074
12/2022,10949.489382790834
01/2023,10966.725907531243
02/2023,10985.807657589909
03/2023,11011.599963847686
04/2023,11037.19131919237
05/2023,11065.343510879084
06/2023,11097.107434913132
07/2023,11127.392003948564
08/2023,11164.500385408897
09/2023,11198.085172110297
10/2023,11234.405234929192
11/2023,11273.342011329756
12/2023,11309.914823822468
01/2024,11346.618976982263
02/2024,11384.740975511408
03/2024,11421.717422669804
04/2024,11458.834927588485
