Data,LU0290358497
01/2003,10000
02/2003,10020.518411722838
03/2003,10043.527493376516
04/2003,10064.238243183929
05/2003,10084.646226427261
06/2003,10103.255398269232
07/2003,10120.56487224681
08/2003,10136.973871235761
09/2003,10154.476948397982
10/2003,10171.378791874806
11/2003,10185.884954018697
12/2003,10204.276600412928
01/2004,10220.67144855711
02/2004,10235.967071115509
03/2004,10253.951075830731
04/2004,10270.736114370644
05/2004,10287.617936816714
06/2004,10304.197951430524
07/2004,10321.0740342763
08/2004,10338.94348770768
09/2004,10355.71410769552
10/2004,10372.481863283392
11/2004,10390.939961073884
12/2004,10408.299400566608
01/2005,10426.153796309389
02/2005,10441.914061041438
03/2005,10459.563406226343
04/2005,10476.214150603355
05/2005,10494.653961618755
06/2005,10511.796578555364
07/2005,10528.438597569699
08/2005,10547.565917892376
09/2005,10565.097699674405
10/2005,10583.124035244899
11/2005,10600.64979093428
12/2005,10619.565452776373
01/2006,10640.766033463527
02/2006,10659.277154435247
03/2006,10681.465431079427
04/2006,10702.45642442027
05/2006,10726.924645866018
06/2006,10749.99651687919
07/2006,10775.252038313822
08/2006,10801.89525271561
09/2006,10827.440356553867
10/2006,10857.951633880284
11/2006,10887.264937345939
12/2006,10916.970860815474
01/2007,10951.939182165896
02/2007,10981.435875681827
03/2007,11014.206751771286
04/2007,11049.654830890358
05/2007,11084.898231059997
06/2007,11119.241594800833
07/2007,11158.54595229349
08/2007,11196.552436976108
09/2007,11230.579752660002
10/2007,11270.262053079101
11/2007,11307.256500751708
12/2007,11344.046126091365
01/2008,11382.219558814064
02/2008,11418.301724298026
03/2008,11457.554438292076
04/2008,11494.716051489586
05/2008,11532.16916176584
06/2008,11570.906145626894
07/2008,11611.720576398193
08/2008,11651.039709243263
09/2008,11694.42025103943
10/2008,11732.138409832236
11/2008,11760.326647365759
12/2008,11786.327809345978
01/2009,11803.992827979637
02/2009,11814.513931548972
03/2009,11824.63651739546
04/2009,11832.476596657385
05/2009,11838.62966494843
06/2009,11845.079063976871
07/2009,11847.660933523768
08/2009,11850.242290591166
09/2009,11852.724014000783
10/2009,11855.304354569136
11/2009,11857.98328759074
12/2009,11860.562595414554
01/2010,11862.943214657269
02/2010,11865.026114951688
03/2010,11867.70301603986
04/2010,11870.181261763333
05/2010,11872.659012115639
06/2010,11875.037220210736
07/2010,11878.801491365353
08/2010,11882.26796148485
09/2010,11885.535727106077
10/2010,11891.179200547653
11/2010,11896.52463406538
12/2010,11900.483129956729
01/2011,11906.123700268517
02/2011,11911.664267182838
03/2011,11917.203828286467
04/2011,11925.513389174219
05/2011,11935.701651547468
06/2011,11945.690237930472
07/2011,11954.588740104105
08/2011,11963.485676920183
09/2011,11972.282125289217
10/2011,11981.571600426812
11/2011,11988.485681347462
12/2011,11993.717251317215
01/2012,11996.97005955105
02/2012,11999.530067763277
03/2012,12002.08956608317
04/2012,12004.74742020638
05/2012,12007.20703331457
06/2012,12009.369605734682
07/2012,12010.543325200259
08/2012,12010.728438821006
09/2012,12010.616964840632
10/2012,12010.703058468758
11/2012,12010.393822421134
12/2012,12010.18335425697
01/2013,12009.874046253964
02/2013,12009.564706401556
03/2013,12009.156559655134
04/2013,12009.044697999527
05/2013,12008.93277159609
06/2013,12008.7220300944
07/2013,12008.80746672527
08/2013,12008.596604014274
09/2013,12008.484418735181
10/2013,12008.37216876608
11/2013,12008.358563344444
12/2013,12009.134484812193
01/2014,12010.304964698023
02/2014,12010.78437426154
03/2014,12011.658325859127
04/2014,12013.222725181438
05/2014,12014.688120512874
06/2014,12014.673413193215
07/2014,12014.165407652485
08/2014,12013.361497659429
09/2014,12012.36038420129
10/2014,12011.359354169274
11/2014,12010.259796984254
12/2014,12008.963134937496
01/2015,12007.469417322118
02/2015,12006.27162302872
03/2015,12004.778211866722
04/2015,12003.087827250973
05/2015,12001.101957175966
06/2015,11998.919228608285
07/2015,11996.6382356495
08/2015,11994.456076176757
09/2015,11992.077140251418
10/2015,11989.698517533785
11/2015,11987.320207988183
12/2015,11984.154181259733
01/2016,11981.087094569548
02/2016,11977.527999015017
03/2016,11973.575496841313
04/2016,11969.328157443251
05/2016,11964.786054625012
06/2016,11960.441534864933
07/2016,11956.294548840926
08/2016,11951.557542247416
09/2016,11947.116531977696
10/2016,11942.577757248744
11/2016,11938.138069612973
12/2016,11933.600633767654
01/2017,11928.96547424269
02/2017,11924.62617116644
03/2017,11920.0907471471
04/2017,11915.752741306318
05/2017,11910.825189976056
06/2017,11906.29180165896
07/2017,11901.660738380388
08/2017,11897.030364355824
09/2017,11892.597342511011
10/2017,11887.771683737663
11/2017,11883.34000720159
12/2017,11879.10560063935
01/2018,11874.183726311461
02/2018,11869.852333074206
03/2018,11865.325014686465
04/2018,11860.503546085865
05/2018,11855.781064717752
06/2018,11851.354061436872
07/2018,11846.534715471818
08/2018,11841.912573287771
09/2018,11837.585818849951
10/2018,11832.670353383683
11/2018,11828.05027549911
12/2018,11823.430885549229
01/2019,11818.71398301391
02/2019,11814.390553626552
03/2019,11809.871394681704
04/2019,11805.058379327256
05/2019,11800.34425193072
06/2019,11796.121625915632
07/2019,11791.212562469467
08/2019,11786.598664844256
09/2019,11781.592914533181
10/2019,11775.901029254335
11/2019,11770.602485397163
12/2019,11764.912301269924
01/2020,11759.321086173233
02/2020,11754.221191752376
03/2020,11748.533550408387
04/2020,11743.141008685958
05/2020,11737.847353812333
06/2020,11732.06419297108
07/2020,11726.3799678312
08/2020,11720.696608746915
09/2020,11715.11215245541
10/2020,11709.626574332957
11/2020,11703.847767772724
12/2020,11698.167855519432
01/2021,11692.586812953265
02/2021,11687.300607426527
03/2021,11681.231299351508
04/2021,11675.554840432662
05/2021,11669.781275151394
06/2021,11664.106554524771
07/2021,11658.432698802731
08/2021,11652.465866951585
09/2021,11646.793765221268
10/2021,11641.318389370896
11/2021,11635.256310457838
12/2021,11629.390989870266
01/2022,11623.428660052528
02/2022,11618.054631331033
03/2022,11612.094078713955
04/2022,11606.525965701576
05/2022,11600.371459158641
06/2022,11594.60935936131
07/2022,11589.337425479604
08/2022,11588.371647360815
09/2022,11591.22174403671
10/2022,11597.691096303142
11/2022,11610.61571263248
12/2022,11625.49442449051
01/2023,11645.065376087921
02/2023,11665.31758928534
03/2023,11690.749326922305
04/2023,11716.959021069122
05/2023,11749.813023149196
06/2023,11781.194961675954
07/2023,11815.699900247657
08/2023,11852.642799944388
09/2023,11888.113321420227
10/2023,11929.246497142889
11/2023,11968.027298232917
12/2023,12005.433499115785
01/2024,12048.402908651766
02/2024,12086.186843926525
03/2024,12122.792073663208
04/2024,12166.229180562168
