Data,LU0290356954
01/2007,10000
02/2007,10072.010627402446
03/2007,10056.684303379987
04/2007,10056.492761430814
05/2007,9992.675696230785
06/2007,9983.974896317477
07/2007,10077.727663694935
08/2007,10194.1362455219
09/2007,10214.976446121666
10/2007,10253.136464893394
11/2007,10355.758013926456
12/2007,10326.397010647337
01/2008,10566.310163709364
02/2008,10657.661691754214
03/2008,10575.42495575775
04/2008,10512.100474535975
05/2008,10393.469291534924
06/2008,10295.589711296396
07/2008,10459.267429645373
08/2008,10569.489955384332
09/2008,10690.709300393199
10/2008,10914.515924786272
11/2008,11116.379660420187
12/2008,11265.287452812301
01/2009,11338.316510012688
02/2009,11431.196388724205
03/2009,11522.737065252377
04/2009,11554.408066568863
05/2009,11515.298098207142
06/2009,11604.17940089253
07/2009,11703.604183140633
08/2009,11719.963774134245
09/2009,11793.861788671647
10/2009,11825.106237112925
11/2009,11899.031744857666
12/2009,11855.549269691175
01/2010,11928.202484120848
02/2010,12063.080159071218
03/2010,12111.311508400353
04/2010,12142.826382587404
05/2010,12232.921345483624
06/2010,12233.510334729588
07/2010,12297.307856713514
08/2010,12434.731966126503
09/2010,12367.232944339605
10/2010,12337.431963171543
11/2010,12154.3010111839
12/2010,12163.989595059105
01/2011,12081.036806223245
02/2011,12104.195015483854
03/2011,12053.26032188935
04/2011,12091.686125872246
05/2011,12185.295060831188
06/2011,12202.17425563033
07/2011,12207.357876896414
08/2011,12520.697055407
09/2011,12550.668277808356
10/2011,12437.77286915349
11/2011,12205.893396719795
12/2011,12584.97288399105
01/2012,12819.566032049543
02/2012,12988.475521361275
03/2012,12946.167485385355
04/2012,12916.419827078822
05/2012,12826.48925501714
06/2012,12872.75224944402
07/2012,12958.047479473084
08/2012,13098.982855352024
09/2012,13228.108840073606
10/2012,13301.261899854973
11/2012,13412.654281739928
12/2012,13472.437615203944
01/2013,13417.725180868505
02/2013,13465.255983692832
03/2013,13500.457388142524
04/2013,13698.813113585215
05/2013,13619.473412279312
06/2013,13494.930427547926
07/2013,13588.629348017892
08/2013,13570.404483849576
09/2013,13650.341281724232
10/2013,13789.298509116072
11/2013,13850.226813094048
12/2013,13775.399212800246
01/2014,13973.67100187567
02/2014,14017.03925115645
03/2014,14104.499856463783
04/2014,14160.528479438255
05/2014,14239.308403302935
06/2014,14338.06975252331
07/2014,14394.84492940069
08/2014,14479.985928795713
09/2014,14520.803120810706
10/2014,14491.865300629026
11/2014,14537.614642296894
12/2014,14578.664553365888
01/2015,14632.599466526497
02/2015,14703.09739051977
03/2015,14712.454996126753
04/2015,14678.035624947084
05/2015,14654.52171557847
06/2015,14557.902431677974
07/2015,14680.60838243302
08/2015,14629.087907546142
09/2015,14693.455329596145
10/2015,14766.484415741603
11/2015,14828.739994650296
12/2015,14752.762284548642
01/2016,14878.765070837038
02/2016,14911.214961337519
03/2016,14912.867298391842
04/2016,14891.974476971822
05/2016,14930.433483427281
06/2016,15005.231330448358
07/2016,15023.620175857754
08/2016,15022.146015418539
09/2016,15037.245354937808
10/2016,14938.756480496284
11/2016,14894.581566864348
12/2016,14988.241808411187
01/2017,14877.415962685687
02/2017,14948.260600520343
03/2017,14906.069194473219
04/2017,14944.77768750202
05/2017,14988.85565158703
06/2017,14938.885132669506
07/2017,14975.091993526989
08/2017,15026.762967658795
09/2017,15010.157286928483
10/2017,15078.866376431954
11/2017,15091.50195492108
12/2017,15008.115089729261
01/2018,14961.269548369433
02/2018,14988.323147713547
03/2018,15090.53448634189
04/2018,15072.964480640741
05/2018,14742.344422896058
06/2018,14875.786706366878
07/2018,14842.698767986778
08/2018,14682.356461513631
09/2018,14730.442021307823
10/2018,14724.007767400411
11/2018,14835.539924121389
12/2018,14989.343183448942
01/2019,15067.137194440795
02/2019,15026.097275567678
03/2019,15114.085932455739
04/2019,15117.633975176026
05/2019,15134.201564766201
06/2019,15291.899452910971
07/2019,15427.186999629246
08/2019,15549.442032942932
09/2019,15541.940821129341
10/2019,15469.848859622853
11/2019,15400.395419963004
12/2019,15377.04508501097
01/2020,15490.104103016894
02/2020,15469.59297322531
03/2020,15311.059822296798
04/2020,15303.829093904733
05/2020,15342.193290707537
06/2020,15436.672456732807
07/2020,15487.450447477775
08/2020,15462.742821523347
09/2020,15535.379809275188
10/2020,15603.673997086742
11/2020,15606.692632853337
12/2020,15608.5363967194
01/2021,15576.896239331729
02/2021,15501.889323746269
03/2021,15548.180672260878
04/2021,15496.015145461726
05/2021,15493.561480276789
06/2021,15507.478061311773
07/2021,15592.64098877311
08/2021,15557.506866142321
09/2021,15501.446448090841
10/2021,15356.496782604818
11/2021,15502.096542553934
12/2021,15391.105672960593
01/2022,15313.48124821915
02/2022,15189.992716791863
03/2022,14945.05117734169
04/2022,14701.286095477048
05/2022,14584.406151661442
06/2022,14486.642209599682
07/2022,14744.989503902289
08/2022,14288.803284757523
09/2022,13975.31588149946
10/2022,14022.145830392272
11/2022,14104.112241830213
12/2022,13812.872662336946
01/2023,13973.883758214093
02/2023,13783.86656912344
03/2023,14034.328650404248
04/2023,14046.506229127408
05/2023,14110.369903443248
06/2023,13973.860290604007
07/2023,14048.000589123178
08/2023,14108.456368255895
09/2023,13957.517463068538
10/2023,14063.592502232952
11/2023,14281.417120621372
12/2023,14579.019911656776
01/2024,14555.441408862978
02/2024,14381.34599078709
03/2024,14474.356924133896
04/2024,14361.864574628376
