Data,FR0007052782
02/1991,10000
03/1991,10322.851352509464
04/1991,10116.411256544607
05/1991,10590.49712975582
06/1991,10061.374288677496
07/1991,10288.556729374124
08/1991,10928.656815831999
09/1991,11022.090705950051
10/1991,10879.6033391155
11/1991,10196.181866602441
12/1991,10346.16365157593
01/1992,10990.35187465493
02/1992,11622.722909304923
03/1992,11383.98916471285
04/1992,11908.117804582365
05/1992,11934.32871056384
06/1992,11332.02954701222
07/1992,10601.447329552402
08/1992,10177.578164436389
09/1992,10488.672200829793
10/1992,10520.683798094286
11/1992,10697.767751232193
12/1992,11217.38011764054
01/1993,10702.664042398566
02/1993,11980.58556662376
03/1993,12269.526301417787
04/1993,11715.890146211048
05/1993,11423.013707453536
06/1993,12143.572197928832
07/1993,12983.384128144473
08/1993,13793.686417720473
09/1993,13156.877163496843
10/1993,13573.037813843686
11/1993,13127.090576521794
12/1993,14108.108604433353
01/1994,14520.823720001981
02/1994,13919.633244246148
03/1994,12949.101841928814
04/1994,13476.577745675973
05/1994,12664.497287460032
06/1994,11998.468154160739
07/1994,13289.440159777852
08/1994,13248.818677034433
09/1994,12030.592284059885
10/1994,12197.396739845617
11/1994,12650.444413257717
12/1994,12040.822216056093
01/1995,11509.811702764846
02/1995,11373.426894263102
03/1995,11903.035407643678
04/1995,12286.8248298103
05/1995,12510.181574840395
06/1995,12184.007753838934
07/1995,12675.040732625315
08/1995,12430.184526683475
09/1995,11800.48483061207
10/1995,11967.170324630413
11/1995,12064.838677740336
12/1995,12350.839545985698
01/1996,13334.999363067252
02/1996,13133.250362411767
03/1996,13486.770195808016
04/1996,14171.351336659636
05/1996,13999.905448580064
06/1996,14337.544638743799
07/1996,13549.383209491933
08/1996,13374.84296957201
09/1996,14472.947625429499
10/1996,14522.435971887035
11/1996,15714.399130337859
12/1996,15720.18813591558
01/1997,17083.325093841446
02/1997,17698.505333214078
03/1997,18028.201870177683
04/1997,17924.169941477576
05/1997,17639.977364344733
06/1997,19800.790498620067
07/1997,21399.035237089513
08/1997,19271.190570452098
09/1997,20921.150314330353
10/1997,19046.475875220694
11/1997,19876.146233906016
12/1997,20849.616213750378
01/1998,22051.621302204694
02/1998,23784.48492599966
03/1998,26934.578618949523
04/1998,26980.412945824053
05/1998,28254.390731788815
06/1998,29697.427893053802
07/1998,29567.19305653656
08/1998,25841.752492819305
09/1998,22624.44650908111
10/1998,24918.856877938473
11/1998,27180.554198516173
12/1998,27883.5348120515
01/1999,30065.780381379725
02/1999,28937.025970820287
03/1999,29676.022485604273
04/1999,31161.623895377692
05/1999,30933.86718689575
06/1999,32575.796500913333
07/1999,31559.758022847516
08/1999,33045.06524112487
09/1999,33054.25221719185
10/1999,35186.9547279448
11/1999,38440.18349439312
12/1999,42877.078023377064
01/2000,40720.02514052785
02/2000,44533.92012748421
03/2000,45212.24668978398
04/2000,46232.24498376865
05/2000,46537.027141852835
06/2000,46953.31721689415
07/2000,47703.76533952635
08/2000,48298.46613668216
09/2000,45679.22417841858
10/2000,46624.544305229465
11/2000,43192.49281789296
12/2000,43177.51146631621
01/2001,43693.58502501631
02/2001,39088.26237483765
03/2001,37721.91296302022
04/2001,41060.53312781118
05/2001,40196.209194171446
06/2001,38784.946833036876
07/2001,37765.733446535196
08/2001,34815.87065017233
09/2001,30277.168240138875
10/2001,32217.381425816722
11/2001,33210.80145938168
12/2001,34312.0892950331
01/2002,33097.854461397736
02/2002,33099.5529003818
03/2002,34766.68890727995
04/2002,33194.59062141408
05/2002,32230.87038714199
06/2002,29611.097085053865
07/2002,25991.893621677547
08/2002,25612.427369265206
09/2002,21127.50099755336
10/2002,23957.334245361504
11/2002,25295.513063110353
12/2002,23298.080836723937
01/2003,22334.81693887639
02/2003,20932.895332511176
03/2003,19903.046563587555
04/2003,22564.493438732436
05/2003,23223.82606781162
06/2003,24175.49026155099
07/2003,25159.35372567544
08/2003,25946.86666094013
09/2003,24559.02787803696
10/2003,26420.0397305097
11/2003,26818.570337511977
12/2003,27859.49423586167
01/2004,28487.870083835824
02/2004,29163.164927997557
03/2004,28376.831501725952
